"Method","Metric","K","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","scenario"
"SPCA","Ichino-Yaguchi",10,0.797739837398374,0.12159891598916,0.801393027119394,0.142831854455229,0.2595,0.024,5,"III"
"SPCA","Ichino-Yaguchi",20,0.788807522123894,0.0941165191740413,0.78951835987788,0.129479551828152,0.332,0.0485,5,"III"
"SPCA","Ichino-Yaguchi",40,0.780189964157706,0.0585555555555556,0.773990982409526,0.115485047932586,0.4405,0.067125,5,"III"
"IMDS","Ichino-Yaguchi",5,0.502390625,0.00253124999999998,0.510678620484835,-0.0127738797935925,0.018,0.003,5,"III"
"IMDS","Ichino-Yaguchi",10,0.504686991869919,0.0103062330623306,0.506681549643764,-0.00664469456405015,0.047,0.003,5,"III"
"IMDS","Ichino-Yaguchi",20,0.524316371681416,0.00763864306784656,0.50688280840756,-0.00498346036067127,0.09925,-0.00025,5,"III"
"IMDS","Ichino-Yaguchi",40,0.544570340501792,0.0180797491039426,0.503117385888246,-0.00143595769243321,0.2,-0.004,5,"III"
"Int-UMAP","Ichino-Yaguchi",5,0.909065104166667,0.0439739583333334,0.911569773916917,0.056938783086461,0.423,0.027,5,"III"
"Int-UMAP","Ichino-Yaguchi",10,0.882111111111111,0.0463685636856369,0.895387238248344,0.0550266749280098,0.46,0.00750000000000001,5,"III"
"Int-UMAP","Ichino-Yaguchi",20,0.84969395280236,0.0303171091445428,0.875356620096073,0.0480903785929901,0.48825,0.01925,5,"III"
"Int-UMAP","Ichino-Yaguchi",40,0.808245967741935,0.0230636200716845,0.850684125704938,0.0437196395966332,0.51325,0.02125,5,"III"
"C-PCA","Wasserstein",5,0.8120234375,0.135869791666667,0.819763522292757,0.145362883765824,0.186,0.03,5,"III"
"C-PCA","Wasserstein",10,0.800785907859079,0.118710027100271,0.808223659467995,0.135773440340055,0.2525,0.037,5,"III"
"C-PCA","Wasserstein",20,0.789120943952802,0.0931091445427729,0.794521224082876,0.123988598865051,0.32925,0.0535,5,"III"
"C-PCA","Wasserstein",40,0.780739247311828,0.0589856630824372,0.778428220607617,0.110973577983786,0.438625,0.07075,5,"III"
"V-PCA","Wasserstein",5,0.818276041666667,0.125041666666667,0.823548372127557,0.139092512157998,0.191,0.034,5,"III"
"V-PCA","Wasserstein",10,0.807578590785908,0.106430894308943,0.81293760871795,0.127576377303355,0.2495,0.031,5,"III"
"V-PCA","Wasserstein",20,0.795542772861357,0.0810589970501475,0.799629045676018,0.114871981922808,0.3335,0.0485,5,"III"
"V-PCA","Wasserstein",40,0.783262992831541,0.0529274193548386,0.782587564246723,0.103295208846648,0.436,0.059625,5,"III"
"MR-PCA","Wasserstein",5,0.539294270833333,0.0589947916666667,0.547177116976649,0.0749270520102461,0.031,0.005,5,"III"
"MR-PCA","Wasserstein",10,0.535050135501355,0.0272276422764227,0.540104301201314,0.057947024834965,0.054,0.0135,5,"III"
"MR-PCA","Wasserstein",20,0.54259808259587,0.00728761061946903,0.535142989370444,0.0466711922770244,0.10775,0.01175,5,"III"
"MR-PCA","Wasserstein",40,0.56265188172043,-0.000887992831541284,0.529572337396562,0.0403157739987811,0.215625,0.016375,5,"III"
"SPCA","Wasserstein",5,0.8120234375,0.135869791666667,0.819763522292757,0.145362883765824,0.186,0.03,5,"III"
"SPCA","Wasserstein",10,0.800785907859079,0.118710027100271,0.808223659467995,0.135773440340055,0.2525,0.037,5,"III"
"SPCA","Wasserstein",20,0.789120943952802,0.0931091445427729,0.794521224082876,0.123988598865051,0.32925,0.0535,5,"III"
"SPCA","Wasserstein",40,0.780739247311828,0.0589856630824372,0.778428220607617,0.110973577983786,0.438625,0.07075,5,"III"
"IMDS","Wasserstein",5,0.513354166666667,0.00435416666666666,0.514487693507072,-0.00222333593198942,0.022,0.002,5,"III"
"IMDS","Wasserstein",10,0.510084010840108,0.00891598915989156,0.509421156504308,0.000892130861349649,0.0455,-0.0045,5,"III"
"IMDS","Wasserstein",20,0.524102507374631,0.0122551622418881,0.507819824797085,0.0026073695416477,0.09925,-0.003,5,"III"
"IMDS","Wasserstein",40,0.543169802867383,0.0212159498207884,0.503672469313951,0.00506510710861896,0.20225,-0.000750000000000001,5,"III"
"Int-UMAP","Wasserstein",5,0.906244791666667,0.0572395833333333,0.911355106359283,0.060229981066934,0.417,0.043,5,"III"
"Int-UMAP","Wasserstein",10,0.882357723577236,0.0452195121951219,0.895405325635771,0.0536907550407102,0.4555,0.027,5,"III"
"Int-UMAP","Wasserstein",20,0.848845132743363,0.0293392330383481,0.875036816275701,0.0468357658126232,0.4775,0.03925,5,"III"
"Int-UMAP","Wasserstein",40,0.814568996415771,0.0228369175627241,0.851679925666755,0.0428455246195099,0.520375,0.033875,5,"III"
"C-PCA","Centers-Euclidean",5,0.841018229166667,0.166557291666667,0.837063147343802,0.174897724319709,0.187,0.029,5,"III"
"C-PCA","Centers-Euclidean",10,0.845574525745257,0.126292682926829,0.834796149265166,0.155382523212351,0.2935,0.067,5,"III"
"C-PCA","Centers-Euclidean",20,0.844412979351032,0.103716814159292,0.827507103098399,0.142465867742548,0.38,0.086,5,"III"
"C-PCA","Centers-Euclidean",40,0.847191308243728,0.0800116487455197,0.816503840960748,0.131232627477849,0.51225,0.1065,5,"III"
"V-PCA","Centers-Euclidean",5,0.844411458333333,0.159947916666667,0.838815848089988,0.171481419608717,0.192,0.039,5,"III"
"V-PCA","Centers-Euclidean",10,0.845462059620596,0.126788617886179,0.835172828833204,0.154763738843872,0.294,0.069,5,"III"
"V-PCA","Centers-Euclidean",20,0.843252212389381,0.106294985250737,0.827581907695273,0.142491654624437,0.37825,0.087,5,"III"
"V-PCA","Centers-Euclidean",40,0.847040322580645,0.0809086021505376,0.816767382464785,0.130987922495162,0.5105,0.10625,5,"III"
"MR-PCA","Centers-Euclidean",5,0.841018229166667,0.166557291666667,0.837063147343802,0.174897724319709,0.187,0.029,5,"III"
"MR-PCA","Centers-Euclidean",10,0.845574525745257,0.126292682926829,0.834796149265166,0.155382523212351,0.2935,0.067,5,"III"
"MR-PCA","Centers-Euclidean",20,0.844412979351032,0.103716814159292,0.827507103098399,0.142465867742548,0.38,0.086,5,"III"
"MR-PCA","Centers-Euclidean",40,0.847191308243728,0.0800116487455197,0.816503840960748,0.131232627477849,0.51225,0.1065,5,"III"
"SPCA","Centers-Euclidean",5,0.841018229166667,0.166557291666667,0.837063147343802,0.174897724319709,0.187,0.029,5,"III"
"SPCA","Centers-Euclidean",10,0.845574525745257,0.126292682926829,0.834796149265166,0.155382523212351,0.2935,0.067,5,"III"
"SPCA","Centers-Euclidean",20,0.844412979351032,0.103716814159292,0.827507103098399,0.142465867742548,0.38,0.086,5,"III"
"SPCA","Centers-Euclidean",40,0.847191308243728,0.0800116487455197,0.816503840960748,0.131232627477849,0.51225,0.1065,5,"III"
"IMDS","Centers-Euclidean",5,0.521692708333333,0.00869791666666675,0.521433251661284,0.00152225563351521,0.038,-0.001,5,"III"
"IMDS","Centers-Euclidean",10,0.523829268292683,0.00866666666666671,0.518505970285679,0.00324589845944095,0.053,0.002,5,"III"
"IMDS","Centers-Euclidean",20,0.538650442477876,0.0098289085545723,0.517863551645195,0.0045840097707161,0.1105,-0.00175,5,"III"
"IMDS","Centers-Euclidean",40,0.558142921146953,0.0116621863799284,0.513958546452808,0.00490366918343565,0.20825,-0.00874999999999999,5,"III"
"Int-UMAP","Centers-Euclidean",5,0.502380208333333,-0.0216250000000001,0.503307161153803,-0.0337487470765118,0.031,-0.004,5,"III"
"Int-UMAP","Centers-Euclidean",10,0.509833333333333,-0.0193035230352304,0.503220228289379,-0.0300878116581228,0.052,-0.006,5,"III"
"Int-UMAP","Centers-Euclidean",20,0.525811946902655,-0.0132374631268437,0.503652862787091,-0.0261596357422681,0.107,-0.00025,5,"III"
"Int-UMAP","Centers-Euclidean",40,0.537430555555556,-0.00958691756272401,0.498469581224262,-0.0235677823340913,0.198625,-0.00225,5,"III"
"C-PCA","Int-Euclidean",5,0.992859375,0.000791666666666746,0.991838456398263,-0.00052140178936036,0.67,-0.088,6,"III"
"C-PCA","Int-Euclidean",10,0.989121951219512,-0.00120867208672082,0.987436290322018,-0.00117414339151859,0.741,-0.054,6,"III"
"C-PCA","Int-Euclidean",20,0.985644542772861,0.00771976401179941,0.980782990564628,0.00155508390350849,0.731,-0.059,6,"III"
"C-PCA","Int-Euclidean",40,0.989668458781362,-0.00242831541218647,0.973957289069273,0.000463764435185681,0.835,0.028625,6,"III"
"V-PCA","Int-Euclidean",5,0.993140625,0.000604166666666739,0.992058785313881,-0.000572632438653154,0.685,-0.085,6,"III"
"V-PCA","Int-Euclidean",10,0.989452574525745,-0.000953929539295406,0.9877610818173,-0.00110800380412523,0.744,-0.0595,6,"III"
"V-PCA","Int-Euclidean",20,0.986823008849558,0.00623303834808264,0.981422207106701,0.00121155207982943,0.7415,-0.05625,6,"III"
"V-PCA","Int-Euclidean",40,0.990021953405018,-0.00206182795698917,0.974577506411074,0.000428561288552672,0.837375,0.027,6,"III"
"MR-PCA","Int-Euclidean",5,0.487174479166667,-0.0954114583333333,0.516413112076326,-0.0531844674611129,0.022,-0.003,6,"III"
"MR-PCA","Int-Euclidean",10,0.524462059620596,-0.0188373983739837,0.522397312342265,-0.030071906479363,0.055,-0.0085,6,"III"
"MR-PCA","Int-Euclidean",20,0.547114306784661,-0.012886430678466,0.52436146762369,-0.0247950854842672,0.11175,0.00025,6,"III"
"MR-PCA","Int-Euclidean",40,0.58553853046595,0.0109247311827956,0.525638415593429,-0.0171314963659199,0.22925,-0.00375,6,"III"
"SPCA","Int-Euclidean",5,0.992859375,0.000791666666666746,0.991838456398263,-0.00052140178936036,0.67,-0.088,6,"III"
"SPCA","Int-Euclidean",10,0.989121951219512,-0.00120867208672082,0.987436290322018,-0.00117414339151859,0.741,-0.054,6,"III"
"SPCA","Int-Euclidean",20,0.985644542772861,0.00771976401179941,0.980782990564628,0.00155508390350849,0.731,-0.059,6,"III"
"SPCA","Int-Euclidean",40,0.989668458781362,-0.00242831541218647,0.973957289069273,0.000463764435185681,0.835,0.028625,6,"III"
"IMDS","Int-Euclidean",5,0.434192708333333,-0.116979166666667,0.40407172290901,-0.10956119835171,0.038,0.011,6,"III"
"IMDS","Int-Euclidean",10,0.466607046070461,-0.10840108401084,0.422056763939795,-0.104964823005608,0.051,-0.003,6,"III"
"IMDS","Int-Euclidean",20,0.506838495575221,-0.0519424778761062,0.436308384263098,-0.0875478463868727,0.0935,-0.021,6,"III"
"IMDS","Int-Euclidean",40,0.564139336917563,0.0115618279569892,0.448807107944251,-0.0661398112280601,0.20975,-0.037125,6,"III"
"Int-UMAP","Int-Euclidean",5,0.5479609375,-0.0722864583333334,0.554097987897687,-0.0563821138211382,0.036,-0.004,6,"III"
"Int-UMAP","Int-Euclidean",10,0.553960704607046,-0.0750108401084011,0.55161128112918,-0.0612940131079047,0.0725,-0.0135,6,"III"
"Int-UMAP","Int-Euclidean",20,0.574130530973451,-0.0480722713864308,0.552051215082561,-0.0541735014034983,0.132,-0.00625,6,"III"
"Int-UMAP","Int-Euclidean",40,0.581838261648746,-0.0264668458781363,0.544821532865158,-0.048020526891814,0.228375,-0.016,6,"III"
"C-PCA","Hausdorff",5,0.807497395833333,0.127307291666667,0.808453799606489,0.14631510561681,0.19,0.026,6,"III"
"C-PCA","Hausdorff",10,0.795715447154472,0.115355013550136,0.798155588861421,0.136716834789186,0.247,0.032,6,"III"
"C-PCA","Hausdorff",20,0.783418879056047,0.0893687315634218,0.785619338288946,0.123571852130613,0.31975,0.04775,6,"III"
"C-PCA","Hausdorff",40,0.775422043010753,0.0545358422939068,0.76999434076464,0.109983602690277,0.4375,0.065875,6,"III"
"V-PCA","Hausdorff",5,0.8041875,0.12990625,0.808083305490589,0.143379366670379,0.188,0.021,6,"III"
"V-PCA","Hausdorff",10,0.794153116531165,0.113558265582656,0.798160281220586,0.13260559552492,0.2445,0.0275,6,"III"
"V-PCA","Hausdorff",20,0.781538348082596,0.0879705014749262,0.785361343487521,0.119834242601927,0.31625,0.04275,6,"III"
"V-PCA","Hausdorff",40,0.773214157706093,0.0534247311827957,0.769570541014115,0.106446941646954,0.434,0.061625,6,"III"
"MR-PCA","Hausdorff",5,0.5798984375,0.00308854166666661,0.587348628280803,-0.00735085570033783,0.029,-0.002,6,"III"
"MR-PCA","Hausdorff",10,0.573753387533875,0.00934417344173444,0.579655071480853,-0.00219559148495552,0.0735,-0.002,6,"III"
"MR-PCA","Hausdorff",20,0.57417994100295,0.0139528023598821,0.571898265413965,0.00118970616250114,0.122,-0.00275,6,"III"
"MR-PCA","Hausdorff",40,0.591125448028674,0.00897491039426512,0.564428537643041,0.00111418030599303,0.240125,-0.00374999999999999,6,"III"
"SPCA","Hausdorff",5,0.807497395833333,0.127307291666667,0.808453799606489,0.14631510561681,0.19,0.026,6,"III"
"SPCA","Hausdorff",10,0.795715447154472,0.115355013550136,0.798155588861421,0.136716834789186,0.247,0.032,6,"III"
"SPCA","Hausdorff",20,0.783418879056047,0.0893687315634218,0.785619338288946,0.123571852130613,0.31975,0.04775,6,"III"
"SPCA","Hausdorff",40,0.775422043010753,0.0545358422939068,0.76999434076464,0.109983602690277,0.4375,0.065875,6,"III"
"IMDS","Hausdorff",5,0.513028645833333,0.0222239583333333,0.520668968333519,0.030066822586034,0.031,-0.007,6,"III"
"IMDS","Hausdorff",10,0.506424119241192,0.00785094850948509,0.513096775634062,0.0221307287774538,0.0485,-0.0035,6,"III"
"IMDS","Hausdorff",20,0.521652654867257,-0.00639085545722706,0.510928666336453,0.0152259127992956,0.09275,0.00475,6,"III"
"IMDS","Hausdorff",40,0.541252240143369,0.00678942652329739,0.506090227374706,0.0159262023413842,0.193625,-0.001125,6,"III"
"Int-UMAP","Hausdorff",5,0.919953125,0.0297604166666666,0.925210769573449,0.0337522738241081,0.431,0.015,6,"III"
"Int-UMAP","Hausdorff",10,0.889081300813008,0.0306829268292682,0.907271747253138,0.033163961844317,0.476,0.031,6,"III"
"Int-UMAP","Hausdorff",20,0.848281710914454,0.0136578171091446,0.883893208330087,0.0272149022125125,0.484,0.036,6,"III"
"Int-UMAP","Hausdorff",40,0.808600358422939,0.0103225806451612,0.858345253700256,0.0246468495456014,0.525125,0.035625,6,"III"
"C-PCA","Ichino-Yaguchi",5,0.806046875,0.1239375,0.806659056316591,0.144004157849798,0.175,0.01,6,"III"
"C-PCA","Ichino-Yaguchi",10,0.797234417344173,0.119373983739837,0.79764163249443,0.137425576392654,0.2435,0.016,6,"III"
"C-PCA","Ichino-Yaguchi",20,0.785071533923304,0.0906268436578171,0.785220010594161,0.123920357646861,0.32375,0.04425,6,"III"
"C-PCA","Ichino-Yaguchi",40,0.775221774193548,0.0580456989247311,0.769589915307485,0.110839810678801,0.438,0.056875,6,"III"
"V-PCA","Ichino-Yaguchi",5,0.802625,0.126677083333333,0.805691520956305,0.142295541448565,0.174,0.013,6,"III"
"V-PCA","Ichino-Yaguchi",10,0.79539837398374,0.118731707317073,0.79715940275513,0.13464004895404,0.2435,0.019,6,"III"
"V-PCA","Ichino-Yaguchi",20,0.783606194690265,0.0885634218289084,0.784687353166295,0.12089446827878,0.32375,0.0455,6,"III"
"V-PCA","Ichino-Yaguchi",40,0.774102150537634,0.0551487455197133,0.768987242643455,0.1078429209697,0.436375,0.06025,6,"III"
"MR-PCA","Ichino-Yaguchi",5,0.509591145833333,0.0142760416666667,0.515407153729072,0.00327746222667707,0.015,-0.002,6,"III"
"MR-PCA","Ichino-Yaguchi",10,0.513280487804878,0.0106260162601626,0.512646146927708,0.00422831798635342,0.0515,-0.002,6,"III"
"MR-PCA","Ichino-Yaguchi",20,0.52140191740413,0.0122551622418879,0.509285983343553,0.00564823020536959,0.097,0.00175,6,"III"
"MR-PCA","Ichino-Yaguchi",40,0.548116039426523,0.0118646953405018,0.50619946174575,0.00585454518427875,0.20625,0.000750000000000001,6,"III"
"SPCA","Ichino-Yaguchi",5,0.806046875,0.1239375,0.806659056316591,0.144004157849798,0.175,0.01,6,"III"
"SPCA","Ichino-Yaguchi",10,0.797234417344173,0.119373983739837,0.79764163249443,0.137425576392654,0.2435,0.016,6,"III"
"SPCA","Ichino-Yaguchi",20,0.785071533923304,0.0906268436578171,0.785220010594161,0.123920357646861,0.32375,0.04425,6,"III"
"SPCA","Ichino-Yaguchi",40,0.775221774193548,0.0580456989247311,0.769589915307485,0.110839810678801,0.438,0.056875,6,"III"
"IMDS","Ichino-Yaguchi",5,0.515888020833333,0.016296875,0.518762668448602,0.0189809555629802,0.033,-0.011,6,"III"
"IMDS","Ichino-Yaguchi",10,0.513205962059621,0.00332249322493228,0.513388504313133,0.0124961397060106,0.0545,-0.0085,6,"III"
"IMDS","Ichino-Yaguchi",20,0.523041297935103,-0.0063333333333333,0.510509983868947,0.00745696426382009,0.098,-0.0025,6,"III"
"IMDS","Ichino-Yaguchi",40,0.545045698924731,0.000978494623655846,0.506513700522328,0.00759616332936502,0.1965,-0.00762500000000001,6,"III"
"Int-UMAP","Ichino-Yaguchi",5,0.9241953125,0.0275052083333334,0.931020715001671,0.0295741916323273,0.451,0.013,6,"III"
"Int-UMAP","Ichino-Yaguchi",10,0.895330623306233,0.0282981029810299,0.913689010669273,0.0296931231993726,0.488,0.00899999999999998,6,"III"
"Int-UMAP","Ichino-Yaguchi",20,0.848551622418879,0.0192625368731563,0.888851139695905,0.0259736810548792,0.48775,0.017,6,"III"
"Int-UMAP","Ichino-Yaguchi",40,0.805944892473118,0.0130636200716845,0.862101057206998,0.0232346502370001,0.52125,0.018625,6,"III"
"C-PCA","Wasserstein",5,0.803625,0.14496875,0.804115250399079,0.165764004900323,0.182,0.017,6,"III"
"C-PCA","Wasserstein",10,0.796547425474255,0.121376693766938,0.796093752289488,0.150758606205357,0.256,0.0425,6,"III"
"C-PCA","Wasserstein",20,0.787104719764012,0.0890412979351033,0.784786251163135,0.134086382636275,0.32575,0.0495,6,"III"
"C-PCA","Wasserstein",40,0.776704749103943,0.0574578853046596,0.769121925820419,0.119980065337942,0.438875,0.062125,6,"III"
"V-PCA","Wasserstein",5,0.801796875,0.1446875,0.804068567398003,0.162120132160226,0.187,0.023,6,"III"
"V-PCA","Wasserstein",10,0.796628726287263,0.117089430894309,0.796465662746017,0.146206906175842,0.2575,0.044,6,"III"
"V-PCA","Wasserstein",20,0.785705752212389,0.0871017699115044,0.784554618600749,0.130490383604176,0.3235,0.04625,6,"III"
"V-PCA","Wasserstein",40,0.774823028673835,0.0560546594982079,0.76866730630204,0.116714739358407,0.437,0.06,6,"III"
"MR-PCA","Wasserstein",5,0.5406015625,0.0491927083333334,0.549494190147381,0.0486412740839737,0.022,-0.002,6,"III"
"MR-PCA","Wasserstein",10,0.542424119241192,0.0376449864498645,0.544739734548532,0.0436566107142084,0.062,-5e-04,6,"III"
"MR-PCA","Wasserstein",20,0.543685840707965,0.0285693215339233,0.538052883095036,0.0389155792117268,0.10825,0.00325,6,"III"
"MR-PCA","Wasserstein",40,0.564078405017921,0.0174274193548387,0.532094804154309,0.0339980768379138,0.217625,0.00612500000000001,6,"III"
"SPCA","Wasserstein",5,0.803625,0.14496875,0.804115250399079,0.165764004900323,0.182,0.017,6,"III"
"SPCA","Wasserstein",10,0.796547425474255,0.121376693766938,0.796093752289488,0.150758606205357,0.256,0.0425,6,"III"
"SPCA","Wasserstein",20,0.787104719764012,0.0890412979351033,0.784786251163135,0.134086382636275,0.32575,0.0495,6,"III"
"SPCA","Wasserstein",40,0.776704749103943,0.0574578853046596,0.769121925820419,0.119980065337942,0.438875,0.062125,6,"III"
"IMDS","Wasserstein",5,0.5134296875,0.028296875,0.52284840553885,0.0287312989568252,0.033,-0.01,6,"III"
"IMDS","Wasserstein",10,0.512243902439024,0.00507317073170732,0.516533712420134,0.0186249015302324,0.0535,-0.0065,6,"III"
"IMDS","Wasserstein",20,0.523050884955752,-0.00713126843657819,0.513230870144808,0.0117760343757073,0.097,-5e-04,6,"III"
"IMDS","Wasserstein",40,0.543219534050179,0.0033046594982078,0.508148038221038,0.0123312058802832,0.198,-0.00425,6,"III"
"Int-UMAP","Wasserstein",5,0.915244791666667,0.0410833333333332,0.923988380294762,0.0381987600697925,0.426,0.024,6,"III"
"Int-UMAP","Wasserstein",10,0.889140921409214,0.032271002710027,0.907433848202007,0.0352626290747645,0.4745,0.0285,6,"III"
"Int-UMAP","Wasserstein",20,0.849078908554572,0.0151017699115044,0.884233261464776,0.0295379673969807,0.49125,0.0405,6,"III"
"Int-UMAP","Wasserstein",40,0.807259408602151,0.0139507168458781,0.858485905157454,0.0269345600690354,0.526375,0.034,6,"III"
"C-PCA","Centers-Euclidean",5,0.82525,0.161489583333333,0.827584549133163,0.169135018747448,0.179,0.036,6,"III"
"C-PCA","Centers-Euclidean",10,0.826062330623306,0.137371273712737,0.822170153316294,0.156204223332573,0.2655,0.0535,6,"III"
"C-PCA","Centers-Euclidean",20,0.822209439528024,0.111412979351032,0.812999123702619,0.143718982301681,0.35625,0.08225,6,"III"
"C-PCA","Centers-Euclidean",40,0.827237455197133,0.0874928315412187,0.801673719206616,0.132698271678322,0.47775,0.0995,6,"III"
"V-PCA","Centers-Euclidean",5,0.824971354166667,0.162390625,0.828711716226751,0.167187325982849,0.183,0.036,6,"III"
"V-PCA","Centers-Euclidean",10,0.825560975609756,0.138742547425474,0.822932105226067,0.155029549652137,0.265,0.0485,6,"III"
"V-PCA","Centers-Euclidean",20,0.822877581120944,0.110483775811209,0.813922789529742,0.14229639067189,0.357,0.07975,6,"III"
"V-PCA","Centers-Euclidean",40,0.826798387096774,0.0885967741935484,0.802267684792307,0.131874803293014,0.4765,0.096,6,"III"
"MR-PCA","Centers-Euclidean",5,0.82525,0.161489583333333,0.827584549133163,0.169135018747448,0.179,0.036,6,"III"
"MR-PCA","Centers-Euclidean",10,0.826062330623306,0.137371273712737,0.822170153316294,0.156204223332573,0.2655,0.0535,6,"III"
"MR-PCA","Centers-Euclidean",20,0.822209439528024,0.111412979351032,0.812999123702619,0.143718982301681,0.35625,0.08225,6,"III"
"MR-PCA","Centers-Euclidean",40,0.827237455197133,0.0874928315412187,0.801673719206616,0.132698271678322,0.47775,0.0995,6,"III"
"SPCA","Centers-Euclidean",5,0.82525,0.161489583333333,0.827584549133163,0.169135018747448,0.179,0.036,6,"III"
"SPCA","Centers-Euclidean",10,0.826062330623306,0.137371273712737,0.822170153316294,0.156204223332573,0.2655,0.0535,6,"III"
"SPCA","Centers-Euclidean",20,0.822209439528024,0.111412979351032,0.812999123702619,0.143718982301681,0.35625,0.08225,6,"III"
"SPCA","Centers-Euclidean",40,0.827237455197133,0.0874928315412187,0.801673719206616,0.132698271678322,0.47775,0.0995,6,"III"
"IMDS","Centers-Euclidean",5,0.501205729166667,-0.014828125,0.500902290529755,-0.0168682481345361,0.033,0.004,6,"III"
"IMDS","Centers-Euclidean",10,0.511955284552846,-0.00487533875338753,0.502519140987775,-0.0125986040842015,0.0495,0.0035,6,"III"
"IMDS","Centers-Euclidean",20,0.520404867256637,-0.00887168141592931,0.500749803278584,-0.0131090297438176,0.1035,-0.0035,6,"III"
"IMDS","Centers-Euclidean",40,0.53672894265233,-0.00579480286738343,0.496319630583038,-0.0113649027460615,0.196875,0.00225,6,"III"
"Int-UMAP","Centers-Euclidean",5,0.5188984375,0.0307760416666667,0.516315940899135,0.0300800014849463,0.034,-0.002,6,"III"
"Int-UMAP","Centers-Euclidean",10,0.519914634146341,0.0131300813008131,0.514112535332243,0.0221819191016348,0.0575,0.0025,6,"III"
"Int-UMAP","Centers-Euclidean",20,0.528019911504425,0.00793362831858402,0.51143750896916,0.0182881029761452,0.10925,-0.003,6,"III"
"Int-UMAP","Centers-Euclidean",40,0.546012992831541,0.0128629032258065,0.50695316458885,0.0182317630974836,0.208375,5e-04,6,"III"
"C-PCA","Int-Euclidean",5,0.997669270833333,0.000484374999999981,0.996355756023314,0.00108995062553365,0.815,0.184,7,"III"
"C-PCA","Int-Euclidean",10,0.998224932249322,0.000227642276422801,0.9950000366318,0.000627537624347517,0.9195,0.128,7,"III"
"C-PCA","Int-Euclidean",20,0.995417404129794,0.00451917404129798,0.991799189389482,0.00221387765293147,0.8945,0.1255,7,"III"
"C-PCA","Int-Euclidean",40,0.977763440860215,0.005173835125448,0.982712567559457,0.00304973717477255,0.79425,0.13175,7,"III"
"V-PCA","Int-Euclidean",5,0.997526041666667,0.000343749999999976,0.996000204180124,0.00117477818613803,0.809,0.201,7,"III"
"V-PCA","Int-Euclidean",10,0.997131436314363,0.00182926829268293,0.994200355712223,0.00126281328038817,0.9025,0.1355,7,"III"
"V-PCA","Int-Euclidean",20,0.990995575221239,0.0107345132743363,0.98984848102752,0.0041745857532855,0.85475,0.12375,7,"III"
"V-PCA","Int-Euclidean",40,0.971866935483871,0.00359408602150535,0.979488847783576,0.00369801292515195,0.776625,0.152625,7,"III"
"MR-PCA","Int-Euclidean",5,0.523143229166667,0.0111302083333333,0.476341184987192,-0.070273044511267,0.023,-0.005,7,"III"
"MR-PCA","Int-Euclidean",10,0.540747967479675,0.0225257452574525,0.491316662026639,-0.0458780014527125,0.0495,-0.000999999999999997,7,"III"
"MR-PCA","Int-Euclidean",20,0.537280235988201,-0.0127138643067847,0.493085448108397,-0.0445322496982798,0.096,0.008,7,"III"
"MR-PCA","Int-Euclidean",40,0.564187724014337,0.00768189964157706,0.494036660588305,-0.0353608213749592,0.21175,-0.00574999999999999,7,"III"
"SPCA","Int-Euclidean",5,0.997669270833333,0.000484374999999981,0.996355756023314,0.00108995062553365,0.815,0.184,7,"III"
"SPCA","Int-Euclidean",10,0.998224932249322,0.000227642276422801,0.9950000366318,0.000627537624347517,0.9195,0.128,7,"III"
"SPCA","Int-Euclidean",20,0.995417404129794,0.00451917404129798,0.991799189389482,0.00221387765293147,0.8945,0.1255,7,"III"
"SPCA","Int-Euclidean",40,0.977763440860215,0.005173835125448,0.982712567559457,0.00304973717477255,0.79425,0.13175,7,"III"
"IMDS","Int-Euclidean",5,0.487161458333333,-0.0426666666666666,0.439210565393325,-0.106547870958162,0.026,-0.013,7,"III"
"IMDS","Int-Euclidean",10,0.511577235772358,-0.0317723577235772,0.456371996977353,-0.0892064784559661,0.067,-0.0275,7,"III"
"IMDS","Int-Euclidean",20,0.517697640117994,-0.0237315634218288,0.462058715697033,-0.0769382459063974,0.112,-0.018,7,"III"
"IMDS","Int-Euclidean",40,0.527990143369176,-0.0085358422939068,0.461565620648943,-0.0655704231319346,0.191625,-0.00475,7,"III"
"Int-UMAP","Int-Euclidean",5,0.4601484375,0.154567708333333,0.453899469131678,0.164086201135984,0,0,7,"III"
"Int-UMAP","Int-Euclidean",10,0.468276422764228,0.218390243902439,0.455389743165727,0.187010325283408,0,0,7,"III"
"Int-UMAP","Int-Euclidean",20,0.500725663716814,0.231743362831858,0.462682244924524,0.192386484206215,0.00025,0,7,"III"
"Int-UMAP","Int-Euclidean",40,0.550296146953405,0.160732078853047,0.465961580596661,0.174652359206241,0.06775,0.0235,7,"III"
"C-PCA","Hausdorff",5,0.8156328125,0.144484375,0.820209841481977,0.15040891710287,0.172,0.029,7,"III"
"C-PCA","Hausdorff",10,0.807448509485095,0.123292682926829,0.810361847177712,0.140089636270645,0.247,0.037,7,"III"
"C-PCA","Hausdorff",20,0.799578171091445,0.0947463126843658,0.799114975609952,0.126586366434032,0.35025,0.0565,7,"III"
"C-PCA","Hausdorff",40,0.794822580645161,0.055326164874552,0.785024519407541,0.111790557383979,0.47,0.07525,7,"III"
"V-PCA","Hausdorff",5,0.817309895833333,0.136682291666667,0.81929502171734,0.148687307421019,0.168,0.033,7,"III"
