"scenario","replication","Method","Metric","space","anchor","block_id","block_size","candidate_ids","min_within_block_gap","max_within_block_gap","classification"
"ScenarioII",59,"IMDS","Hausdorff","low",51,592,3,"327;795;752",1.26509913656037e-13,3.01175751005189e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,593,4,"199;618;762;687",4.01345623401994e-14,3.41254802194157e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,597,2,"292;625",1.4960255256824e-13,1.4960255256824e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,598,2,"516;588",6.85562717706034e-15,6.85562717706034e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,601,2,"552;481",1.12854170453147e-13,1.12854170453147e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,611,2,"496;714",1.10411679798972e-13,1.10411679798972e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,614,3,"565;731;745",2.35644836976689e-14,5.45952172359421e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,615,4,"619;704;720;550",1.02751140929058e-13,4.24077439831194e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,616,2,"675;736",6.60027588139656e-14,6.60027588139656e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,622,3,"615;578;571",4.52415882534751e-15,4.19109191795997e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,630,2,"765;637",4.96824803519758e-15,4.96824803519758e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,644,2,"735;691",1.76025860554319e-13,1.76025860554319e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",51,694,2,"556;766",1.56957780106382e-13,1.56957780106382e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,397,2,"201;246",2.25819363208757e-13,2.25819363208757e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,415,2,"623;532",4.40980585381112e-13,4.40980585381112e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,476,2,"307;626",1.16795462190566e-13,1.16795462190566e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,509,2,"527;190",4.95936625100057e-13,4.95936625100057e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,518,2,"270;187",2.23376872554581e-13,2.23376872554581e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,530,2,"552;710",1.44217970898808e-13,1.44217970898808e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,545,2,"304;571",2.63788990650937e-13,2.63788990650937e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,550,2,"761;671",3.07087688611318e-13,3.07087688611318e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,554,3,"569;211;276",1.17350573702879e-13,3.29625216011209e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,556,2,"271;737",5.70876679262255e-13,5.70876679262255e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,558,2,"787;610",2.26707541628457e-13,2.26707541628457e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,559,4,"503;742;713;791",4.55191440096314e-14,1.01185726464337e-12,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,561,2,"777;533",1.22790666523542e-13,1.22790666523542e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,562,2,"795;694",2.90989454754254e-13,2.90989454754254e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,565,3,"793;762;584",8.88178419700125e-16,4.02122779519232e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,576,2,"371;731",3.29403171406284e-13,3.29403171406284e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,581,2,"617;600",5.6754601018838e-13,5.6754601018838e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,582,3,"664;696;599",3.35287353436797e-14,3.15858450505857e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,586,3,"781;563;709",6.52811138479592e-14,1.83075776760688e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,587,6,"667;703;760;490;714;788",8.44879721739744e-14,1.21624932347686e-12,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,588,2,"666;729",3.80140363631654e-13,3.80140363631654e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,589,2,"564;678",3.73701070088828e-13,3.73701070088828e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,592,6,"614;730;603;631;624;489",5.30686605770825e-14,1.0715872633682e-12,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,597,4,"641;784;545;550",1.80966353013901e-14,9.60453938603223e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,598,3,"779;493;551",9.71445146547012e-14,4.07895939247283e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,600,2,"509;512",9.81437153768638e-14,9.81437153768638e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,601,2,"752;565",2.02393657389166e-13,2.02393657389166e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,604,9,"693;327;613;618;607;481;538;292;602",6.08402217494586e-14,1.62714286489063e-12,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,605,2,"636;606",5.28910248931425e-13,5.28910248931425e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,606,2,"559;726",3.19744231092045e-14,3.19744231092045e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,609,2,"612;521",4.74398298422329e-13,4.74398298422329e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,610,2,"525;480",1.62647673107585e-13,1.62647673107585e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,613,4,"608;783;562;557",5.69544411632705e-14,3.23852056283158e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,614,2,"706;682",6.21724893790088e-15,6.21724893790088e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,619,2,"681;640",8.34887714518118e-14,8.34887714518118e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",52,635,2,"566;702",3.64042129774589e-13,3.64042129774589e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",53,494,2,"793;762",8.46545056276682e-16,8.46545056276682e-16,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",53,547,2,"545;550",1.82874548837475e-14,1.82874548837475e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",53,559,2,"327;613",4.78783679369599e-16,4.78783679369599e-16,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",53,582,2,"706;682",6.22071838485283e-15,6.22071838485283e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",54,538,2,"516;588",7.25461357653501e-15,7.25461357653501e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",54,570,2,"615;578",4.64905891561784e-15,4.64905891561784e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",54,579,2,"765;637",5.37937749900408e-15,5.37937749900408e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",56,474,2,"793;762",6.15826833971767e-16,6.15826833971767e-16,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",232,270,2,"240;169",3.95378174644634e-14,3.95378174644634e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",232,583,2,"516;588",2.64163690921748e-14,2.64163690921748e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",232,601,2,"565;731",2.40710229526542e-14,2.40710229526542e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",232,614,2,"615;578",1.04569131131882e-14,1.04569131131882e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",232,624,2,"765;637",2.75543476924156e-14,2.75543476924156e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",232,625,2,"316;211",1.24414367697057e-14,1.24414367697057e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",286,582,2,"615;578",1.07205910815367e-14,1.07205910815367e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",303,468,2,"316;796",6.59194920871187e-16,6.59194920871187e-16,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",303,523,2,"533;777",6.33174068731535e-15,6.33174068731535e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",303,530,2,"762;793",1.01654795692241e-14,1.01654795692241e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",303,618,2,"706;682",8.13932254928318e-15,8.13932254928318e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",350,491,2,"746;512",1.59698643198425e-14,1.59698643198425e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",350,580,2,"564;693",2.61630994646822e-14,2.61630994646822e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",350,602,2,"580;704",4.12517242587285e-15,4.12517242587285e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",350,608,2,"716;609",9.93649607039515e-15,9.93649607039515e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",363,602,2,"582;664",2.65065747129256e-15,2.65065747129256e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",363,640,2,"481;672",5.8043847506184e-15,5.8043847506184e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",402,632,2,"794;292",1.0768295977126e-15,1.0768295977126e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",405,533,2,"762;793",8.12197531452341e-15,8.12197531452341e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",405,560,2,"444;667",6.80011602582908e-15,6.80011602582908e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",405,621,2,"706;682",8.47238945667073e-15,8.47238945667073e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",406,608,2,"687;502",3.54404006142062e-15,3.54404006142062e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",406,634,2,"794;254",2.70963806947577e-15,2.70963806947577e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",407,575,2,"645;664",1.70002900645727e-15,1.70002900645727e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",410,432,2,"313;267",7.82880704708333e-15,7.82880704708333e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",411,619,2,"513;714",7.13491765669261e-15,7.13491765669261e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",412,584,2,"327;745",6.31439345255558e-15,6.31439345255558e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",412,604,2,"292;687",8.48800196795452e-15,8.48800196795452e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",415,441,2,"186;663",2.97591812303821e-15,2.97591812303821e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",417,661,2,"565;702",1.72396819042575e-14,1.72396819042575e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",418,627,2,"709;618",4.16333634234434e-15,4.16333634234434e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",422,538,2,"271;638",3.96557786608298e-15,3.96557786608298e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",422,609,2,"752;633",2.67147415300428e-15,2.67147415300428e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",424,280,2,"610;172",1.1593156989953e-14,1.1593156989953e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",424,614,2,"633;752",5.06886199680423e-15,5.06886199680423e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",428,585,2,"509;251",4.0835390624494e-15,4.0835390624494e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",431,617,2,"513;614",1.64937508095875e-14,1.64937508095875e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",431,660,2,"254;565",6.8139938136369e-15,6.8139938136369e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",440,615,2,"211;731",4.72451938682283e-15,4.72451938682283e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",447,570,2,"704;730",4.07052863637958e-15,4.07052863637958e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",450,396,2,"213;241",2.85084456042028e-14,2.85084456042028e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",450,593,2,"764;546",6.53643805748061e-15,6.53643805748061e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",450,643,2,"633;752",2.62879995549525e-14,2.62879995549525e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",453,644,2,"752;693",1.06754882711613e-14,1.06754882711613e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",457,642,2,"752;693",6.25194340742041e-15,6.25194340742041e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",458,618,2,"752;693",6.00821475904567e-15,6.00821475904567e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",458,621,2,"672;254",7.40379979546901e-15,7.40379979546901e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",463,610,2,"693;752",2.58473797920544e-16,2.58473797920544e-16,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",464,605,2,"693;752",3.41480316246034e-15,3.41480316246034e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",468,507,2,"755;259",1.68372260578309e-14,1.68372260578309e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",468,605,2,"574;745",5.43662337371131e-15,5.43662337371131e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",471,554,2,"683;697",2.73253641935867e-14,2.73253641935867e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",471,657,2,"633;752",3.784472735191e-14,3.784472735191e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",473,657,2,"292;569",7.67857999406374e-14,7.67857999406374e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",473,658,2,"633;752",3.86357612569554e-14,3.86357612569554e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",473,721,2,"220;475",1.1671219546372e-14,1.1671219546372e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",474,646,2,"693;752",1.20077559007115e-14,1.20077559007115e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",799,610,2,"615;578",9.57220414044002e-15,9.57220414044002e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,518,2,"552;710",6.01740879346835e-14,6.01740879346835e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,555,2,"503;742",5.71764857681956e-15,5.71764857681956e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,559,2,"777;533",1.33892896769794e-13,1.33892896769794e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,564,2,"793;762",2.88657986402541e-15,2.88657986402541e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,582,2,"664;696",2.75057754350883e-14,2.75057754350883e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,587,3,"781;563;709",4.8988590961585e-14,1.59372515184941e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,588,2,"667;703",7.3524519805801e-14,7.3524519805801e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,590,2,"490;714",7.01383395806943e-14,7.01383395806943e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,598,2,"614;730",1.47021284035986e-13,1.47021284035986e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,599,2,"603;631",9.00390872971002e-14,9.00390872971002e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,600,2,"624;489",5.11535258596041e-14,5.11535258596041e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,607,2,"545;550",1.5404344466674e-14,1.5404344466674e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,608,2,"779;493",8.03246358316301e-14,8.03246358316301e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,610,2,"560;327",1.28924648734596e-13,1.28924648734596e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,611,2,"509;512",8.87623308187813e-14,8.87623308187813e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,618,2,"618;607",9.17044218340379e-14,9.17044218340379e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,619,3,"292;538;602",8.41271496909712e-14,1.93012272831083e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,623,2,"559;726",2.80053757961696e-14,2.80053757961696e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,628,2,"525;480",1.09190434471884e-13,1.09190434471884e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,630,4,"608;783;562;557",5.22637488842292e-14,2.77028400219592e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,631,2,"706;682",5.16253706450698e-15,5.16253706450698e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,636,2,"681;640",6.93611834634567e-14,6.93611834634567e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Hausdorff","low",800,652,2,"524;314",2.99482660892636e-14,2.99482660892636e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,323,2,"251;490",7.83539899629204e-14,7.83539899629204e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,358,3,"614;612;293",1.11521902823597e-13,2.77639022883136e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,365,2,"792;706",2.18325357792537e-13,2.18325357792537e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,374,2,"636;692",1.7588708267624e-13,1.7588708267624e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,378,5,"760;643;645;503;693",5.33184607576231e-14,4.21773727055097e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,379,2,"582;606",2.16243689621365e-13,2.16243689621365e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,382,4,"694;752;779;726",1.42663658664333e-14,2.09193773414995e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,383,3,"672;516;564",8.20454815197991e-14,2.09138262263764e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,384,2,"633;696",2.0566881531181e-14,2.0566881531181e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,386,5,"481;687;737;275;565",8.52096171399808e-15,5.32213162429684e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,389,2,"714;781",3.0891955660195e-14,3.0891955660195e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,394,2,"762;580",5.51780843238703e-14,5.51780843238703e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,396,2,"795;211",3.46944695195361e-14,3.46944695195361e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,402,2,"787;569",4.01900734914307e-14,4.01900734914307e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,412,2,"605;326",1.00308650274883e-13,1.00308650274883e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,417,2,"745;271",1.17822418488345e-13,1.17822418488345e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,454,2,"676;594",7.82429676604579e-14,7.82429676604579e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,466,2,"574;691",1.90375493147599e-13,1.90375493147599e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,486,2,"479;595",1.05360165036927e-13,1.05360165036927e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,507,2,"555;567",5.49282841433296e-14,5.49282841433296e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,512,2,"315;766",1.24400489909249e-13,1.24400489909249e-13,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",1,569,2,"734;237",1.13797860024079e-15,1.13797860024079e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",2,593,2,"259;192",7.95544186082964e-15,7.95544186082964e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",2,703,2,"728;655",5.50254286579843e-15,5.50254286579843e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",3,618,2,"191;489",1.2642664692919e-14,1.2642664692919e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",3,695,2,"552;622",1.58345558887163e-14,1.58345558887163e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",3,699,2,"293;637",4.91690022030866e-14,4.91690022030866e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",3,715,2,"728;655",1.50782164531904e-14,1.50782164531904e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",3,731,2,"645;783",3.09613445992341e-14,3.09613445992341e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",3,776,2,"606;327",4.40689151837148e-14,4.40689151837148e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",4,478,2,"321;501",1.32463484625589e-14,1.32463484625589e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",4,590,2,"282;260",5.59274848654923e-15,5.59274848654923e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",4,618,2,"269;299",1.38708489139105e-14,1.38708489139105e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",4,632,2,"367;554",2.76861866765898e-15,2.76861866765898e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",4,684,2,"622;552",2.47024622979097e-15,2.47024622979097e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",4,703,2,"728;655",2.14758766325929e-14,2.14758766325929e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",4,721,2,"645;783",1.54876111935209e-14,1.54876111935209e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",5,515,2,"766;688",3.71230823859037e-15,3.71230823859037e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",5,532,2,"344;210",3.40630301742806e-14,3.40630301742806e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",5,684,2,"582;795",3.45279360658424e-14,3.45279360658424e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",5,696,2,"580;208",4.11753964257855e-14,4.11753964257855e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",5,702,2,"619;578",3.43614026121486e-14,3.43614026121486e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",5,727,2,"631;550",2.04489203348146e-14,2.04489203348146e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",12,606,2,"272;791",6.42541575501809e-15,6.42541575501809e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",14,389,2,"321;273",7.10802944281497e-16,7.10802944281497e-16,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",15,368,2,"709;276",1.0848960618759e-14,1.0848960618759e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",17,546,2,"686;328",7.41420813632487e-15,7.41420813632487e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",17,605,2,"554;111",1.25281729435045e-14,1.25281729435045e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",17,639,2,"243;275",5.52682899446211e-15,5.52682899446211e-15,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",17,651,2,"552;622",1.21708199074533e-14,1.21708199074533e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",17,671,2,"728;655",1.64035451888367e-14,1.64035451888367e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",17,739,2,"794;281",1.69239622316297e-14,1.69239622316297e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",19,595,2,"200;314",1.81243908770057e-14,1.81243908770057e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",19,635,2,"306;656",1.80966353013901e-14,1.80966353013901e-14,"tolerance_near_tie"
"ScenarioII",59,"IMDS","Ichino-Yaguchi","low",19,677,2,"552;622",1.5185769308701e-14,1.5185769308701e-14,"tolerance_near_tie"
