"scenario","Method","Metric","K","Q_TC.mean","Q_TC.sd","Q_TC.mcse","Q_TC.q025","Q_TC.q975","B_TC.mean","B_TC.sd","B_TC.mcse","B_TC.q025","B_TC.q975","Q_RE.mean","Q_RE.sd","Q_RE.mcse","Q_RE.q025","Q_RE.q975","B_RE.mean","B_RE.sd","B_RE.mcse","B_RE.q025","B_RE.q975","Q_LC.mean","Q_LC.sd","Q_LC.mcse","Q_LC.q025","Q_LC.q975","B_LC.mean","B_LC.sd","B_LC.mcse","B_LC.q025","B_LC.q975"
"II","C-PCA","Wasserstein",5,0.922180233585859,0.00384528817032737,0.000769057634065475,0.915013383838383,0.929536710858586,0.128646426767677,0.00716094746934961,0.00143218949386992,0.114376957070707,0.141631060606061,0.923014179654929,0.00408694358206567,0.000817388716413133,0.915843831606146,0.9299901694659,0.131001532477528,0.007817690425931,0.0015635380851862,0.117195609646591,0.144468979356222,0.33637,0.0165424202179326,0.00330848404358653,0.3102,0.3625,0.07118,0.00781375656561341,0.00156275131312268,0.0587,0.0839
"III","C-PCA","Wasserstein",5,0.811934895833333,0.0103476277680827,0.00206952555361653,0.797828645833333,0.833036979166667,0.134437708333333,0.0152971225637762,0.00305942451275524,0.105734375,0.156164583333333,0.815780317036047,0.0098749235181538,0.00197498470363076,0.803033912462412,0.835006311022014,0.147278033931024,0.0156094893963334,0.00312189787926667,0.118548984667929,0.169671047258418,0.1804,0.0151657508881031,0.00303315017762062,0.144,0.2036,0.02796,0.0109562767398419,0.00219125534796837,0.00559999999999999,0.0456
"IV","C-PCA","Wasserstein",5,0.911525387214612,0.0154442918431811,0.00308885836863621,0.88651399086758,0.942205114155251,0.0799939415525114,0.0181917309192075,0.00363834618384151,0.0463005844748859,0.112822904109589,0.911095577626301,0.0140357088968123,0.00280714177936245,0.889789823067647,0.938344354652164,0.0842263690068985,0.0172743534032361,0.00345487068064722,0.0529854903987335,0.114995864196012,0.24456,0.0259892362334871,0.00519784724669742,0.2036,0.2992,0.0354789333333333,0.0122917701585097,0.00245835403170194,0.0140746666666667,0.055696
"I","IMDS","Wasserstein",5,0.569157945205479,0.0146501937583122,0.00293003875166244,0.540595433789954,0.596219178082191,-0.0887973515981735,0.0177244587380518,0.00354489174761037,-0.118008675799086,-0.0464251141552511,0.57365047616704,0.0133292098108903,0.00266584196217805,0.552228174652,0.598304525432487,-0.101010179557218,0.0189569707561293,0.00379139415122586,-0.125234917275717,-0.049541485181813,0.0281866666666667,0.00481325330804513,0.000962650661609027,0.02,0.0361333333333333,-0.00149333333333333,0.00423949682548924,0.000847899365097848,-0.0084,0.00533333333333333
"II","IMDS","Wasserstein",5,0.620061262626263,0.0232546008436418,0.00465092016872836,0.579704955808081,0.654508838383838,-0.048310303030303,0.0208134044245066,0.00416268088490133,-0.0822047979797981,-0.0119460227272728,0.625667710767201,0.0230784249010087,0.00461568498020173,0.584283084563439,0.658207841978431,-0.0550142618910177,0.022012084414072,0.00440241688281441,-0.0886773596488817,-0.0162062751404198,0.03257,0.00451647447315566,0.000903294894631131,0.02415,0.04065,-2.00000000000001e-05,0.00218889241398475,0.000437778482796951,-0.00435,0.00325
"III","IMDS","Wasserstein",5,0.505787916666667,0.00853232172294462,0.00170646434458892,0.492323958333333,0.518401041666667,-0.00381499999999999,0.018186302911496,0.00363726058229919,-0.0378260416666667,0.022875,0.504937669376694,0.00905789554920709,0.00181157910984142,0.492689868953484,0.520848962393733,-0.00310909158406652,0.0184315072555779,0.00368630145111557,-0.0431206890151093,0.0283913947358652,0.02736,0.00566333235236405,0.00113266647047281,0.02,0.0404,-0.00064,0.00504876222454574,0.00100975244490915,-0.0108,0.0078
"IV","IMDS","Wasserstein",5,0.553241026484018,0.0124637133414094,0.00249274266828188,0.534615863013699,0.576482342465754,-0.0542063634703196,0.019354250300837,0.0038708500601674,-0.101727388127854,-0.0308507123287672,0.554247853073144,0.0134048367484998,0.00268096734969995,0.533788803307331,0.579179402679003,-0.0611894342594187,0.0217546969589037,0.00435093939178075,-0.111238386363823,-0.0354546109867034,0.0298602666666667,0.00606672542096091,0.00121334508419218,0.0201333333333333,0.0390666666666667,-0.0001696,0.00321257602878761,0.000642515205757521,-0.005288,0.00493333333333333
"I","Int-UMAP","Wasserstein",5,0.865601826484018,0.0083254123874425,0.0016650824774885,0.850840867579909,0.880003652968036,0.019973698630137,0.0087996522368154,0.00175993044736308,0.00268767123287674,0.0358657534246575,0.872247003141636,0.00755168381349525,0.00151033676269905,0.85876600142727,0.885539426302795,0.0270757388586756,0.0101204684298147,0.00202409368596293,0.00884103977491777,0.0459024206183199,0.224133333333333,0.0144311905004147,0.00288623810008294,0.201333333333333,0.243866666666667,0.0137333333333333,0.00833555525933825,0.00166711105186765,-0.00413333333333334,0.0268
"II","Int-UMAP","Wasserstein",5,0.912245214646465,0.0359817025574012,0.00719634051148024,0.855851073232323,0.959293023989899,0.0126902272727273,0.0114661177680328,0.00229322355360656,-0.00458768939393945,0.035578409090909,0.941300483337456,0.0250628904813139,0.00501257809626278,0.900894649614705,0.973516730119025,0.0101315081044925,0.00898327313918907,0.00179665462783781,-0.000291443323529141,0.0289312515462217,0.61492,0.0329017413419614,0.00658034826839228,0.5679,0.66355,-0.01907,0.00715072840112577,0.00143014568022515,-0.03345,-0.00850000000000001
"III","Int-UMAP","Wasserstein",5,0.912801770833333,0.0157391843501806,0.00314783687003613,0.881591145833333,0.935768229166667,0.0305935416666666,0.0160349605560249,0.00320699211120498,0.00421562500000001,0.0552552083333333,0.920897620373464,0.0141552341467829,0.00283104682935659,0.89245036566804,0.942648902995879,0.0332390392397075,0.0159026143047766,0.00318052286095532,0.00782150944797119,0.0605427850168913,0.42316,0.0371468706622779,0.00742937413245557,0.3598,0.4816,0.01736,0.0170779585040679,0.00341559170081359,-0.0148,0.0462
"IV","Int-UMAP","Wasserstein",5,0.830412673059361,0.0241908448273665,0.0048381689654733,0.781098908675799,0.869092182648402,0.0314402429223744,0.0296536747900853,0.00593073495801705,-0.00923536073059363,0.101006228310502,0.848912239617426,0.0203248362261679,0.00406496724523359,0.808749854401982,0.881094179852516,0.029397464642239,0.0263979749512022,0.00527959499024044,-0.00386640549253144,0.0933813755936706,0.303271466666667,0.0219832528446004,0.00439665056892008,0.2628,0.340266666666667,-0.00413226666666667,0.0156140202524668,0.00312280405049337,-0.0347573333333333,0.0186666666666667
"I","MR-PCA","Wasserstein",5,0.754531643835616,0.00693726758888594,0.00138745351777719,0.740865296803653,0.766524429223744,0.25065799086758,0.00988040618063258,0.00197608123612652,0.230024657534246,0.26560502283105,0.759553977901912,0.0071505575214408,0.00143011150428816,0.746438516622783,0.772452813938037,0.26084338574862,0.011433454193783,0.00228669083875659,0.239151544979534,0.279525030555077,0.108,0.0112001984109409,0.00224003968218819,0.0902666666666667,0.128933333333333,0.0204,0.00739369100427295,0.00147873820085459,0.00973333333333334,0.0333333333333333
"II","MR-PCA","Wasserstein",5,0.920524166666667,0.00306638177450942,0.000613276354901885,0.915503345959596,0.926256628787879,0.130978282828283,0.00595515617952479,0.00119103123590496,0.119517171717172,0.140468686868687,0.921430029916527,0.00325591740140385,0.000651183480280769,0.915608636392791,0.927085843939269,0.13341189376655,0.00635857633837126,0.00127171526767425,0.121958355094972,0.144450291835033,0.32974,0.0129856651735673,0.00259713303471347,0.30765,0.3521,0.07157,0.00606927027464313,0.00121385405492863,0.06265,0.0838
"III","MR-PCA","Wasserstein",5,0.541973020833333,0.008520531182563,0.0017041062365126,0.528605729166667,0.557419270833333,0.039791875,0.0123315760628152,0.00246631521256305,0.0219979166666666,0.0676604166666666,0.548063774733638,0.00923585474272317,0.00184717094854463,0.532512436425734,0.564459980695697,0.050844630062739,0.015710452795588,0.00314209055911759,0.0281336822957271,0.0818166833723131,0.03252,0.00722910782877113,0.00144582156575423,0.0196,0.0474,0.00288,0.00548725796732758,0.00109745159346552,-0.0084,0.0104
"IV","MR-PCA","Wasserstein",5,0.905948453881279,0.0163210072645481,0.00326420145290961,0.882773497716895,0.939246744292238,0.0874936894977169,0.0192791128596416,0.00385582257192831,0.0498442100456621,0.119042721461187,0.905773646742296,0.0146768664675275,0.00293537329350551,0.885710107045304,0.935571045926947,0.0910071546620076,0.018084694862011,0.00361693897240221,0.0562076527958921,0.11912013747734,0.230970666666667,0.0263705649597481,0.00527411299194963,0.192,0.283733333333333,0.0349269333333333,0.0107339690080914,0.00214679380161828,0.0146746666666667,0.0527093333333333
"I","SPCA","Wasserstein",5,0.921271598173516,0.00369335006310005,0.000738670012620011,0.913267351598174,0.926211187214611,0.0728719634703196,0.0044320692541778,0.00088641385083556,0.0644059360730594,0.0811063926940639,0.919736276463978,0.00403068660421133,0.000806137320842266,0.911794030071118,0.925500020506763,0.078566757716695,0.00583117053682551,0.0011662341073651,0.0691332693522324,0.0894677264561853,0.24776,0.0153017549223514,0.00306035098447029,0.220533333333333,0.269466666666667,0.0437866666666667,0.0120226945892003,0.00240453891784005,0.0196,0.0649333333333333
"II","SPCA","Wasserstein",5,0.920845555555556,0.00272515444979788,0.000545030889959576,0.915995643939394,0.925992234848485,0.130333156565656,0.00524879979096549,0.0010497599581931,0.119984848484848,0.139474747474747,0.922024886610407,0.00302250703800223,0.000604501407600447,0.917005014339775,0.928277876659611,0.13221868660491,0.00594929399147586,0.00118985879829517,0.119701162300595,0.141671151855008,0.32932,0.0125367210625426,0.00250734421250853,0.3099,0.34975,0.07012,0.00593941635740976,0.00118788327148195,0.06045,0.07955
"III","SPCA","Wasserstein",5,0.811934895833333,0.0103476277680827,0.00206952555361653,0.797828645833333,0.833036979166667,0.134437708333333,0.0152971225637762,0.00305942451275524,0.105734375,0.156164583333333,0.815780317036047,0.0098749235181538,0.00197498470363076,0.803033912462412,0.835006311022014,0.147278033931024,0.0156094893963334,0.00312189787926667,0.118548984667929,0.169671047258418,0.1804,0.0151657508881031,0.00303315017762062,0.144,0.2036,0.02796,0.0109562767398419,0.00219125534796837,0.00559999999999999,0.0456
"IV","SPCA","Wasserstein",5,0.911525305022831,0.0154442725611213,0.00308885451222426,0.886513835616438,0.942205264840183,0.0799938867579909,0.0181920062605675,0.00363840125211349,0.0463001187214612,0.112824511415525,0.911095246597928,0.0140356962412634,0.00280713924825268,0.88978964293624,0.938344535275734,0.0842265705309611,0.0172746631572939,0.00345493263145878,0.0529857932426114,0.114998616367678,0.244562666666667,0.0259873407928068,0.00519746815856136,0.2036,0.2992,0.0354762666666667,0.0123057020929324,0.00246114041858647,0.0140186666666667,0.0557146666666667
"I","V-PCA","Wasserstein",5,0.921339543378995,0.00352044026105333,0.000704088052210666,0.913233105022831,0.926297945205479,0.0727888584474886,0.00382274121486241,0.000764548242972481,0.0652853881278539,0.0798342465753424,0.91978225754854,0.00392648138247849,0.000785296276495698,0.912233826315919,0.925492408396289,0.0784708320003937,0.00551429416072186,0.00110285883214437,0.0694004150568858,0.0886491949044795,0.247813333333333,0.014199008833431,0.00283980176668619,0.2228,0.2692,0.04272,0.0120905840314777,0.00241811680629553,0.0188,0.0652
"II","V-PCA","Wasserstein",5,0.922205744949495,0.00385038298572966,0.000770076597145932,0.915046654040404,0.929597758838384,0.128598156565656,0.00717235464801192,0.00143447092960238,0.114263699494949,0.14156553030303,0.923025443250227,0.00407902147418857,0.000815804294837714,0.915914807764553,0.929969438641341,0.130981249255523,0.00779395379078814,0.00155879075815763,0.117243686833979,0.144331054087981,0.33644,0.0166056089921448,0.00332112179842896,0.31015,0.3625,0.07115,0.00772172260574025,0.00154434452114805,0.05895,0.0833
"III","V-PCA","Wasserstein",5,0.811909270833333,0.0107193802676247,0.00214387605352494,0.796617708333333,0.831313541666667,0.134169375,0.0149299991912247,0.00298599983824495,0.110816666666667,0.158188541666667,0.81594602962468,0.0104680854667273,0.00209361709334547,0.801196402717452,0.834364628577793,0.146135026172179,0.0161883438892057,0.00323766877784113,0.117978319783198,0.170060697182315,0.17944,0.0160262285020525,0.0032052457004105,0.1476,0.2072,0.02576,0.0103813936122918,0.00207627872245836,0.0086,0.0456
"IV","V-PCA","Wasserstein",5,0.911411333333333,0.0155551223489677,0.00311102446979354,0.885858753424657,0.942124196347032,0.0801689242009133,0.0184184096663199,0.00368368193326398,0.0464238082191781,0.113066821917808,0.910987336007415,0.0142776396262333,0.00285552792524665,0.889462931318749,0.938758660990395,0.0843926003724028,0.017733396168571,0.00354667923371419,0.0521355211588782,0.115012008432381,0.244512533333333,0.0257039573491595,0.0051407914698319,0.203733333333333,0.298533333333333,0.0359536,0.0118813474232762,0.00237626948465524,0.013608,0.0549706666666667
"I","C-PCA","Centers-Euclidean",10,0.835692114821324,0.00595224662156502,0.001190449324313,0.825671587580551,0.846811130638547,0.140064909197422,0.00500359829692291,0.00100071965938458,0.131466432337434,0.149197656707674,0.835661391316923,0.00619169245345039,0.00123833849069008,0.825231912098588,0.845567269582641,0.15614776413862,0.00889535471191522,0.00177907094238304,0.144282746145401,0.170605784634355,0.21532,0.00752063827078537,0.00150412765415707,0.201933333333333,0.224666666666667,0.0458533333333333,0.00767637067022345,0.00153527413404469,0.0345333333333333,0.0606
"II","C-PCA","Centers-Euclidean",10,0.917308518164436,0.00352564246984354,0.000705128493968708,0.910216794136393,0.923274314850223,0.119354219247929,0.00593793572510375,0.00118758714502075,0.109844518801785,0.13182982791587,0.919581046298045,0.00382815621527457,0.000765631243054914,0.912426106715689,0.925962429208802,0.126506289078353,0.00699827160565163,0.00139965432113033,0.114676486975545,0.139355952994491,0.35905,0.0136688895549956,0.00273377791099911,0.3368,0.381775,0.09416,0.0085465575428551,0.00170931150857102,0.080175,0.108625
"III","C-PCA","Centers-Euclidean",10,0.834991598915989,0.00750321812977999,0.001500643625956,0.822571273712737,0.847180216802168,0.127831436314363,0.00860427188447447,0.00172085437689489,0.116132791327913,0.14730460704607,0.831100177786337,0.00773982987846884,0.00154796597569377,0.817353370928026,0.841604473894086,0.145007468421644,0.0109031614602654,0.00218063229205307,0.126590430657398,0.160660862096274,0.2659,0.0138924439894498,0.00277848879788996,0.2429,0.2902,0.055,0.00846192452499233,0.00169238490499847,0.0384,0.069
"IV","C-PCA","Centers-Euclidean",10,0.904852085764499,0.0174454727300995,0.0034890945460199,0.876549166959578,0.937393640304628,0.0766905738722906,0.01759804213383,0.00351960842676599,0.0447547744581136,0.108560960749854,0.900281585399587,0.0156447868686805,0.00312895737373611,0.875926064312572,0.930930244588333,0.0880425321138381,0.0180494669968003,0.00360989339936006,0.05421162810341,0.119779322166654,0.312411733333333,0.0306625302331085,0.0061325060466217,0.272533333333333,0.3752,0.0608917333333333,0.0107716330616492,0.00215432661232984,0.035532,0.075508
"I","IMDS","Centers-Euclidean",10,0.506235641476274,0.00656803903279528,0.00131360780655906,0.494349502050381,0.517473462214411,-0.00232604569420036,0.00846143758053903,0.00169228751610781,-0.0154338605741066,0.0160393673110721,0.500448506603552,0.00709261792776775,0.00141852358555355,0.486497940770141,0.511121617607302,-0.00243590924742892,0.0114333244868158,0.00228666489736316,-0.0258013624215384,0.0198427978690919,0.0328933333333333,0.0043201937542284,0.00086403875084568,0.0250666666666667,0.0397333333333333,0.000933333333333333,0.00293919868142473,0.000587839736284947,-0.0038,0.00586666666666666
"II","IMDS","Centers-Euclidean",10,0.603624563416189,0.0220784886641648,0.00441569773283296,0.561244216061186,0.636931373486297,-0.0629870363288719,0.0208137347777313,0.00416274695554626,-0.0926698215423837,-0.0199181325685149,0.612490456228235,0.0226224340086314,0.00452448680172627,0.569149762248026,0.643784105142277,-0.0758546568867039,0.0236030461892577,0.00472060923785154,-0.106800018927694,-0.0262814177124666,0.05084,0.0070949218929222,0.00141898437858444,0.03705,0.059025,-0.00469,0.00332840521120852,0.000665681042241703,-0.0103,0.000149999999999999
"III","IMDS","Centers-Euclidean",10,0.513089756097561,0.00917281246115381,0.00183456249223076,0.499916531165312,0.53050596205962,-0.0025368021680217,0.0136084711511049,0.00272169423022097,-0.0247772357723577,0.0247051490514905,0.503907215557561,0.00988682246346061,0.00197736449269212,0.489253581020123,0.522599532787554,-0.00243424145310327,0.0112469154657572,0.00224938309315145,-0.0234366587332653,0.0119752473693134,0.0493,0.00594418483337567,0.00118883696667513,0.0388,0.0618,0.00128,0.00550204507433372,0.00110040901486674,-0.0069,0.0102
"IV","IMDS","Centers-Euclidean",10,0.545438059753954,0.0119630698563538,0.00239261397127077,0.531701609841828,0.572197949619215,-0.0431894889279438,0.0169381364755132,0.00338762729510263,-0.0864249326303456,-0.0177905659050966,0.544371678904757,0.0119218856273602,0.00238437712547204,0.528155845552311,0.57039765258696,-0.0551056294405622,0.0197750895521776,0.00395501791043553,-0.105226823090455,-0.0310723813331086,0.0546061333333333,0.00581135571611816,0.00116227114322363,0.0453333333333333,0.065696,0.000580266666666667,0.00446750426640763,0.000893500853281526,-0.00589866666666667,0.008832
"I","Int-UMAP","Centers-Euclidean",10,0.599205272407733,0.01026032303895,0.00205206460779,0.581549736379614,0.617643585237258,-0.083701136496778,0.0139952075953721,0.00279904151907442,-0.108759226713533,-0.0629359109548917,0.605657799059633,0.0104946711438494,0.00209893422876988,0.59047712141665,0.625144263685815,-0.0883031965001306,0.0165622330912997,0.00331244661825995,-0.119747420685454,-0.0611080767528478,0.112026666666667,0.00910225857197603,0.00182045171439521,0.0972,0.125733333333333,-0.00242666666666667,0.00747806669410493,0.00149561333882099,-0.0154,0.0116666666666667
"II","Int-UMAP","Centers-Euclidean",10,0.853059786488209,0.0543422406361466,0.0108684481272293,0.768002278521351,0.923035850860421,0.0251589101338432,0.0138373699571723,0.00276747399143447,-0.00159592096876986,0.0489765137029955,0.908968846230352,0.0353276609227525,0.0070655321845505,0.855135587460534,0.954257493349718,0.0163539200884509,0.00963735115044352,0.0019274702300887,-0.00032965019505164,0.0344632463665906,0.512325,0.0488834444964073,0.00977668889928146,0.435675,0.5801,-0.03281,0.00799080852187896,0.00159816170437579,-0.046875,-0.021725
"III","Int-UMAP","Centers-Euclidean",10,0.516708401084011,0.00754027811352954,0.00150805562270591,0.50460569105691,0.532860975609756,-0.0057259620596206,0.0154666583022953,0.00309333166045906,-0.034190243902439,0.0193853658536585,0.508967591043978,0.00806805166114558,0.00161361033222912,0.497723871583562,0.525723543641731,-0.00669686731822429,0.0183512038597245,0.00367024077194491,-0.0393028710260602,0.022679298009114,0.05274,0.00558852991999387,0.00111770598399877,0.0425,0.063,-8.00000000000002e-05,0.00450157379886931,0.000900314759773862,-0.0072,0.00889999999999999
"IV","Int-UMAP","Centers-Euclidean",10,0.795804203866432,0.0319278346116655,0.0063855669223331,0.737914268306971,0.847911079086116,0.0391002957234915,0.032712480448791,0.0065424960897582,-0.00505689045108379,0.102912159343878,0.817974323445622,0.0267227204097655,0.00534454408195311,0.767281488239738,0.860067939310173,0.0475573411235119,0.0302024028338144,0.00604048056676288,0.00702161738930459,0.108299169544,0.298013333333333,0.030055116037041,0.00601102320740821,0.235533333333333,0.345266666666667,0.0186522666666667,0.00893208069161276,0.00178641613832255,0.00444,0.0342133333333333
"I","MR-PCA","Centers-Euclidean",10,0.835692114821324,0.00595224662156502,0.001190449324313,0.825671587580551,0.846811130638547,0.140064909197422,0.00500359829692291,0.00100071965938458,0.131466432337434,0.149197656707674,0.835661391316923,0.00619169245345039,0.00123833849069008,0.825231912098588,0.845567269582641,0.15614776413862,0.00889535471191522,0.00177907094238304,0.144282746145401,0.170605784634355,0.21532,0.00752063827078537,0.00150412765415707,0.201933333333333,0.224666666666667,0.0458533333333333,0.00767637067022345,0.00153527413404469,0.0345333333333333,0.0606
"II","MR-PCA","Centers-Euclidean",10,0.914675073295092,0.00278556999809218,0.000557113999618436,0.909697131931166,0.919249490121096,0.122922931803697,0.00542698697651214,0.00108539739530243,0.114577629063098,0.133371829190567,0.917647936254357,0.00303551110771114,0.000607102221542228,0.912092316332698,0.922989220191781,0.129250183169586,0.00590537494959244,0.00118107498991849,0.118835073205567,0.139730552497612,0.35128,0.0085809017591393,0.00171618035182786,0.3367,0.365525,0.09309,0.0062463030732853,0.00124926061465706,0.082275,0.10415
"III","MR-PCA","Centers-Euclidean",10,0.834991598915989,0.00750321812977999,0.001500643625956,0.822571273712737,0.847180216802168,0.127831436314363,0.00860427188447447,0.00172085437689489,0.116132791327913,0.14730460704607,0.831100177786337,0.00773982987846884,0.00154796597569377,0.817353370928026,0.841604473894086,0.145007468421644,0.0109031614602654,0.00218063229205307,0.126590430657398,0.160660862096274,0.2659,0.0138924439894498,0.00277848879788996,0.2429,0.2902,0.055,0.00846192452499233,0.00169238490499847,0.0384,0.069
"IV","MR-PCA","Centers-Euclidean",10,0.904852092325718,0.0174455152389676,0.00348910304779353,0.876548988869361,0.937393570005858,0.0766905963678969,0.017597986849686,0.0035195973699372,0.0447546338605741,0.108560642062097,0.900281465324233,0.0156448371676493,0.00312896743352986,0.875926184874275,0.930930208947314,0.0880426472090286,0.0180496099396431,0.00360992198792862,0.0542113910329125,0.119779261323922,0.312412266666667,0.0306633483518703,0.00613266967037406,0.272533333333333,0.3752,0.0608941333333333,0.0107580208354649,0.00215160416709298,0.035528,0.0755333333333333
"I","SPCA","Centers-Euclidean",10,0.835692114821324,0.00595224662156502,0.001190449324313,0.825671587580551,0.846811130638547,0.140064909197422,0.00500359829692291,0.00100071965938458,0.131466432337434,0.149197656707674,0.835661391316923,0.00619169245345039,0.00123833849069008,0.825231912098588,0.845567269582641,0.15614776413862,0.00889535471191522,0.00177907094238304,0.144282746145401,0.170605784634355,0.21532,0.00752063827078537,0.00150412765415707,0.201933333333333,0.224666666666667,0.0458533333333333,0.00767637067022345,0.00153527413404469,0.0345333333333333,0.0606
"II","SPCA","Centers-Euclidean",10,0.915035315487572,0.00265338119189321,0.000530676238378642,0.910630720203952,0.919435803059274,0.122206118546845,0.0051402885133538,0.00102805770267076,0.113511121733588,0.131550669216061,0.918132762781482,0.00285621518130596,0.000571243036261192,0.913205855886633,0.923772946972089,0.128265481037248,0.00559054310231848,0.0011181086204637,0.117300180653286,0.137517566461456,0.350755,0.00821294392508963,0.00164258878501793,0.336375,0.363625,0.09275,0.00685166494364691,0.00137033298872938,0.08415,0.106475
"III","SPCA","Centers-Euclidean",10,0.834991598915989,0.00750321812977999,0.001500643625956,0.822571273712737,0.847180216802168,0.127831436314363,0.00860427188447447,0.00172085437689489,0.116132791327913,0.14730460704607,0.831100177786337,0.00773982987846884,0.00154796597569377,0.817353370928026,0.841604473894086,0.145007468421644,0.0109031614602654,0.00218063229205307,0.126590430657398,0.160660862096274,0.2659,0.0138924439894498,0.00277848879788996,0.2429,0.2902,0.055,0.00846192452499233,0.00169238490499847,0.0384,0.069
"IV","SPCA","Centers-Euclidean",10,0.904852068892794,0.0174455393803732,0.00348910787607463,0.876548707674283,0.937393598125366,0.0766905738722906,0.0175980140400464,0.00351960280800928,0.0447547463386057,0.108560609256005,0.90028145148417,0.015644839385852,0.0031289678771704,0.875925571218097,0.930930402191149,0.0880427078061292,0.018049684277257,0.00360993685545139,0.0542118229745482,0.119779986824982,0.312413333333333,0.0306617916414984,0.00613235832829969,0.272533333333333,0.3752,0.0608824,0.0107702116420623,0.00215404232841247,0.0354973333333333,0.075536
"I","V-PCA","Centers-Euclidean",10,0.835580949033392,0.0061763173830866,0.00123526347661732,0.822773989455185,0.845807615700058,0.140217035735208,0.00546406160588499,0.001092812321177,0.131950087873462,0.150505916813122,0.835540430127039,0.00615400933099238,0.00123080186619848,0.824240069034516,0.845295195631826,0.156317149185205,0.00892588931096672,0.00178517786219334,0.142993760825983,0.172017911392706,0.215706666666667,0.00769699315991009,0.00153939863198202,0.202733333333333,0.2266,0.0448666666666667,0.00721751983666083,0.00144350396733217,0.0325333333333333,0.0591333333333333
"II","V-PCA","Centers-Euclidean",10,0.917303161249203,0.00353126278773927,0.000706252557547855,0.910190200764818,0.92322930210325,0.119369496494582,0.00595550818533136,0.00119110163706627,0.109771829190567,0.13188282345443,0.919571824988003,0.00383613053414701,0.000767226106829403,0.912398554807831,0.92600018375388,0.126527320126767,0.0070110720995371,0.00140221441990742,0.114707217268949,0.139411551113902,0.359045,0.0136987149640639,0.00273974299281277,0.336875,0.381825,0.09412,0.00839848076539243,0.00167969615307849,0.08055,0.108425
"III","V-PCA","Centers-Euclidean",10,0.835166016260163,0.00776556148612456,0.00155311229722491,0.821554742547425,0.848990785907859,0.127665582655826,0.00919660104540019,0.00183932020908004,0.116021680216802,0.148828726287262,0.830897890845608,0.00725039871705585,0.00145007974341117,0.817743203405571,0.841151203162755,0.145557430778108,0.0098374681477589,0.00196749362955178,0.131131056021536,0.162117290837654,0.26596,0.0144862866187301,0.00289725732374603,0.2436,0.2907,0.05454,0.0108569486198164,0.00217138972396328,0.04,0.0784
"IV","V-PCA","Centers-Euclidean",10,0.904642696660808,0.0175962989101753,0.00351925978203507,0.875753216168717,0.937412306971295,0.0770297063854716,0.0178368738175516,0.00356737476351031,0.0447180597539543,0.108947650849443,0.90014837725134,0.0157783967540972,0.00315567935081945,0.875873422942493,0.93098681761596,0.0882425441571128,0.018241300203489,0.00364826004069781,0.0540658492076029,0.119695156938846,0.3120128,0.0310457749806337,0.00620915499612674,0.2736,0.376133333333333,0.0608797333333333,0.0108880290159354,0.00217760580318709,0.036864,0.0756426666666667
"I","C-PCA","Hausdorff",10,0.947022870533099,0.00226987110111407,0.000453974220222814,0.942627299355595,0.9512769771529,0.0325961804335091,0.00157717499188581,0.000315434998377162,0.0292883421206796,0.035031985940246,0.938832071052373,0.0024330469934315,0.0004866093986863,0.934346869582211,0.942295298643213,0.0409729986430437,0.0025400577003364,0.000508011540067279,0.0361021931293094,0.0453271228674072,0.35984,0.0131297372403258,0.00262594744806516,0.337866666666667,0.382733333333333,0.06332,0.0126679385326369,0.00253358770652738,0.0417333333333333,0.0866666666666666
"II","C-PCA","Hausdorff",10,0.916640334608031,0.00356009777062968,0.000712019554125937,0.909469263862333,0.922492001274697,0.119571912045889,0.00586346954310254,0.00117269390862051,0.109925366475462,0.131896590184831,0.918987320525963,0.00376245398444603,0.000752490796889206,0.911899478417907,0.925409776759828,0.126742887016761,0.00683189574131847,0.00136637914826369,0.114837960297391,0.139360196755901,0.356905,0.0138004415690224,0.00276008831380447,0.333675,0.379625,0.088775,0.00873890665834882,0.00174778133166976,0.072475,0.100725
"III","C-PCA","Hausdorff",10,0.802323306233062,0.0129938259297655,0.00259876518595309,0.785208943089431,0.829130894308943,0.106325962059621,0.0143834914824806,0.00287669829649612,0.0786780487804878,0.126540921409214,0.80649639438424,0.0107862659076122,0.00215725318152245,0.791970694210989,0.828737121828994,0.127306264037829,0.014431746371919,0.00288634927438381,0.103679810854316,0.146985248897383,0.24582,0.0154271675948633,0.00308543351897266,0.2166,0.2721,0.03574,0.00976080597765027,0.00195216119553005,0.0193,0.0537
"IV","C-PCA","Hausdorff",10,0.921789690451084,0.0146826350920584,0.00293652701841167,0.896273764499121,0.947964883421207,0.0612146840070299,0.0146374341754041,0.00292748683508081,0.0368728763913299,0.0927880867018161,0.919039399389884,0.0131558687221966,0.00263117374443933,0.897246677010791,0.94372413710923,0.0697977971504686,0.0152829656976246,0.00305659313952493,0.0438532548727379,0.0983042546650264,0.3633008,0.0319574801027634,0.00639149602055267,0.320312,0.428133333333333,0.064108,0.0110691668862456,0.00221383337724911,0.043548,0.08418
