"scenario","Method","Metric","K","Q_TC.mean","Q_TC.sd","Q_TC.mcse","Q_TC.q025","Q_TC.q975","B_TC.mean","B_TC.sd","B_TC.mcse","B_TC.q025","B_TC.q975","Q_RE.mean","Q_RE.sd","Q_RE.mcse","Q_RE.q025","Q_RE.q975","B_RE.mean","B_RE.sd","B_RE.mcse","B_RE.q025","B_RE.q975","Q_LC.mean","Q_LC.sd","Q_LC.mcse","Q_LC.q025","Q_LC.q975","B_LC.mean","B_LC.sd","B_LC.mcse","B_LC.q025","B_LC.q975"
"I","IMDS","Hausdorff",10,0.579400164030463,0.0149636372494967,0.00299272744989934,0.550080023432923,0.607104276508495,-0.0834711657879321,0.0155729909593863,0.00311459819187725,-0.109425659050967,-0.0552306971294669,0.583555838573327,0.0137595260159954,0.00275190520319909,0.56148901178613,0.609908835997429,-0.109045042749725,0.0159541216017571,0.00319082432035141,-0.13210347163725,-0.0740502809171176,0.0535733333333333,0.00573368861948268,0.00114673772389654,0.0412,0.0636666666666667,-0.00378666666666667,0.00531235457317291,0.00106247091463458,-0.0144,0.00306666666666666
"II","IMDS","Hausdorff",10,0.610781969407266,0.0208061264146419,0.00416122528292838,0.57606073932441,0.640818164435946,-0.0193581134480561,0.0151351109383908,0.00302702218767816,-0.04381287444232,0.00360487571701724,0.621157567503801,0.0223849682590516,0.00447699365181032,0.581469900636854,0.652635080490042,-0.0330439351623679,0.0167323837790224,0.00334647675580448,-0.0591696353889714,-0.00441213975752416,0.050415,0.00615952429846115,0.00123190485969223,0.039125,0.0605,-0.00178,0.00229562536868134,0.000459125073736268,-0.0056,0.0019
"III","IMDS","Hausdorff",10,0.509789593495935,0.00537015034976428,0.00107403006995286,0.501976151761517,0.518436585365853,-0.00192021680216803,0.0104113253931808,0.00208226507863617,-0.0222363143631437,0.0149891598915989,0.50378307896909,0.00684844912903433,0.00136968982580687,0.492618602953849,0.515220419821362,-0.00229488040938304,0.0140045426886788,0.00280090853773575,-0.025094064880849,0.0208710867643375,0.05032,0.00506392469664916,0.00101278493932983,0.0413,0.0597,-0.00052,0.00428777331490367,0.000857554662980734,-0.007,0.0094
"IV","IMDS","Hausdorff",10,0.553928387580551,0.0124405717929391,0.00248811435858782,0.535723625073228,0.579553234915056,-0.0392255446983011,0.014195468542794,0.0028390937085588,-0.0688979824253076,-0.0160015559461043,0.553378935473268,0.0128676993727419,0.00257353987454838,0.535723214191684,0.579635437958821,-0.0508109811341784,0.0165861278914971,0.00331722557829943,-0.0863039155656653,-0.0283229464326972,0.0571474666666667,0.00587418373210428,0.00117483674642086,0.0482666666666667,0.0686666666666667,-0.000633333333333333,0.00271121470658175,0.000542242941316351,-0.00518533333333333,0.0042
"I","Int-UMAP","Hausdorff",10,0.901811974223784,0.0067760233097083,0.00135520466194166,0.889093731693029,0.912607850029291,-0.00453070884592855,0.00834483693346137,0.00166896738669227,-0.0218188635032221,0.00860152314001172,0.900993584800862,0.00630101277003504,0.00126020255400701,0.888823411617382,0.910740034722974,0.00189914967247445,0.00810029627362404,0.00162005925472481,-0.0157861330093464,0.0142636634011597,0.282013333333333,0.0137350861880293,0.00274701723760586,0.253866666666667,0.298666666666667,0.01464,0.00897316988459362,0.00179463397691872,-0.000733333333333335,0.0314
"II","Int-UMAP","Hausdorff",10,0.852205943275972,0.0548031190551437,0.0109606238110287,0.767381421287444,0.922301449968132,0.0242378903760357,0.0145413795824936,0.00290827591649873,-0.00187052262587635,0.0503147864882091,0.907891455246281,0.0357750070771476,0.00715500141542952,0.853828248637232,0.953407783146453,0.0149848854895807,0.0101120619799662,0.00202241239599323,-0.000120410545873328,0.0327191220552252,0.509145,0.0478986788700899,0.00957973577401799,0.433375,0.57585,-0.03412,0.00703307661458815,0.00140661532291763,-0.04705,-0.0239
"III","Int-UMAP","Hausdorff",10,0.88795837398374,0.0168215129603967,0.00336430259207934,0.85589566395664,0.913143631436314,0.0168557181571816,0.0150413104276678,0.00300826208553356,-0.0143138211382114,0.0408915989159892,0.905318677682721,0.0156592606399517,0.00313185212799034,0.873883207703703,0.928286540569544,0.0263146980039506,0.0146481567364632,0.00292963134729264,-0.00130196325516457,0.0508029781304664,0.46486,0.0358810302713472,0.00717620605426944,0.3934,0.5218,0.02292,0.0138486461432156,0.00276972922864312,-0.001,0.0439
"IV","Int-UMAP","Hausdorff",10,0.804056222144112,0.0294085721786191,0.00588171443572383,0.749170643233743,0.848278929115407,0.0301452672524898,0.0288915984083311,0.00577831968166622,-0.00734414059753951,0.094370352665495,0.830727244561467,0.0233270984159607,0.00466541968319214,0.786191401079209,0.865950220673111,0.0251842946610779,0.0245135680219434,0.00490271360438869,-0.00598171342477857,0.0833707516438453,0.308106666666667,0.0254257670411263,0.00508515340822525,0.254266666666667,0.347333333333333,-0.000843999999999996,0.0103703442922953,0.00207406885845905,-0.017436,0.019444
"I","MR-PCA","Hausdorff",10,0.741056567076743,0.01200172821437,0.00240034564287401,0.725343878148799,0.765480492091388,0.206929068541301,0.0137274011642643,0.00274548023285286,0.183995782073814,0.227500878734622,0.757744632408242,0.0150147100538385,0.0030029420107677,0.738142587563133,0.789890612807217,0.218206879349103,0.0223191249921636,0.00446382499843272,0.176959634427787,0.249550198247025,0.143066666666667,0.0117157696827507,0.00234315393655013,0.128133333333333,0.1676,0.0290666666666667,0.00711610068006974,0.00142322013601395,0.0162666666666667,0.042
"II","MR-PCA","Hausdorff",10,0.914390726577438,0.00284940826272126,0.000569881652544252,0.909528728489483,0.919301529636712,0.122837973231358,0.00547555593133229,0.00109511118626646,0.113927087316762,0.133177915869981,0.917109679285186,0.00320144069597124,0.000640288139194248,0.911405946567263,0.922854421548673,0.129676355019063,0.00618288094521181,0.00123657618904236,0.118485988388171,0.140889033341573,0.34964,0.00877461715689066,0.00175492343137813,0.33395,0.365875,0.093025,0.00663040267128124,0.00132608053425625,0.083275,0.10205
"III","MR-PCA","Hausdorff",10,0.561685745257453,0.0125881440744144,0.00251762881488288,0.542118970189702,0.584805962059621,0.00836509485094852,0.0114695776089503,0.00229391552179005,-0.0129149051490515,0.026738753387534,0.563936330303011,0.0137573317041148,0.00275146634082297,0.541758762501038,0.589274541387306,0.0100032071315486,0.016604769241799,0.0033209538483598,-0.0128729050971231,0.0398361065350434,0.06624,0.00811777884235172,0.00162355576847034,0.056,0.0825,0.00078,0.00495832633052727,0.000991665266105454,-0.0065,0.0119
"IV","MR-PCA","Hausdorff",10,0.90990056801406,0.0165490417686729,0.00330980835373458,0.882141115407147,0.943549462214411,0.0685289570005858,0.0159315089943026,0.00318630179886052,0.038645834797891,0.0961844358523726,0.908058740109026,0.0146850406442568,0.00293700812885137,0.887671524527073,0.939616567893945,0.0752068172917278,0.0156210647634397,0.00312421295268794,0.0436240854868624,0.101281069961312,0.329473866666667,0.0331513286656251,0.00663026573312503,0.29,0.4098,0.0561642666666667,0.00891965347275745,0.00178393069455149,0.0373453333333333,0.0706186666666667
"I","SPCA","Hausdorff",10,0.947022870533099,0.00226987110111407,0.000453974220222814,0.942627299355595,0.9512769771529,0.0325961804335091,0.00157717499188581,0.000315434998377162,0.0292883421206796,0.035031985940246,0.938832071052373,0.0024330469934315,0.0004866093986863,0.934346869582211,0.942295298643213,0.0409729986430437,0.0025400577003364,0.000508011540067279,0.0361021931293094,0.0453271228674072,0.35984,0.0131297372403258,0.00262594744806516,0.337866666666667,0.382733333333333,0.06332,0.0126679385326369,0.00253358770652738,0.0417333333333333,0.0866666666666666
"II","SPCA","Hausdorff",10,0.91456293499044,0.00260814403882407,0.000521628807764813,0.909954174633525,0.918903250478011,0.122121332058636,0.00503886251546781,0.00100777250309356,0.113614467813894,0.131286073932441,0.917677133336268,0.0029563086220896,0.000591261724417919,0.912528250884842,0.923543921271539,0.12831266772846,0.00577373573424438,0.00115474714684888,0.116905656275797,0.138134422072404,0.34891,0.00816141838162951,0.0016322836763259,0.3346,0.3617,0.08855,0.00656844968390563,0.00131368993678113,0.078425,0.10005
"III","SPCA","Hausdorff",10,0.802323306233062,0.0129938259297655,0.00259876518595309,0.785208943089431,0.829130894308943,0.106325962059621,0.0143834914824806,0.00287669829649612,0.0786780487804878,0.126540921409214,0.80649639438424,0.0107862659076122,0.00215725318152245,0.791970694210989,0.828737121828994,0.127306264037829,0.014431746371919,0.00288634927438381,0.103679810854316,0.146985248897383,0.24582,0.0154271675948633,0.00308543351897266,0.2166,0.2721,0.03574,0.00976080597765027,0.00195216119553005,0.0193,0.0537
"IV","SPCA","Hausdorff",10,0.92178970685413,0.0146826861536461,0.00293653723072922,0.896273537199766,0.947965002929115,0.0612148199179848,0.0146374314270813,0.00292748628541626,0.0368730732278852,0.0927881757469245,0.91903927030848,0.0131559073467245,0.00263118146934489,0.897246566550653,0.943724720737052,0.0697979656506919,0.0152831747604472,0.00305663495208944,0.0438531344584142,0.098304958126869,0.363299733333333,0.0319589679340151,0.00639179358680302,0.320296,0.428133333333333,0.0641072,0.0110968924445507,0.00221937848891013,0.0434346666666667,0.0842186666666667
"I","V-PCA","Hausdorff",10,0.946976426479203,0.00242148013280383,0.000484296026560767,0.942420738137083,0.951542120679555,0.0327048154657294,0.00184847340090245,0.00036969468018049,0.0292475688342121,0.0358005858230814,0.938730246154229,0.00248436473100822,0.000496872946201644,0.933782947946396,0.942268774209019,0.0412210495094831,0.00253093322900074,0.000506186645800149,0.0363302075287968,0.0459690063147055,0.35956,0.013241601111648,0.0026483202223296,0.337533333333333,0.380733333333333,0.06364,0.0119721590614472,0.00239443181228944,0.0468666666666667,0.0854666666666667
"II","V-PCA","Hausdorff",10,0.916640586360739,0.00356411047531167,0.000712822095062333,0.909469152326323,0.922532122370937,0.119575717017208,0.00588022742776901,0.0011760454855538,0.109851051625239,0.131896367112811,0.918994088925362,0.00378346534940878,0.000756693069881756,0.911898498766842,0.925418997251006,0.126732599486402,0.00686766975253213,0.00137353395050643,0.114824951025976,0.139362474391316,0.3569,0.0138023152496239,0.00276046304992478,0.333625,0.3797,0.08876,0.00876270803366935,0.00175254160673387,0.072425,0.10075
"III","V-PCA","Hausdorff",10,0.802590352303523,0.0124679129957204,0.00249358259914409,0.784586178861788,0.827366666666667,0.105219512195122,0.0144218052644011,0.00288436105288022,0.0771734417344174,0.126187533875339,0.806261675182688,0.0105693279558499,0.00211386559116999,0.791019368104936,0.825253943500507,0.127036062158234,0.0142068177298678,0.00284136354597357,0.103852580378892,0.149359281207328,0.24456,0.0148206781221373,0.00296413562442747,0.2188,0.271,0.03616,0.0108768868094996,0.00217537736189992,0.0203,0.0587
"IV","V-PCA","Hausdorff",10,0.92174087029877,0.0147513716611996,0.00295027433223992,0.896052799062683,0.947960171060339,0.0612610362038664,0.0147311825893615,0.00294623651787231,0.0371704838898652,0.0933345940246046,0.918810164061983,0.0132955292954913,0.00265910585909827,0.896654125289787,0.943773947901416,0.0701939312101934,0.0155066213963971,0.00310132427927941,0.0438671529049748,0.099427152260194,0.363010666666667,0.032083766057688,0.00641675321153759,0.3196,0.428666666666667,0.0642890666666667,0.0111024273088432,0.00222048546176865,0.0435066666666667,0.083956
"I","C-PCA","Ichino-Yaguchi",10,0.925513016988869,0.00370662936607879,0.000741325873215758,0.918620035149385,0.933448388986526,0.060920726420621,0.00347612192552956,0.000695224385105912,0.0552777973052137,0.0671147041593438,0.920036337934457,0.00365118842541291,0.000730237685082583,0.912795227487061,0.925786388772342,0.0714010594360349,0.00467250423905385,0.00093450084781077,0.0639024053849624,0.0799797053751526,0.351026666666667,0.0132971453355251,0.00265942906710501,0.3302,0.375666666666667,0.06752,0.0119249505007126,0.00238499010014251,0.0474,0.089
"II","C-PCA","Ichino-Yaguchi",10,0.917315162523901,0.00352604815975288,0.000705209631950577,0.910216284257489,0.923285914595284,0.119358215423837,0.00593820792587973,0.00118764158517595,0.109842574888464,0.131831293817718,0.919567684271214,0.00383642809451135,0.000767285618902269,0.912433077464,0.926004577235144,0.126560871951716,0.0070066835232767,0.00140133670465534,0.114657600266881,0.139369851415466,0.3591,0.0136851215589535,0.0027370243117907,0.33685,0.3819,0.094425,0.00841083750288876,0.00168216750057775,0.0807,0.109175
"III","C-PCA","Ichino-Yaguchi",10,0.801687208672087,0.0125577707392977,0.00251155414785953,0.783736314363144,0.82840487804878,0.112418319783198,0.0143416194306738,0.00286832388613477,0.0859214092140921,0.134981571815718,0.804175616129435,0.0106946494329884,0.00213892988659767,0.78918926185876,0.827802830207769,0.136230459795378,0.0142900667185158,0.00285801334370316,0.111856687327002,0.157436653849025,0.24616,0.0181186598106299,0.00362373196212597,0.2085,0.2787,0.03912,0.0106343390329003,0.00212686780658006,0.0184,0.0564
"IV","C-PCA","Ichino-Yaguchi",10,0.910981653895723,0.0162555573375553,0.00325111146751105,0.883504742823667,0.93994208553017,0.0678167864089045,0.0159421079606453,0.00318842159212905,0.041621741066198,0.0983961898066784,0.907181769481395,0.014961990052685,0.002992398010537,0.88354329713504,0.934513165893007,0.0779293674373177,0.017129547000168,0.00342590940003361,0.0486762981975464,0.109294125867019,0.330658666666667,0.0290380586791172,0.00580761173582343,0.28966,0.389149333333333,0.0568466666666667,0.00820637444194946,0.00164127488838989,0.037672,0.0667746666666667
"I","IMDS","Ichino-Yaguchi",10,0.569936051552431,0.0142163799123401,0.00284327598246801,0.543626362038664,0.597221206795547,-0.063139683655536,0.0143627177337354,0.00287254354674709,-0.0872841241944933,-0.0336074985354423,0.572323232537229,0.013646332310101,0.0027292664620202,0.552162359455087,0.599838934558294,-0.083572805055326,0.0159502224668088,0.00319004449336176,-0.106269885841583,-0.0447168972294849,0.0534,0.0055502752684489,0.00111005505368978,0.0414,0.0613333333333333,-0.00334666666666667,0.00491075916285411,0.000982151832570822,-0.0116666666666667,0.00426666666666667
"II","IMDS","Ichino-Yaguchi",10,0.618499091778203,0.0226970502691757,0.00453941005383514,0.579866937539834,0.652150350541746,-0.0157266475462078,0.0181515147169614,0.00363030294339228,-0.0453215423836838,0.012310707456979,0.627871692255306,0.0231100834207294,0.00462201668414589,0.586991406536682,0.660310192627463,-0.0264720641218087,0.0195371500614548,0.00390743001229097,-0.060210957173255,0.00585375434530903,0.05145,0.0062618637401336,0.00125237274802672,0.0399,0.06195,-0.001405,0.00233805697464084,0.000467611394928168,-0.005775,0.002375
"III","IMDS","Ichino-Yaguchi",10,0.50831864498645,0.00714240496366158,0.00142848099273232,0.496530623306233,0.520986991869919,-0.00232791327913279,0.0100836274099887,0.00201672548199774,-0.0204260162601626,0.0130504065040651,0.503017286302288,0.0082928032304554,0.00165856064609108,0.491371062343137,0.516385479921936,-0.00325885537137319,0.0113329881772544,0.00226659763545087,-0.0255256628437022,0.0167183579743242,0.05006,0.00470221578974565,0.000940443157949131,0.0425,0.0589,-0.00056,0.00446355613085949,0.000892711226171898,-0.0079,0.0077
"IV","IMDS","Ichino-Yaguchi",10,0.554015643350908,0.0117361501034216,0.00234723002068433,0.537117949619215,0.578485785588752,-0.0400862734622144,0.0128795745212565,0.0025759149042513,-0.0661360796719391,-0.019584698301113,0.553791976712365,0.0122575017778319,0.00245150035556638,0.535315593912841,0.578531156667423,-0.0522925893731243,0.0167969850697136,0.00335939701394273,-0.0875172146273711,-0.0309673167928671,0.0566802666666667,0.00605881924690502,0.001211763849381,0.0445333333333333,0.0661493333333333,-0.000555466666666668,0.00332670659072013,0.000665341318144026,-0.00522933333333333,0.004456
"I","Int-UMAP","Ichino-Yaguchi",10,0.869968037492677,0.00840359543731991,0.00168071908746398,0.856514235500879,0.882690919742238,0.0270714938488576,0.0087888592274228,0.00175777184548456,0.00781394258933803,0.04159179847686,0.875241763456688,0.00789424418376955,0.00157884883675391,0.861798104897523,0.888223523041621,0.0347650616080246,0.00973785990750225,0.00194757198150045,0.0143716055176644,0.0521836301550406,0.28604,0.0158477478245684,0.00316954956491367,0.2538,0.306266666666667,0.01732,0.00835135828384732,0.00167027165676946,0.0014,0.0332
"II","Int-UMAP","Ichino-Yaguchi",10,0.853836035691523,0.0536598437833619,0.0107319687566724,0.769337555768005,0.923107680050988,0.0245707711918419,0.0140931073561708,0.00281862147123415,-0.00170920968769916,0.0489697259400893,0.909969854102362,0.0346818560116654,0.00693637120233307,0.856766947387662,0.954510286250886,0.0153830081505945,0.00962165134014339,0.00192433026802868,-0.000753552589221601,0.0329399262357293,0.51395,0.0483031335249933,0.00966062670499866,0.4383,0.580525,-0.035235,0.0072485020004136,0.00144970040008272,-0.048225,-0.024975
