"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep","dr_input","eval_geom"
"MR-PCA","Wasserstein",0.916731118546845,0.121104047163799,0.919990657596215,0.125950953089172,0.355625,0.100125,FALSE,0,75,"raw","std"
"MR-PCA","Centers-Euclidean",0.916602931803697,0.121355321861058,0.919612145502365,0.126710711087637,0.35525,0.098375,FALSE,0,75,"raw","std"
"SPCA","Int-Euclidean",0.916828871892925,0.12165901848311,0.919192183015708,0.128245533652656,0.353375,0.105375,FALSE,0,75,"raw","std"
"SPCA","Hausdorff",0.915744980879541,0.121976896112173,0.918481797703633,0.127992825687278,0.349125,0.095,FALSE,0,75,"raw","std"
"SPCA","Ichino-Yaguchi",0.916329668578713,0.121742829827916,0.9191348519972,0.127546909164638,0.351875,0.096375,FALSE,0,75,"raw","std"
"SPCA","Wasserstein",0.916339228808158,0.121729445506692,0.91917700844675,0.127455697338403,0.35225,0.096125,FALSE,0,75,"raw","std"
"SPCA","Centers-Euclidean",0.916299235181644,0.121802103250478,0.9191154416209,0.127572968010917,0.351875,0.095875,FALSE,0,75,"raw","std"
"IMDS","Int-Euclidean",0.571475541746335,-0.0523105481198215,0.578979807288945,-0.0712657322066451,0.036875,-0.003375,TRUE,0,75,"raw","std"
"IMDS","Hausdorff",0.587012826641173,-0.0108459209687699,0.59722415998653,-0.0276316852335493,0.04575,-0.00225,TRUE,0,75,"raw","std"
"IMDS","Ichino-Yaguchi",0.591423438495857,-0.00279684512428302,0.601648465500502,-0.0178738053332255,0.044,0.000625000000000001,TRUE,0,75,"raw","std"
"IMDS","Wasserstein",0.584665312300829,-0.0164717973231358,0.594003498040954,-0.0348261415771077,0.045875,0.001375,TRUE,0,75,"raw","std"
"IMDS","Centers-Euclidean",0.585556405353729,-0.0437944550669216,0.588810584509213,-0.0535566052791805,0.047375,-0.003625,TRUE,0,75,"raw","std"
"Int-UMAP","Int-Euclidean",0.868833572339069,0.0414979286169535,0.921994607739525,0.0288615034406779,0.5325,-0.027125,FALSE,0,75,"raw","std"
"Int-UMAP","Hausdorff",0.867288320586361,0.041664913957935,0.920241269568924,0.0287952908424931,0.525875,-0.027125,FALSE,0,75,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.868051226896112,0.0402614722753346,0.921773604302174,0.0276672678491401,0.531125,-0.033375,FALSE,0,75,"raw","std"
"Int-UMAP","Wasserstein",0.868134958572339,0.0401908859145953,0.921516323494515,0.0281100121277134,0.530625,-0.035,FALSE,0,75,"raw","std"
"Int-UMAP","Centers-Euclidean",0.868077915869981,0.0401759082217973,0.92163129633724,0.0278449823952823,0.531,-0.0315,FALSE,0,75,"raw","std"
"C-PCA","Int-Euclidean",0.917902724665392,0.128292383683875,0.920870173992341,0.131463000963359,0.391625,0.128125,FALSE,0,76,"raw","std"
"C-PCA","Hausdorff",0.91677724665392,0.12753091140854,0.919967133709021,0.130897340757016,0.384875,0.110125,FALSE,0,76,"raw","std"
"C-PCA","Ichino-Yaguchi",0.917380417463352,0.127814053537285,0.920821051549862,0.130291840270048,0.387,0.118625,FALSE,0,76,"raw","std"
"C-PCA","Wasserstein",0.91741212555768,0.127706341618866,0.920905905773348,0.130082139284972,0.38725,0.118125,FALSE,0,76,"raw","std"
"C-PCA","Centers-Euclidean",0.917377390057361,0.127809273422562,0.92082922536683,0.130250932267855,0.387,0.1185,FALSE,0,76,"raw","std"
"V-PCA","Int-Euclidean",0.917981755895475,0.128141650732951,0.920866554252027,0.131472418109786,0.392,0.128625,FALSE,0,76,"raw","std"
"V-PCA","Hausdorff",0.916736057998725,0.127620299553856,0.919943949202469,0.13094746204268,0.384875,0.110125,FALSE,0,76,"raw","std"
"V-PCA","Ichino-Yaguchi",0.917401210962396,0.127780752071383,0.920899468203435,0.130138923861195,0.387,0.118375,FALSE,0,76,"raw","std"
"V-PCA","Wasserstein",0.917329668578713,0.127878903760357,0.920876005731023,0.13014549716204,0.387125,0.118,FALSE,0,76,"raw","std"
"V-PCA","Centers-Euclidean",0.9174071861058,0.127758285532186,0.920909181974727,0.130093323812336,0.387125,0.118375,FALSE,0,76,"raw","std"
"MR-PCA","Int-Euclidean",0.910056803696622,0.133190726577438,0.909512332834509,0.146709538662396,0.366125,0.123125,FALSE,0,76,"raw","std"
"MR-PCA","Hausdorff",0.908813655194391,0.132918260038241,0.908972343900258,0.145639498473246,0.357375,0.10725,FALSE,0,76,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.909646510516252,0.132448852772467,0.908514966483736,0.147306295646323,0.362,0.114,FALSE,0,76,"raw","std"
"MR-PCA","Wasserstein",0.90949131612492,0.132716539196941,0.908813742785682,0.146712809639255,0.36125,0.1125,FALSE,0,76,"raw","std"
"MR-PCA","Centers-Euclidean",0.909644120458891,0.132456819630338,0.908889350139488,0.146586276423497,0.362,0.11275,FALSE,0,76,"raw","std"
"SPCA","Int-Euclidean",0.910243148502231,0.13273454429573,0.909776661734718,0.146054474740697,0.36275,0.120375,FALSE,0,76,"raw","std"
"SPCA","Hausdorff",0.909603887826641,0.131312619502868,0.909387962783836,0.144725158403223,0.359,0.10975,FALSE,0,76,"raw","std"
"SPCA","Ichino-Yaguchi",0.91000804652645,0.131955544933078,0.910037524538191,0.14444768130198,0.36025,0.113,FALSE,0,76,"raw","std"
"SPCA","Wasserstein",0.909937778840025,0.132034894837476,0.909986422748479,0.144497951433191,0.36,0.112375,FALSE,0,76,"raw","std"
"SPCA","Centers-Euclidean",0.910016491395794,0.131921128107075,0.9100868269601,0.144311846732247,0.360375,0.1125,FALSE,0,76,"raw","std"
"IMDS","Int-Euclidean",0.552944550669216,-0.0334502868068833,0.559065103784157,-0.050996083997338,0.032125,-0.002375,TRUE,0,76,"raw","std"
"IMDS","Hausdorff",0.589091379859783,-0.0168201083492671,0.598980963400884,-0.0321084698916592,0.0455,-5e-04,TRUE,0,76,"raw","std"
"IMDS","Ichino-Yaguchi",0.594611217335883,-0.00939770554493313,0.605521165730177,-0.0250103383681512,0.04725,0,TRUE,0,76,"raw","std"
"IMDS","Wasserstein",0.585658620140217,-0.0261744741873805,0.595537606872382,-0.0371869364447427,0.044875,-0.000625000000000001,TRUE,0,76,"raw","std"
"IMDS","Centers-Euclidean",0.576652087316762,-0.0452509560229445,0.585029206247214,-0.0612368713109548,0.038125,-0.002125,TRUE,0,76,"raw","std"
"Int-UMAP","Int-Euclidean",0.804814770554493,0.0161716061185468,0.880975861794393,0.0121412052497355,0.47575,-0.027625,FALSE,0,76,"raw","std"
"Int-UMAP","Hausdorff",0.803760038240918,0.0132476099426386,0.879511256369864,0.00912116065919215,0.471375,-0.035625,FALSE,0,76,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.805716539196941,0.0137370936902486,0.882107273689515,0.00836088660596497,0.47625,-0.03825,FALSE,0,76,"raw","std"
"Int-UMAP","Wasserstein",0.804415949649458,0.0156273103887826,0.880627608955367,0.0106733768286465,0.474625,-0.036,FALSE,0,76,"raw","std"
"Int-UMAP","Centers-Euclidean",0.804086998087954,0.0167240280433397,0.880312864170463,0.0115566902789442,0.473375,-0.035625,FALSE,0,76,"raw","std"
"C-PCA","Int-Euclidean",0.916929094964946,0.118740599107712,0.919283709379453,0.126208053917402,0.344375,0.097,FALSE,0,77,"raw","std"
"C-PCA","Hausdorff",0.915035213511791,0.119330783938814,0.917585392988923,0.126844847154815,0.3375,0.081,FALSE,0,77,"raw","std"
"C-PCA","Ichino-Yaguchi",0.916396510516252,0.11799506054812,0.918383238920901,0.126423340662164,0.340375,0.086875,FALSE,0,77,"raw","std"
"C-PCA","Wasserstein",0.916435946462715,0.117863607393244,0.918465477471779,0.126193966048885,0.34025,0.0855,FALSE,0,77,"raw","std"
"C-PCA","Centers-Euclidean",0.916382648183556,0.117999203314213,0.918394806437668,0.126341740036006,0.340125,0.08575,FALSE,0,77,"raw","std"
"V-PCA","Int-Euclidean",0.916913001912046,0.118774059910771,0.919218774549919,0.12633897402513,0.344125,0.096875,FALSE,0,77,"raw","std"
"V-PCA","Hausdorff",0.915050430210325,0.119306405353728,0.917611595989342,0.12679574816937,0.3375,0.081125,FALSE,0,77,"raw","std"
"V-PCA","Ichino-Yaguchi",0.916435229445507,0.117914754620778,0.918392479713077,0.126400409491586,0.34025,0.086625,FALSE,0,77,"raw","std"
"V-PCA","Wasserstein",0.916406867431485,0.11792080943276,0.918442971833134,0.126240667085652,0.340125,0.085375,FALSE,0,77,"raw","std"
"V-PCA","Centers-Euclidean",0.916421367112811,0.117918897386871,0.918403756042745,0.126320895901775,0.34,0.0855,FALSE,0,77,"raw","std"
"MR-PCA","Int-Euclidean",0.911715583173996,0.128683556405354,0.917074450687428,0.130271895819718,0.338125,0.097875,FALSE,0,77,"raw","std"
"MR-PCA","Hausdorff",0.910700605481198,0.127916188655194,0.916068352775377,0.129824493613801,0.333375,0.08475,FALSE,0,77,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.911233747609943,0.127865200764818,0.916541451309764,0.129712481581963,0.333875,0.086625,FALSE,0,77,"raw","std"
"MR-PCA","Wasserstein",0.911256612492033,0.12777103250478,0.916487582123078,0.129773734510041,0.33375,0.086,FALSE,0,77,"raw","std"
"MR-PCA","Centers-Euclidean",0.911223072020395,0.127863288718929,0.916529597510552,0.129692816270345,0.3335,0.085875,FALSE,0,77,"raw","std"
"SPCA","Int-Euclidean",0.914376673040153,0.123045570427024,0.919484023712247,0.125169588816095,0.33925,0.097,FALSE,0,77,"raw","std"
"SPCA","Hausdorff",0.91337316762269,0.122702039515615,0.918164155335213,0.125687158689484,0.335875,0.08575,FALSE,0,77,"raw","std"
"SPCA","Ichino-Yaguchi",0.913816682600382,0.122817558954748,0.918344654657859,0.126181726381453,0.336375,0.08925,FALSE,0,77,"raw","std"
"SPCA","Wasserstein",0.913793021032505,0.122814531548757,0.918410844438747,0.126003249908176,0.336375,0.0885,FALSE,0,77,"raw","std"
"SPCA","Centers-Euclidean",0.913808397068196,0.122808636073932,0.918414995907387,0.126005279581411,0.33625,0.0885,FALSE,0,77,"raw","std"
"IMDS","Int-Euclidean",0.552818435309114,-0.0376942319949012,0.559682439731201,-0.0507077307221133,0.03325,-0.000999999999999999,TRUE,0,77,"raw","std"
"IMDS","Hausdorff",0.588584847036329,0.00624426386233268,0.60161068218857,-0.0140318983257819,0.041125,-0.005,TRUE,0,77,"raw","std"
"IMDS","Ichino-Yaguchi",0.59789356277884,0.011725621414914,0.610597622974997,-0.00867831594186136,0.04225,-0.004625,TRUE,0,77,"raw","std"
"IMDS","Wasserstein",0.589688973868706,-0.00957138304652649,0.601111790512133,-0.030282673474154,0.043,-0.00225,TRUE,0,77,"raw","std"
"IMDS","Centers-Euclidean",0.587030991077119,-0.0534756214149139,0.601220973305724,-0.086304770043439,0.046875,-0.001125,TRUE,0,77,"raw","std"
"Int-UMAP","Int-Euclidean",0.778776131293818,-0.0208706182281708,0.855093570644314,-0.00569876352425994,0.4565,-0.020625,FALSE,0,77,"raw","std"
"Int-UMAP","Hausdorff",0.77543252071383,-0.0266359145952836,0.854103215281328,-0.0184691629984129,0.459625,-0.033,FALSE,0,77,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.779462555768005,-0.0213263224984067,0.859062642074994,-0.013091514976421,0.463625,-0.033125,FALSE,0,77,"raw","std"
"Int-UMAP","Wasserstein",0.779287045889101,-0.0239373804971319,0.858341419719536,-0.0153334091208798,0.462,-0.033375,FALSE,0,77,"raw","std"
"Int-UMAP","Centers-Euclidean",0.779757249840663,-0.0238573932441045,0.858161579326317,-0.0137954332906671,0.461,-0.0315,FALSE,0,77,"raw","std"
"C-PCA","Int-Euclidean",0.918560149776928,0.117923996175908,0.91966850507977,0.127302573441417,0.359,0.111875,FALSE,0,78,"raw","std"
"C-PCA","Hausdorff",0.916958811344806,0.1179517208413,0.918887101782718,0.126004667566052,0.352125,0.08875,FALSE,0,78,"raw","std"
"C-PCA","Ichino-Yaguchi",0.918041905672403,0.117290949649458,0.919499577005692,0.126082192425817,0.356375,0.09625,FALSE,0,78,"raw","std"
"C-PCA","Wasserstein",0.917991873804971,0.117367431485022,0.919539853800406,0.125980918597948,0.35625,0.096125,FALSE,0,78,"raw","std"
"C-PCA","Centers-Euclidean",0.918034177820268,0.117277405991077,0.91947447979121,0.12611435735146,0.356375,0.09575,FALSE,0,78,"raw","std"
"V-PCA","Int-Euclidean",0.918574012109624,0.117901051625239,0.919695951622894,0.127256520671789,0.359,0.112,FALSE,0,78,"raw","std"
"V-PCA","Hausdorff",0.916895076481836,0.118078234544296,0.918879957622948,0.126016966729054,0.352125,0.088625,FALSE,0,78,"raw","std"
"V-PCA","Ichino-Yaguchi",0.917979843849586,0.11742017208413,0.919559791853363,0.125965638259089,0.356375,0.096375,FALSE,0,78,"raw","std"
"V-PCA","Wasserstein",0.918020952836201,0.117309910771192,0.919650091947311,0.125762749196874,0.3565,0.096125,FALSE,0,78,"raw","std"
"V-PCA","Centers-Euclidean",0.918014181007011,0.117322498406628,0.91954967184888,0.125968102527201,0.3565,0.096,FALSE,0,78,"raw","std"
"MR-PCA","Int-Euclidean",0.914249521988528,0.125337794773741,0.914993041257427,0.135757850941548,0.351375,0.113625,FALSE,0,78,"raw","std"
"MR-PCA","Hausdorff",0.913185149776928,0.124780752071383,0.914115640685826,0.13499345570058,0.345875,0.09625,FALSE,0,78,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.913446940726578,0.125182919056724,0.914836575052872,0.134387279224522,0.34775,0.098,FALSE,0,78,"raw","std"
"MR-PCA","Wasserstein",0.913379620777565,0.125325844486934,0.914693602400874,0.134702521085315,0.347375,0.099125,FALSE,0,78,"raw","std"
"MR-PCA","Centers-Euclidean",0.91347649776928,0.125114244741874,0.914637802700237,0.134785679045328,0.34775,0.098625,FALSE,0,78,"raw","std"
"SPCA","Int-Euclidean",0.912842096876992,0.127471000637349,0.915314720155018,0.134564626134958,0.34775,0.105375,FALSE,0,78,"raw","std"
"SPCA","Hausdorff",0.9119071861058,0.126953314212874,0.914406607287956,0.134189084981169,0.3435,0.0875,FALSE,0,78,"raw","std"
"SPCA","Ichino-Yaguchi",0.912617909496495,0.126646590184831,0.915423081206036,0.133164820768637,0.347,0.093625,FALSE,0,78,"raw","std"
"SPCA","Wasserstein",0.912608030592734,0.12664850223072,0.915301198240774,0.133398712140559,0.346625,0.093875,FALSE,0,78,"raw","std"
"SPCA","Centers-Euclidean",0.912610500318674,0.126634002549394,0.915385324549825,0.133221746726805,0.346875,0.093125,FALSE,0,78,"raw","std"
"IMDS","Int-Euclidean",0.574245777565328,-0.0576359145952836,0.585517309606927,-0.0728999507572868,0.039375,-0.00375,TRUE,0,78,"raw","std"
"IMDS","Hausdorff",0.615695188017846,-0.0275952836201403,0.632715121585914,-0.0456221566875324,0.053875,0.001125,TRUE,0,78,"raw","std"
"IMDS","Ichino-Yaguchi",0.627758763543658,-0.0211507329509242,0.64482612206512,-0.0342803618473635,0.054875,0.001375,TRUE,0,78,"raw","std"
"IMDS","Wasserstein",0.618313655194391,-0.044496653919694,0.635148034040337,-0.0605781214361301,0.056125,-0.001375,TRUE,0,78,"raw","std"
"IMDS","Centers-Euclidean",0.617036089866157,-0.0847449012109623,0.632773112386833,-0.101976535373805,0.059375,-0.00925,TRUE,0,78,"raw","std"
"Int-UMAP","Int-Euclidean",0.848394996813257,0.078474506054812,0.908906427287202,0.0470479769715041,0.525875,-0.033875,FALSE,0,78,"raw","std"
"Int-UMAP","Hausdorff",0.848085484384959,0.0771088272785214,0.908403233803856,0.0457611372721021,0.516875,-0.04025,FALSE,0,78,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.848214388145315,0.0788229764181008,0.909476892560469,0.0454472284106145,0.5235,-0.041125,FALSE,0,78,"raw","std"
"Int-UMAP","Wasserstein",0.8482376513703,0.0785858827278522,0.908857494100343,0.0463289794091591,0.5225,-0.039,FALSE,0,78,"raw","std"
"Int-UMAP","Centers-Euclidean",0.848206819630338,0.078451242829828,0.908584826330939,0.0468927786196721,0.522875,-0.036125,FALSE,0,78,"raw","std"
"C-PCA","Int-Euclidean",0.918213671128107,0.117107711918419,0.921672871372199,0.12224148023442,0.350875,0.096625,FALSE,0,79,"raw","std"
"C-PCA","Hausdorff",0.917790790312301,0.1160321861058,0.92113703689203,0.121485867520469,0.35025,0.085125,FALSE,0,79,"raw","std"
"C-PCA","Ichino-Yaguchi",0.917781867431485,0.117242829827916,0.921562165897191,0.121612179173872,0.3495,0.0845,FALSE,0,79,"raw","std"
"C-PCA","Wasserstein",0.917774059910771,0.117227852135118,0.921452017206886,0.121813153075831,0.34925,0.085375,FALSE,0,79,"raw","std"
"C-PCA","Centers-Euclidean",0.917800669216061,0.117172402804334,0.921507976521982,0.121703745627822,0.349625,0.085125,FALSE,0,79,"raw","std"
"V-PCA","Int-Euclidean",0.918225143403442,0.117088591459528,0.921671961239255,0.122246736316147,0.350875,0.096625,FALSE,0,79,"raw","std"
"V-PCA","Hausdorff",0.917858667941364,0.115900573613767,0.921160283346478,0.121440741943447,0.35025,0.085125,FALSE,0,79,"raw","std"
"V-PCA","Ichino-Yaguchi",0.917755019120459,0.117296526449968,0.921559188879626,0.121619773921953,0.3495,0.0845,FALSE,0,79,"raw","std"
"V-PCA","Wasserstein",0.917688416188655,0.11739850223072,0.92141529671187,0.121885941960302,0.349125,0.08525,FALSE,0,79,"raw","std"
"V-PCA","Centers-Euclidean",0.917735420650096,0.117302899936265,0.921418729222398,0.12188388093994,0.3495,0.085,FALSE,0,79,"raw","std"
"MR-PCA","Int-Euclidean",0.918063894200128,0.118008285532186,0.919965077806557,0.12622718590135,0.356875,0.102875,FALSE,0,79,"raw","std"
"MR-PCA","Hausdorff",0.916881612492033,0.118358508604206,0.918912896524111,0.126328710932735,0.354,0.093,FALSE,0,79,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.917464945825367,0.117985659655832,0.919907750306605,0.125023080869108,0.3535,0.0885,FALSE,0,79,"raw","std"
"MR-PCA","Wasserstein",0.917463591459528,0.117970203951562,0.919884635318174,0.125069774015781,0.354,0.0915,FALSE,0,79,"raw","std"
"MR-PCA","Centers-Euclidean",0.917446383046526,0.118000796685787,0.919737903249883,0.125368148775944,0.353625,0.089875,FALSE,0,79,"raw","std"
"SPCA","Int-Euclidean",0.916825685149777,0.119891969407266,0.919314011176808,0.126952967024868,0.3515,0.096125,FALSE,0,79,"raw","std"
"SPCA","Hausdorff",0.916472912683238,0.118879222434672,0.918637046807958,0.126654440646964,0.352375,0.089625,FALSE,0,79,"raw","std"
"SPCA","Ichino-Yaguchi",0.916524458253665,0.119822657743786,0.919257862712715,0.126270748600127,0.35125,0.088875,FALSE,0,79,"raw","std"
"SPCA","Wasserstein",0.916528202676864,0.119780752071383,0.919153894311302,0.1264640196384,0.351125,0.0905,FALSE,0,79,"raw","std"
"SPCA","Centers-Euclidean",0.91652230720204,0.119790949649458,0.919129239261924,0.126512884053498,0.35125,0.089125,FALSE,0,79,"raw","std"
"IMDS","Int-Euclidean",0.593035213511791,-0.0790592734225621,0.597855809096246,-0.0915173063442664,0.040375,0.000625000000000001,TRUE,0,79,"raw","std"
"IMDS","Hausdorff",0.638330066921606,-0.0418608986615679,0.648000317117784,-0.0623345381292819,0.058375,-0.009125,TRUE,0,79,"raw","std"
"IMDS","Ichino-Yaguchi",0.643516172721479,-0.0368841618865519,0.650085475834904,-0.0550993441669008,0.059,-0.00475,TRUE,0,79,"raw","std"
"IMDS","Wasserstein",0.63425310707457,-0.0597009241555131,0.641956442930911,-0.0777955394444112,0.05925,-0.003625,TRUE,0,79,"raw","std"
"IMDS","Centers-Euclidean",0.627519040790312,-0.0806681007010834,0.633120200050974,-0.0999439468567659,0.055625,-0.011,TRUE,0,79,"raw","std"
"Int-UMAP","Int-Euclidean",0.844876752708732,0.0146668260038242,0.904164304969769,0.00857652989765396,0.489875,-0.00425,FALSE,0,79,"raw","std"
"Int-UMAP","Hausdorff",0.844600382409178,0.0131099426386233,0.903726758023713,0.00764673718618966,0.487625,-0.00700000000000001,FALSE,0,79,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.845014420012747,0.0141253983428936,0.904939769052273,0.00728320134273183,0.491875,-0.011125,FALSE,0,79,"raw","std"
"Int-UMAP","Wasserstein",0.844798358827278,0.0141419694072658,0.904557079047307,0.00758350128570139,0.489625,-0.012125,FALSE,0,79,"raw","std"
"Int-UMAP","Centers-Euclidean",0.844940965583174,0.014028521351179,0.904668061635192,0.00749724358518342,0.489,-0.00975000000000001,FALSE,0,79,"raw","std"
"C-PCA","Int-Euclidean",0.921553537284895,0.112322498406628,0.92353984426832,0.120028587088122,0.355625,0.098625,FALSE,0,80,"raw","std"
"C-PCA","Hausdorff",0.920613129381772,0.11191586998088,0.922946071552315,0.119221342881967,0.351875,0.083625,FALSE,0,80,"raw","std"
"C-PCA","Ichino-Yaguchi",0.920807759719567,0.112618387507967,0.923441872124701,0.119199908056954,0.35325,0.08925,FALSE,0,80,"raw","std"
"C-PCA","Wasserstein",0.920760356915233,0.11268005098789,0.923405989685558,0.119245274814941,0.352875,0.088375,FALSE,0,80,"raw","std"
"C-PCA","Centers-Euclidean",0.920799075844487,0.112603250478011,0.923411612443385,0.119231354344354,0.353125,0.088625,FALSE,0,80,"raw","std"
"V-PCA","Int-Euclidean",0.92158413001912,0.112265774378585,0.923586346026916,0.119938688002844,0.35575,0.098875,FALSE,0,80,"raw","std"
"V-PCA","Hausdorff",0.920539276609305,0.112065487571702,0.922847259220363,0.119417733279357,0.35175,0.083625,FALSE,0,80,"raw","std"
"V-PCA","Ichino-Yaguchi",0.920850940089229,0.112538718929254,0.923498279362535,0.119089231156879,0.353375,0.08925,FALSE,0,80,"raw","std"
"V-PCA","Wasserstein",0.920872689611217,0.112459528362014,0.92350437254053,0.119049836773158,0.353125,0.0885,FALSE,0,80,"raw","std"
"V-PCA","Centers-Euclidean",0.920842495219885,0.112524059910771,0.923469417293993,0.119117193861388,0.35325,0.088625,FALSE,0,80,"raw","std"
"MR-PCA","Int-Euclidean",0.91983229764181,0.114136870618228,0.922664399906786,0.120933326833602,0.35575,0.11375,FALSE,0,80,"raw","std"
"MR-PCA","Hausdorff",0.918374601657106,0.11454206500956,0.920700981067017,0.122590110411836,0.345625,0.092875,FALSE,0,80,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.918643881453155,0.114615997450605,0.920990192656464,0.122524928430455,0.34875,0.096,FALSE,0,80,"raw","std"
"MR-PCA","Wasserstein",0.918838352453792,0.114303537284895,0.921390139362081,0.121924744800258,0.34975,0.098875,FALSE,0,80,"raw","std"
"MR-PCA","Centers-Euclidean",0.91871287444232,0.114570427023582,0.921952500123256,0.120809421445462,0.349625,0.09775,FALSE,0,80,"raw","std"
"SPCA","Int-Euclidean",0.919242431485022,0.114823932441045,0.923024757002181,0.119781868556672,0.3535,0.106375,FALSE,0,80,"raw","std"
"SPCA","Hausdorff",0.918366156787763,0.114260675589547,0.921812885239145,0.120205685353991,0.34925,0.096125,FALSE,0,80,"raw","std"
"SPCA","Ichino-Yaguchi",0.918969327597196,0.1141212555768,0.922689320020656,0.119417694042135,0.35325,0.099,FALSE,0,80,"raw","std"
"SPCA","Wasserstein",0.91897649776928,0.114082058636074,0.92269591400634,0.119381313460875,0.353,0.098875,FALSE,0,80,"raw","std"
"SPCA","Centers-Euclidean",0.918921287444232,0.114193116634799,0.922691692486464,0.119376479392526,0.353,0.09825,FALSE,0,80,"raw","std"
"IMDS","Int-Euclidean",0.591517208413002,-0.0817307202039517,0.598649016079755,-0.0959685983236154,0.045,0.002625,TRUE,0,80,"raw","std"
"IMDS","Hausdorff",0.62680879541109,-0.0319292543021032,0.635779999500152,-0.0466349996698956,0.05775,-0.004375,TRUE,0,80,"raw","std"
"IMDS","Ichino-Yaguchi",0.631186822817081,-0.0304619184193755,0.638255055076264,-0.0439262461357734,0.06025,-0.002875,TRUE,0,80,"raw","std"
"IMDS","Wasserstein",0.624163878266412,-0.0498516571064374,0.631531197600183,-0.0594477173405148,0.061375,5e-04,TRUE,0,80,"raw","std"
"IMDS","Centers-Euclidean",0.61154023263225,-0.0675205544933078,0.619684848555413,-0.0735643974928439,0.05225,-0.00125,TRUE,0,80,"raw","std"
"Int-UMAP","Int-Euclidean",0.785672243467177,0.0104031230082855,0.862587016535589,0.0155100405917587,0.4605,-0.01625,FALSE,0,80,"raw","std"
"Int-UMAP","Hausdorff",0.783881771829191,0.00406246016571066,0.861174808262199,0.0070090515152306,0.458,-0.028375,FALSE,0,80,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.787151529636711,0.00740216698534102,0.865764690373114,0.00969937037907079,0.46125,-0.0265,FALSE,0,80,"raw","std"
"Int-UMAP","Wasserstein",0.784578871892925,0.00919662205226257,0.862870391161833,0.012027548666523,0.46,-0.02525,FALSE,0,80,"raw","std"
"Int-UMAP","Centers-Euclidean",0.784434751434034,0.0101381453154876,0.862286828120157,0.0138018037947852,0.46025,-0.022,FALSE,0,80,"raw","std"
"C-PCA","Int-Euclidean",0.913694072657744,0.127090184831103,0.915060569155518,0.136295815427086,0.35,0.111625,FALSE,0,81,"raw","std"
"C-PCA","Hausdorff",0.912250159337157,0.127438177182919,0.914432911793361,0.135769622108025,0.344125,0.10125,FALSE,0,81,"raw","std"
"C-PCA","Ichino-Yaguchi",0.913171367112811,0.12686759082218,0.914910208283967,0.135755603331138,0.347625,0.108,FALSE,0,81,"raw","std"
"C-PCA","Wasserstein",0.91313551625239,0.126881931166348,0.914862513202046,0.135819729106222,0.3475,0.108,FALSE,0,81,"raw","std"
"C-PCA","Centers-Euclidean",0.913153362014022,0.126832855321861,0.914962521949387,0.13561337394727,0.3475,0.10775,FALSE,0,81,"raw","std"
"V-PCA","Int-Euclidean",0.913622370936902,0.1272339069471,0.915080886039584,0.136253890242573,0.349875,0.11125,FALSE,0,81,"raw","std"
"V-PCA","Hausdorff",0.912254302103251,0.127437858508604,0.914430029776786,0.135780746286837,0.3445,0.101625,FALSE,0,81,"raw","std"
"V-PCA","Ichino-Yaguchi",0.913142606755895,0.12692511153601,0.915135294204952,0.135305005850611,0.34775,0.1075,FALSE,0,81,"raw","std"
"V-PCA","Wasserstein",0.913132807520714,0.126891491395793,0.915202346884846,0.135141604787009,0.347625,0.10725,FALSE,0,81,"raw","std"
"V-PCA","Centers-Euclidean",0.9131126513703,0.12691395793499,0.915142040981231,0.135252662757275,0.347625,0.1075,FALSE,0,81,"raw","std"
"MR-PCA","Int-Euclidean",0.912634560229445,0.127249043977055,0.914775225631084,0.135942018517921,0.34825,0.1075,FALSE,0,81,"raw","std"
"MR-PCA","Hausdorff",0.911745936902486,0.126440248565966,0.914434490665038,0.134713478079444,0.343,0.103125,FALSE,0,81,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.912120379222435,0.126523103887827,0.914095804244478,0.135949600044765,0.344625,0.1,FALSE,0,81,"raw","std"
"MR-PCA","Wasserstein",0.912022147864882,0.126690885914595,0.914156346424406,0.135838635902638,0.344,0.0985,FALSE,0,81,"raw","std"
"MR-PCA","Centers-Euclidean",0.91206309751434,0.126582217973231,0.914323540703755,0.135497551426776,0.344375,0.099125,FALSE,0,81,"raw","std"
"SPCA","Int-Euclidean",0.913226816443595,0.125632090503505,0.914026802391628,0.136997973397505,0.347625,0.1065,FALSE,0,81,"raw","std"
"SPCA","Hausdorff",0.911831739961759,0.126069471000637,0.91327564544803,0.136875296944734,0.34275,0.09875,FALSE,0,81,"raw","std"
"SPCA","Ichino-Yaguchi",0.912949490121096,0.12496845124283,0.913813697151088,0.136621545141315,0.346,0.10325,FALSE,0,81,"raw","std"
