"scenario","replication","Method","Metric","pre_Q_TC","pre_B_TC","pre_Q_RE","pre_B_RE","pre_Q_LC","pre_B_LC","post_Q_TC","post_B_TC","post_Q_RE","post_B_RE","post_Q_LC","post_B_LC","max_abs_mean_delta","pre_max_spread","post_max_spread","replication_fidelity"
"ScenarioII",78,"IMDS","Int-Euclidean",0.574245777565328,-0.0576359145952836,0.585517309606927,-0.0728999507572868,0.039375,-0.00375,0.574245777565328,-0.0576359145952836,0.585517309606927,-0.0728999507572868,0.039375,-0.00375,0,0,0,4.44089209850063e-16
"ScenarioII",78,"IMDS","Hausdorff",0.615695188017846,-0.0275952836201403,0.632715121585914,-0.0456221566875324,0.053875,0.001125,0.615695188017846,-0.0275952836201403,0.632715121585914,-0.0456221566875324,0.053875,0.001125,0,0,0,2.22044604925031e-16
"ScenarioII",78,"IMDS","Ichino-Yaguchi",0.627758763543658,-0.0211507329509242,0.64482612206512,-0.0342803618473635,0.054875,0.001375,0.627758763543658,-0.0211507329509242,0.64482612206512,-0.0342803618473635,0.054875,0.001375,0,0,0,4.44089209850063e-16
"ScenarioII",78,"IMDS","Wasserstein",0.618313655194391,-0.044496653919694,0.635148034040337,-0.0605781214361301,0.056125,-0.001375,0.618313655194391,-0.044496653919694,0.635148034040337,-0.0605781214361301,0.056125,-0.001375,0,0,0,3.33066907387547e-16
"ScenarioII",78,"IMDS","Centers-Euclidean",0.617036089866157,-0.0847449012109623,0.632773112386833,-0.101976535373805,0.059375,-0.00925,0.617036089866157,-0.0847449012109623,0.632773112386833,-0.101976535373805,0.059375,-0.00925,0,0,0,4.44089209850063e-16
"ScenarioII",79,"IMDS","Int-Euclidean",0.593035213511791,-0.0790592734225621,0.597855809096246,-0.0915173063442664,0.040375,0.000625000000000001,0.593035213511791,-0.0790592734225621,0.597855809096246,-0.0915173063442664,0.040375,0.000625000000000001,0,0,0,4.44089209850063e-16
"ScenarioII",79,"IMDS","Hausdorff",0.638330066921606,-0.0418608986615679,0.648000317117784,-0.0623345381292819,0.058375,-0.009125,0.638330100382409,-0.0418608317399619,0.64800032840275,-0.0623345155593496,0.058375,-0.009125,6.69216060900091e-08,0,1.59337157357164e-07,2.22044604925031e-16
"ScenarioII",79,"IMDS","Ichino-Yaguchi",0.643516172721479,-0.0368841618865519,0.650085475834904,-0.0550993441669008,0.059,-0.00475,0.643516172721479,-0.0368841618865519,0.650085475834904,-0.0550993441669008,0.059,-0.00475,0,0,0,3.33066907387547e-16
"ScenarioII",79,"IMDS","Wasserstein",0.63425310707457,-0.0597009241555131,0.641956442930911,-0.0777955394444112,0.05925,-0.003625,0.63425310707457,-0.0597009241555131,0.641956442930911,-0.0777955394444112,0.05925,-0.003625,0,0,0,3.33066907387547e-16
"ScenarioII",79,"IMDS","Centers-Euclidean",0.627519040790312,-0.0806681007010834,0.633120200050974,-0.0999439468567659,0.055625,-0.011,0.627519040790312,-0.0806681007010834,0.633120200050974,-0.0999439468567659,0.055625,-0.011,0,0,0,3.33066907387547e-16
"ScenarioII",80,"IMDS","Int-Euclidean",0.591517208413002,-0.0817307202039517,0.598649016079755,-0.0959685983236154,0.045,0.002625,0.591517241873805,-0.0817306532823455,0.598649028678315,-0.0959685731264952,0.045,0.002625,6.69216061316424e-08,0,4.7801147240456e-07,3.33066907387547e-16
"ScenarioII",80,"IMDS","Hausdorff",0.62680879541109,-0.0319292543021032,0.635779999500152,-0.0466349996698956,0.05775,-0.004375,0.626808760356915,-0.0319293244104525,0.635779960092334,-0.046635078485532,0.05775,-0.004375,7.88156364131543e-08,0,1.79126446397948e-07,1.11022302462516e-16
"ScenarioII",80,"IMDS","Ichino-Yaguchi",0.631186822817081,-0.0304619184193755,0.638255055076264,-0.0439262461357734,0.06025,-0.002875,0.631186822817081,-0.0304619184193755,0.638255055076264,-0.0439262461357734,0.06025,-0.002875,0,0,0,3.33066907387547e-16
"ScenarioII",80,"IMDS","Wasserstein",0.624163878266412,-0.0498516571064374,0.631531197600183,-0.0594477173405148,0.061375,5e-04,0.624163878266412,-0.0498516571064374,0.631531197600183,-0.0594477173405148,0.061375,5e-04,0,0,0,3.33066907387547e-16
