"Method","Metric","pre_Q_TC","pre_B_TC","pre_Q_RE","pre_B_RE","pre_Q_LC","pre_B_LC","post_Q_TC","post_B_TC","post_Q_RE","post_B_RE","post_Q_LC","post_B_LC","replication","max_abs_mean_delta"
"SPCA","Wasserstein",0.919616871704745,0.0598611364967779,0.916124583214548,0.0672899877691249,0.338666666666667,0.0578933333333333,0.919616942003515,0.0598617457527826,0.916124760252895,0.0672905923891626,0.338666666666667,0.05786,51,3.33333333333297e-05
"V-PCA","Centers-Euclidean",0.910905213825425,0.0739429642647921,0.907247754359446,0.0808467776702632,0.321333333333333,0.0592933333333333,0.910905120093732,0.0739427299355595,0.907247291207356,0.0808463083620529,0.321333333333333,0.05934,51,4.66666666666671e-05
"V-PCA","Hausdorff",0.932580562390158,0.0499742472173403,0.9287768236508,0.0575789247299943,0.388333333333333,0.06056,0.932580339777387,0.0499747861745753,0.928776425114944,0.0575787906770243,0.388333333333333,0.0604866666666667,51,7.3333333333328e-05
"V-PCA","Ichino-Yaguchi",0.919388295254833,0.0612819449326303,0.91639671533379,0.0670456258156667,0.339833333333333,0.0534,0.919391353251318,0.0612759226713532,0.916398856005587,0.0670469369924943,0.339866666666667,0.0535666666666667,51,0.000166666666666669
"V-PCA","Int-Euclidean",0.934778594024605,0.0338089045108377,0.925005407944281,0.0506819607104439,0.378,0.061,0.93477855887522,0.0338091622729935,0.925004925510179,0.0506813006085655,0.378,0.061,51,6.60101878414976e-07
"V-PCA","Wasserstein",0.919697234915056,0.0596521382542472,0.916344467344393,0.0668407645686272,0.339,0.0571533333333333,0.919697164616286,0.0596522319859402,0.916344205901186,0.0668405457116483,0.339,0.05716,51,6.66666666666871e-06
"C-PCA","Centers-Euclidean",0.906804862331576,0.0671492208553017,0.903070635046009,0.0782176427648011,0.295333333333333,0.0615133333333333,0.906804909197422,0.0671489865260691,0.903070370609178,0.0782178370280033,0.295333333333333,0.0614733333333333,76,3.99999999999984e-05
"C-PCA","Hausdorff",0.924531974223784,0.0529698886936145,0.9250845658853,0.05843515537602,0.368666666666667,0.08268,0.924531810193322,0.0529703104862332,0.925083930515366,0.0584355321428533,0.368666666666667,0.08274,76,6.00000000000045e-05
"C-PCA","Ichino-Yaguchi",0.914189935559461,0.0610151845342706,0.910790402409146,0.0710762519759841,0.331333333333333,0.0755066666666667,0.914189794961922,0.0610154188635032,0.910789519719772,0.071076252375134,0.331333333333333,0.07552,76,1.33333333333374e-05
"C-PCA","Int-Euclidean",0.935351833626245,0.0198363678968952,0.929319006568012,0.0301139632318433,0.354666666666667,0.042,0.935351763327475,0.0198368365553603,0.929318972793787,0.0301146933077755,0.354666666666667,0.042,76,7.30075932132979e-07
"C-PCA","Wasserstein",0.91256783831283,0.0618200585823081,0.90963401164259,0.0720427250395811,0.318333333333333,0.0701733333333333,0.912567791446983,0.0618198242530755,0.909633535502775,0.072043513299292,0.318333333333333,0.07022,76,4.66666666666671e-05
"IMDS","Centers-Euclidean",0.534609115407147,-0.0510112712360867,0.542680320173514,-0.0717494203038053,0.05,-0.006,0.5346070533099,-0.0510120210896309,0.542678899721716,-0.0717543384450623,0.05,-0.006,76,4.91814125701262e-06
"IMDS","Hausdorff",0.554369009958992,-0.0487039953134153,0.555360669930178,-0.0572677439416332,0.054,0.00533333333333334,0.554245448154657,-0.0489499941417692,0.555221888568699,-0.057539738584427,0.054,0.00533333333333334,76,0.000271994642793816
"IMDS","Ichino-Yaguchi",0.54922978324546,-0.0515466666666667,0.553743779440186,-0.0651152675617143,0.0546666666666667,-0.00186,0.549192794376098,-0.0516178324545987,0.553698206895683,-0.0652017350433531,0.0546666666666667,-0.00182,76,8.64674816387218e-05
"IMDS","Int-Euclidean",0.521397855887522,-0.029427791446983,0.532971094160544,-0.0646699783522569,0.0453333333333333,-0.000193333333333334,0.5218329466901,-0.0303356531927358,0.533037888908283,-0.0649190771100869,0.0453933333333333,-0.000146666666666667,76,0.000907861745752771
"IMDS","Wasserstein",0.548214680726421,-0.0587861980082015,0.551109957716205,-0.0718412057214152,0.0543333333333333,0,0.548139707088459,-0.0589338019917985,0.550986832381438,-0.0720815837900914,0.0543333333333333,0,76,0.000240378068676203
"Int-UMAP","Centers-Euclidean",0.810272103104862,0.0236559578207382,0.835127743745129,0.0343906585098843,0.305,0.0101466666666667,0.810272103104862,0.0236560515524312,0.835127863720387,0.0343901061170802,0.305,0.0100533333333333,76,9.33333333333324e-05
"Int-UMAP","Hausdorff",0.817010134739309,0.0193610544815466,0.842022180408708,0.0237511135899345,0.317333333333333,-0.00484666666666667,0.817009912126538,0.0193617340363211,0.842022723728527,0.0237521789211069,0.317333333333333,-0.00482,76,2.66666666666662e-05
"Int-UMAP","Ichino-Yaguchi",0.818867065026362,0.00830317516110137,0.84658157938409,0.0182217160591681,0.314473333333333,-0.000980000000000001,0.818866947861746,0.00830350322202698,0.846582014119775,0.018221462875295,0.314486666666667,-0.00100666666666667,76,2.66666666666662e-05
"Int-UMAP","Int-Euclidean",0.807213790275337,0.00370134739308731,0.824250453503408,0.0235977909200452,0.296333333333333,0.01564,0.80721388400703,0.00370144112478034,0.824250321553651,0.0235976082014872,0.296333333333333,0.0156933333333333,76,5.33333333333288e-05
"Int-UMAP","Wasserstein",0.818219941417692,0.00860710017574695,0.84331094680974,0.0209888392151914,0.311333333333333,-0.00351333333333333,0.818219941417692,0.0086076157000586,0.84331119485072,0.0209884854148312,0.311333333333333,-0.00356666666666667,76,5.33333333333314e-05
"MR-PCA","Centers-Euclidean",0.906804815465729,0.0671496895137668,0.903070108198801,0.0782177755282097,0.295333333333333,0.06152,0.906804944346807,0.0671493848857645,0.903070254272324,0.0782182448978276,0.295333333333333,0.0615133333333333,76,6.66666666666871e-06
"MR-PCA","Hausdorff",0.914811271236087,0.0565123374340949,0.914049355365182,0.0651107447631145,0.324333333333333,0.0758,0.914811177504394,0.0565127592267135,0.914049306883816,0.0651112020661229,0.324333333333333,0.0758533333333333,76,5.33333333333358e-05
"MR-PCA","Ichino-Yaguchi",0.907661921499707,0.0666247451669596,0.904775211852665,0.0758546026055587,0.297666666666667,0.0596666666666667,0.907662062097247,0.0666243702401875,0.904782232838587,0.0758443927801146,0.297666666666667,0.0596666666666667,76,1.02098254440436e-05
"MR-PCA","Int-Euclidean",0.906437469244288,0.0682757117750439,0.901649146164561,0.0814257912571734,0.293333333333333,0.0736666666666667,0.906437656707674,0.0682750556531927,0.901649241223652,0.0814267180219112,0.293333333333333,0.0736666666666667,76,9.26764737813057e-07
"MR-PCA","Wasserstein",0.908116414762742,0.0657578910369068,0.905230230157528,0.0751413044189122,0.298,0.0615133333333333,0.908116567076743,0.0657577738722905,0.905230436057486,0.075141771669965,0.298,0.0614733333333333,76,3.99999999999984e-05
"SPCA","Centers-Euclidean",0.906804803749268,0.067149525483304,0.903070647174026,0.0782183705072413,0.295333333333333,0.0614933333333333,0.906804885764499,0.0671497832454599,0.903070340458006,0.0782180120398972,0.295333333333333,0.0614933333333333,76,3.58467344085955e-07
"SPCA","Hausdorff",0.924531669595782,0.0529704510837727,0.925084613015696,0.0584357079223432,0.368666666666667,0.0827,0.924532220269479,0.0529695371997657,0.925084154791572,0.0584350415261774,0.368666666666667,0.0826866666666667,76,1.33333333333235e-05
"SPCA","Ichino-Yaguchi",0.914188365553603,0.0610119039250147,0.910787493389079,0.0710711963122231,0.331333333333333,0.07552,0.914189912126538,0.0610146221441125,0.910788759216334,0.0710740163372068,0.331333333333333,0.0755,76,2.00000000000061e-05
"SPCA","Int-Euclidean",0.93535186877563,0.0198365787932045,0.929318781785192,0.0301141643420021,0.354666666666667,0.042,0.935351833626245,0.0198365553602812,0.929318513218694,0.0301135384134988,0.354666666666667,0.042,76,6.25928503337342e-07
"SPCA","Wasserstein",0.912567826596368,0.0618204569420035,0.90963434570038,0.0720429816008768,0.318333333333333,0.0701866666666667,0.912567814879906,0.0618210427650849,0.909633599182541,0.0720435557320003,0.318333333333333,0.0701733333333333,76,1.33333333333374e-05
"V-PCA","Centers-Euclidean",0.906982308142941,0.0666909900410077,0.903304953834472,0.0776455097858515,0.295,0.061,0.906982612770943,0.0666910837727007,0.903305034278536,0.0776453145708302,0.295,0.0610066666666667,76,6.66666666666871e-06
"V-PCA","Hausdorff",0.924577598125366,0.0528975278265964,0.925036174098762,0.0585215803328389,0.368,0.0820466666666667,0.924577387229057,0.0528975278265964,0.925035957344996,0.0585213917805511,0.368,0.08198,76,6.66666666666732e-05
"V-PCA","Ichino-Yaguchi",0.914323819566491,0.0606850380785003,0.910905851369153,0.0707747295106744,0.332,0.0755,0.91432265963679,0.0606826713532513,0.910905699799642,0.070775930982678,0.332,0.0755066666666667,76,6.66666666666871e-06
"V-PCA","Int-Euclidean",0.935433438781488,0.0195863620386643,0.929320880254559,0.0299426745778184,0.354333333333333,0.0413333333333333,0.935433403632103,0.0195862917398945,0.929321138903716,0.0299428092448651,0.354333333333333,0.0413333333333333,76,2.58649156870128e-07
"V-PCA","Wasserstein",0.91245028705331,0.0619845811364968,0.909576261678398,0.0720818882800829,0.318666666666667,0.0705,0.912450486233158,0.0619848857644991,0.909576000618989,0.0720824484716626,0.318666666666667,0.0704866666666667,76,1.33333333333374e-05
"C-PCA","Centers-Euclidean",0.898168482718219,0.0747125483304042,0.892511179237817,0.0911488091745533,0.297,0.0483133333333333,0.898168506151142,0.074713532513181,0.892510832315117,0.0911494912910858,0.297,0.0483466666666667,86,3.33333333333297e-05
"C-PCA","Hausdorff",0.910771611013474,0.0652325014645577,0.909838615207643,0.075434374086081,0.334333333333333,0.06844,0.910771376684241,0.0652329232571763,0.90983771541623,0.0754353158035894,0.334333333333333,0.0685333333333333,86,9.33333333333342e-05
"C-PCA","Ichino-Yaguchi",0.900932501464558,0.0725072056239016,0.898727394842031,0.0829550122715577,0.305333333333333,0.0551866666666667,0.900933649677797,0.0725098301113064,0.898728743216562,0.0829578313447223,0.305333333333333,0.0552266666666667,86,3.99999999999984e-05
"C-PCA","Int-Euclidean",0.917770685413005,0.0439783011130639,0.907452322016358,0.0654121675330523,0.338666666666667,0.0539266666666667,0.917770849443468,0.0439788166373755,0.907451943468702,0.0654128364469331,0.338666666666667,0.0539066666666667,86,1.99999999999992e-05
"C-PCA","Wasserstein",0.900429127123609,0.0735096426479203,0.89761261227819,0.0848108603784279,0.304666666666667,0.04924,0.900429091974224,0.0735098066783831,0.897612207755084,0.0848113296559343,0.304666666666667,0.0491333333333333,86,0.000106666666666658
"IMDS","Centers-Euclidean",0.544809150556532,-0.0448470767428236,0.539331930843282,-0.0522049710439751,0.0513333333333333,-0.00333333333333333,0.544837352079672,-0.0447927357937903,0.539435208585776,-0.0520000191591968,0.0513333333333333,-0.00333333333333333,86,0.000204951884778308
"IMDS","Hausdorff",0.548570087873462,-0.0387301464557704,0.540825777593964,-0.0444594883849672,0.056,-0.00533333333333333,0.548662788517868,-0.0385451200937317,0.540879470168378,-0.0443512917336202,0.056,-0.00533333333333333,86,0.000185026362038654
"IMDS","Ichino-Yaguchi",0.552579144698301,-0.0413577973052138,0.544825010750182,-0.0462892308887396,0.0563333333333333,-0.00312,0.552598758055067,-0.0413194141769186,0.54484511521079,-0.046247649198791,0.0563333333333333,-0.00317333333333333,86,5.33333333333336e-05
"IMDS","Int-Euclidean",0.532894188635032,-0.0415826830697129,0.536178812814494,-0.0611875298191866,0.049,-0.00166666666666667,0.533526373755126,-0.0426452958406561,0.536529640152518,-0.0614457380689096,0.0490866666666667,-0.00158,86,0.00106261277094317
"IMDS","Wasserstein",0.550764721734036,-0.0490433977738723,0.54316486349149,-0.0545177335407071,0.0556666666666667,-0.005,0.550758547158758,-0.0490577152899824,0.54321820614958,-0.0544101991405074,0.0556666666666667,-0.005,86,0.000107534400199706
"Int-UMAP","Centers-Euclidean",0.814589045108377,0.0241276391329818,0.841256826423357,0.0420420147676264,0.332666666666667,0.0436666666666667,0.814589267721148,0.0241287873462214,0.841256468324459,0.0420425116171821,0.332666666666667,0.0436933333333333,86,2.66666666666679e-05
"Int-UMAP","Hausdorff",0.814831271236087,0.0137713181019332,0.844795926582818,0.019977919639758,0.346666666666667,0.01234,0.814831271236087,0.0137715992970123,0.844795859279998,0.0199779609057203,0.346666666666667,0.0123,86,3.99999999999984e-05
"Int-UMAP","Ichino-Yaguchi",0.821744545987112,0.00886526069127128,0.852287556638992,0.0226724229613763,0.355333333333333,0.0196666666666667,0.821744628002343,0.00886608084358527,0.852288427415275,0.0226723369599175,0.355333333333333,0.0196666666666667,86,8.70776283634633e-07
"Int-UMAP","Int-Euclidean",0.803468435852373,0.0302608787346222,0.821133326839471,0.0517577998425814,0.324333333333333,0.0314933333333333,0.803468646748682,0.0302611599297013,0.821133236938624,0.0517578730405384,0.324333333333333,0.0315,86,6.66666666666871e-06
"Int-UMAP","Wasserstein",0.817370228471002,0.0168060691271236,0.847705221403095,0.0283581189476013,0.344333333333333,0.0161666666666667,0.817370345635618,0.0168064440538957,0.847705005340166,0.0283586101476502,0.344333333333333,0.01618,86,1.33333333333305e-05
"MR-PCA","Centers-Euclidean",0.898168388986526,0.0747125483304042,0.892510814537593,0.0911494636576288,0.297,0.0483533333333333,0.898168588166374,0.07471280609256,0.892510934850594,0.0911482765550229,0.297,0.04828,86,7.3333333333335e-05
"MR-PCA","Hausdorff",0.900284956063269,0.0650339777387229,0.898172257866823,0.0779470792587417,0.296666666666667,0.04386,0.900285084944347,0.0650341417691857,0.898172456720249,0.0779456932566536,0.296666666666667,0.0437666666666667,86,9.33333333333342e-05
"MR-PCA","Ichino-Yaguchi",0.898153755125952,0.0736394844756884,0.893623125472935,0.0885507038164721,0.296333333333333,0.0471666666666667,0.898154001171646,0.0736393204452256,0.893622994106551,0.0885509799975222,0.296333333333333,0.0471733333333333,86,6.66666666666177e-06
"MR-PCA","Int-Euclidean",0.898155172817809,0.0739506502636203,0.890801245347792,0.0930733064336982,0.294,0.0506866666666667,0.89815525483304,0.0739507674282366,0.890801231776695,0.0930721128525818,0.294,0.0506133333333333,86,7.3333333333328e-05
"MR-PCA","Wasserstein",0.898405366139426,0.0737724194493263,0.892924999881023,0.0898036461118268,0.298666666666667,0.0443533333333333,0.898405577035735,0.073772934973638,0.892925020299077,0.0898025173772226,0.298666666666667,0.04428,86,7.3333333333335e-05
"SPCA","Centers-Euclidean",0.898168295254833,0.0747129701230228,0.892510827095464,0.0911488445453782,0.297,0.0483533333333333,0.898168599882835,0.0747132044522554,0.892511026916062,0.0911492233693689,0.297,0.04834,86,1.33333333333305e-05
"SPCA","Hausdorff",0.910771564147627,0.0652323140011716,0.909838041567781,0.0754347185217697,0.334333333333333,0.0686,0.910771482132396,0.0652328529584065,0.909838226604479,0.0754350777874137,0.334333333333333,0.0685066666666667,86,9.33333333333342e-05
"SPCA","Ichino-Yaguchi",0.900931657879321,0.0725051903925015,0.898724794349511,0.0829514307913163,0.305333333333333,0.05518,0.900932642062097,0.0725079554774458,0.898727523322254,0.0829542276349,0.305333333333333,0.0551933333333333,86,1.33333333333305e-05
"SPCA","Int-Euclidean",0.917770626830697,0.0439785120093732,0.907452111725751,0.0654121190209835,0.338666666666667,0.0537666666666667,0.917770931458699,0.0439789806678383,0.907452378542129,0.0654121260214592,0.338666666666667,0.0539,86,0.000133333333333333
"SPCA","Wasserstein",0.900429091974224,0.073509525483304,0.897612294017525,0.084810535869532,0.304666666666667,0.0491,0.900429173989455,0.0735097832454599,0.897612611940447,0.0848111802510438,0.304666666666667,0.04916,86,5.99999999999976e-05
"V-PCA","Centers-Euclidean",0.897857024018746,0.0752328295254833,0.892253541557572,0.0916124030929207,0.296,0.0485066666666667,0.897857035735208,0.0752323374340949,0.892252762923515,0.0916122514466499,0.296,0.0484733333333333,86,3.33333333333366e-05
"V-PCA","Hausdorff",0.911035910954892,0.0647107439953134,0.910257630510898,0.0746090870473851,0.335333333333333,0.06818,0.911036098418278,0.0647106502636204,0.910256985116159,0.0746087023896646,0.335333333333333,0.0682,86,2.00000000000061e-05
"V-PCA","Ichino-Yaguchi",0.901382788517868,0.0716094434680726,0.898735483738248,0.0829538794840465,0.306,0.05654,0.901380843585237,0.0716067252489748,0.898732386211949,0.0829511386749727,0.306,0.0565133333333333,86,2.66666666666679e-05
"V-PCA","Int-Euclidean",0.917668810779145,0.0441234680726421,0.90725655865516,0.0657285661935665,0.338,0.05316,0.91766870533099,0.0441236321031049,0.907256236894257,0.0657282227096969,0.338,0.0531066666666667,86,5.33333333333358e-05
"V-PCA","Wasserstein",0.900718336262449,0.0729552196836556,0.897718663759627,0.0846702986547266,0.307,0.05082,0.900718031634446,0.0729547510251904,0.897718258837371,0.0846697046582179,0.307,0.0507666666666667,86,5.33333333333358e-05
