"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep"
"C-PCA","Ichino-Yaguchi",0.925248974809608,0.0585377855887522,0.919367263687504,0.0687937658307085,0.349,0.0573333333333333,FALSE,0,43
"C-PCA","Wasserstein",0.921783831282952,0.0582483889865261,0.916795288127147,0.070603955299506,0.335,0.0663333333333333,FALSE,0,43
"C-PCA","Centers-Euclidean",0.838557117750439,0.136111306385472,0.837849402418818,0.156173870018052,0.213333333333333,0.041,FALSE,0,43
"V-PCA","Int-Euclidean",0.923506736965436,0.0585869947275922,0.918343413404345,0.0670830245678319,0.312666666666667,0.055,FALSE,0,43
"V-PCA","Hausdorff",0.948349736379613,0.0298031634446397,0.939768162204708,0.0380334481503469,0.351666666666667,0.0616666666666667,FALSE,0,43
"V-PCA","Ichino-Yaguchi",0.925443468072642,0.058099589923843,0.919137820791812,0.0692802328824935,0.349666666666667,0.0603333333333333,FALSE,0,43
"V-PCA","Wasserstein",0.921914469830111,0.0578769771528999,0.916925525377262,0.070340714383199,0.335,0.0676666666666667,FALSE,0,43
"V-PCA","Centers-Euclidean",0.838498535442296,0.136099589923843,0.838399818663115,0.154930568636671,0.213333333333333,0.0406666666666667,FALSE,0,43
"MR-PCA","Int-Euclidean",0.736111306385472,0.216595196250732,0.742577563659425,0.243703142676297,0.127333333333333,0.0383333333333333,FALSE,0,43
"MR-PCA","Hausdorff",0.73717633274751,0.211456356180434,0.752293560038214,0.223594102590437,0.141,0.038,FALSE,0,43
"MR-PCA","Ichino-Yaguchi",0.715977152899824,0.263244288224956,0.725152387768634,0.282966747893678,0.141,0.031,FALSE,0,43
"MR-PCA","Wasserstein",0.743616285881664,0.232893966022261,0.750344533941024,0.252188107696179,0.158333333333333,0.0353333333333333,FALSE,0,43
"MR-PCA","Centers-Euclidean",0.838557117750439,0.136111306385472,0.837849402418818,0.156173870018052,0.213333333333333,0.041,FALSE,0,43
"SPCA","Int-Euclidean",0.923253661394259,0.0592759226713533,0.918353870365006,0.0671071009847796,0.312666666666667,0.0536666666666667,FALSE,0,43
"SPCA","Hausdorff",0.948261862917399,0.0299976567076743,0.939926751381635,0.0377539249871389,0.352,0.062,FALSE,0,43
"SPCA","Ichino-Yaguchi",0.925248974809608,0.0585377855887522,0.919367263687504,0.0687937658307085,0.349,0.0573333333333333,FALSE,0,43
"SPCA","Wasserstein",0.921783831282952,0.0582483889865261,0.916795288127147,0.070603955299506,0.335,0.0663333333333333,FALSE,0,43
"SPCA","Centers-Euclidean",0.838557117750439,0.136111306385472,0.837849402418818,0.156173870018052,0.213333333333333,0.041,FALSE,0,43
"IMDS","Int-Euclidean",0.531949619214997,-0.0653005272407733,0.5287118917358,-0.0657217789866903,0.0353333333333333,0,TRUE,0,43
"IMDS","Hausdorff",0.574493263034564,-0.0776051552431166,0.581158531146667,-0.101117555335614,0.0563333333333333,-0.00233333333333334,TRUE,0,43
"IMDS","Ichino-Yaguchi",0.563854715875805,-0.0811622729935559,0.570844554435838,-0.0943083107775241,0.0553333333333333,-0.00233333333333333,FALSE,0,43
"IMDS","Wasserstein",0.562346221441125,-0.0832161687170475,0.569551299440284,-0.0965797041777028,0.0516666666666667,-0.00533333333333334,TRUE,0,43
"IMDS","Centers-Euclidean",0.506309314586995,0.00290099589923842,0.4987208925668,0.00870813895882971,0.0323333333333333,-0.00666666666666667,TRUE,0,43
"Int-UMAP","Int-Euclidean",0.800372583479789,-0.0776660808435852,0.798319471316702,-0.070949060331973,0.176,-0.000333333333333324,FALSE,0,43
"Int-UMAP","Hausdorff",0.905329818394845,-0.00718219097832462,0.904040693028678,0.00354219467678296,0.314,0.0146666666666667,FALSE,0,43
"Int-UMAP","Ichino-Yaguchi",0.877264792032806,0.0210228471001758,0.880279164695864,0.0349555753800022,0.32,0.0173333333333333,FALSE,0,43
"Int-UMAP","Wasserstein",0.860312829525483,0.00502401874633862,0.867246659921033,0.0217566020550388,0.298333333333333,0.021,FALSE,0,43
"Int-UMAP","Centers-Euclidean",0.60584827182191,-0.0769009958992384,0.613638739834534,-0.0862963814141667,0.133666666666667,-0.0116666666666667,FALSE,0,43
"C-PCA","Int-Euclidean",0.919321616871705,0.0655371997656707,0.912416561160593,0.0781621601871583,0.318,0.0643333333333333,FALSE,0,44
"C-PCA","Hausdorff",0.945251903925015,0.034581136496778,0.937435759504796,0.0421452466692857,0.358333333333333,0.0603333333333333,FALSE,0,44
"C-PCA","Ichino-Yaguchi",0.92111482132396,0.0623842999414177,0.916105619217411,0.0721720572632776,0.337,0.0526666666666667,FALSE,0,44
"C-PCA","Wasserstein",0.918236672524897,0.0648576449912126,0.913232501919374,0.0749137613540885,0.331666666666667,0.0596666666666667,FALSE,0,44
"C-PCA","Centers-Euclidean",0.82627885178676,0.157591095489162,0.829052972262303,0.16850804663238,0.194666666666667,0.0476666666666667,FALSE,0,44
"V-PCA","Int-Euclidean",0.919801405975395,0.0643104862331576,0.913808850627809,0.0752382380109561,0.321666666666667,0.07,FALSE,0,44
"V-PCA","Hausdorff",0.945672524897481,0.0337492677211483,0.937513258302357,0.0422540257724971,0.362333333333333,0.0623333333333333,FALSE,0,44
"V-PCA","Ichino-Yaguchi",0.921842413591096,0.06097129466901,0.916378159559572,0.0720957413311927,0.342,0.056,FALSE,0,44
"V-PCA","Wasserstein",0.919438781487991,0.0624628002343293,0.913728757355681,0.0743771349723965,0.339,0.07,FALSE,0,44
"V-PCA","Centers-Euclidean",0.829232571763328,0.152126537785589,0.829495533589004,0.168070880738145,0.198,0.0456666666666667,FALSE,0,44
"MR-PCA","Int-Euclidean",0.726918570591681,0.222837727006444,0.737198840991409,0.24716152047263,0.119666666666667,0.0253333333333333,FALSE,0,44
"MR-PCA","Hausdorff",0.753676625659051,0.188693614528412,0.776656714784191,0.18641570421639,0.156666666666667,0.0156666666666667,FALSE,0,44
"MR-PCA","Ichino-Yaguchi",0.722463971880492,0.249572349150556,0.740609463568588,0.252130295433894,0.144333333333333,0.0233333333333333,FALSE,0,44
"MR-PCA","Wasserstein",0.747853544229643,0.223032220269479,0.759321462767832,0.231481454189178,0.154333333333333,0.0253333333333333,FALSE,0,44
"MR-PCA","Centers-Euclidean",0.82627885178676,0.157591095489162,0.829052972262303,0.16850804663238,0.194666666666667,0.0476666666666667,FALSE,0,44
"SPCA","Int-Euclidean",0.919321616871705,0.0655371997656707,0.912416561160593,0.0781621601871583,0.318,0.0643333333333333,FALSE,0,44
"SPCA","Hausdorff",0.945251903925015,0.034581136496778,0.937435759504796,0.0421452466692857,0.358333333333333,0.0603333333333333,FALSE,0,44
"SPCA","Ichino-Yaguchi",0.92111482132396,0.0623842999414177,0.916105619217411,0.0721720572632776,0.337,0.0526666666666667,FALSE,0,44
"SPCA","Wasserstein",0.918236672524897,0.0648576449912126,0.913232501919374,0.0749137613540885,0.331666666666667,0.0596666666666667,FALSE,0,44
"SPCA","Centers-Euclidean",0.82627885178676,0.157591095489162,0.829052972262303,0.16850804663238,0.194666666666667,0.0476666666666667,FALSE,0,44
"IMDS","Int-Euclidean",0.513308142940832,-0.0531353251318102,0.498444046010934,-0.0579347521885314,0.0306666666666667,-0.005,TRUE,0,44
"IMDS","Hausdorff",0.586220269478617,-0.103925014645577,0.586294344214314,-0.12828484198959,0.0563333333333333,-0.007,TRUE,0,44
"IMDS","Ichino-Yaguchi",0.573589338019918,-0.0793661394258933,0.576491031484793,-0.0939832630292133,0.0563333333333333,-0.00766666666666667,FALSE,0,44
"IMDS","Wasserstein",0.571026362038664,-0.0885577035735208,0.572527134135717,-0.108388422932515,0.0513333333333333,-0.00933333333333334,TRUE,0,44
"IMDS","Centers-Euclidean",0.505380199179848,0.00903339191564145,0.495344436456328,0.00637581225092465,0.0353333333333333,-0.008,FALSE,0,44
"Int-UMAP","Int-Euclidean",0.765924428822496,-0.114885764499121,0.770794253100666,-0.110011331252534,0.193,-0.001,FALSE,0,44
"Int-UMAP","Hausdorff",0.897059753954306,-0.00241944932630345,0.897388225353298,0.00274644936944289,0.279,0.00700000000000001,FALSE,0,44
"Int-UMAP","Ichino-Yaguchi",0.8687949619215,0.0246057410661981,0.875633324291052,0.0262960375311471,0.288333333333333,0.019,FALSE,0,44
"Int-UMAP","Wasserstein",0.857039250146456,0.0153251318101933,0.864073016497327,0.0202715938962606,0.260666666666667,0.017,FALSE,0,44
"Int-UMAP","Centers-Euclidean",0.606320445225542,-0.0990990041007616,0.61199061675266,-0.103490042667593,0.124333333333333,-0.00066666666666667,FALSE,0,44
"C-PCA","Int-Euclidean",0.92620093731693,0.0605893380199179,0.916974947814984,0.0735770834513512,0.346333333333333,0.057,FALSE,0,45
"C-PCA","Hausdorff",0.943875805506737,0.0361687170474517,0.933402702521384,0.0484250203758365,0.340333333333333,0.081,FALSE,0,45
"C-PCA","Ichino-Yaguchi",0.920140011716462,0.0661804335090803,0.911382253916774,0.0844445299034687,0.328333333333333,0.079,FALSE,0,45
"C-PCA","Wasserstein",0.915357352079672,0.0651329818394845,0.906911799225127,0.0842526431785353,0.312333333333333,0.0866666666666667,FALSE,0,45
"C-PCA","Centers-Euclidean",0.821115992970123,0.153088459285296,0.820824502524854,0.172885772653716,0.184666666666667,0.0326666666666667,FALSE,0,45
"V-PCA","Int-Euclidean",0.925674868189807,0.0614961921499707,0.91692470865509,0.0737304153630967,0.344333333333333,0.0563333333333333,FALSE,0,45
"V-PCA","Hausdorff",0.943460456942004,0.0369408318687756,0.933210238564239,0.0487416414549752,0.338,0.0776666666666667,FALSE,0,45
"V-PCA","Ichino-Yaguchi",0.919533099004101,0.0674973637961336,0.911373692918297,0.0845501557222058,0.325666666666667,0.074,FALSE,0,45
"V-PCA","Wasserstein",0.914937902753368,0.0659742237844171,0.907095478813352,0.0839199424978465,0.310333333333333,0.0826666666666667,FALSE,0,45
"V-PCA","Centers-Euclidean",0.821302284710018,0.152975981253661,0.820645796191281,0.173454774700588,0.182333333333333,0.03,FALSE,0,45
"MR-PCA","Int-Euclidean",0.723039250146456,0.222795547744581,0.725336183263858,0.25644002165849,0.134,0.033,FALSE,0,45
"MR-PCA","Hausdorff",0.715345635618043,0.229301698886936,0.723266587788499,0.258082179751646,0.111666666666667,0.0256666666666667,FALSE,0,45
"MR-PCA","Ichino-Yaguchi",0.705142940831869,0.26601640304628,0.709603291021905,0.298195820808085,0.119333333333333,0.021,FALSE,0,45
"MR-PCA","Wasserstein",0.732682483889865,0.237170474516696,0.735040556703623,0.26464543127613,0.126666666666667,0.027,FALSE,0,45
"MR-PCA","Centers-Euclidean",0.821115992970123,0.153088459285296,0.820824502524854,0.172885772653716,0.184666666666667,0.0326666666666667,FALSE,0,45
"SPCA","Int-Euclidean",0.92620093731693,0.0605893380199179,0.916974947814984,0.0735770834513512,0.346333333333333,0.057,FALSE,0,45
"SPCA","Hausdorff",0.943875805506737,0.0361687170474517,0.933402702521384,0.0484250203758365,0.340333333333333,0.081,FALSE,0,45
"SPCA","Ichino-Yaguchi",0.920140011716462,0.0661804335090803,0.911382253916774,0.0844445299034687,0.328333333333333,0.079,FALSE,0,45
"SPCA","Wasserstein",0.915357352079672,0.0651329818394845,0.906911799225127,0.0842526431785353,0.312333333333333,0.0866666666666667,FALSE,0,45
"SPCA","Centers-Euclidean",0.821115992970123,0.153088459285296,0.820824502524854,0.172885772653716,0.184666666666667,0.0326666666666667,FALSE,0,45
"IMDS","Int-Euclidean",0.507865846514353,-0.0366127709431753,0.502252442989492,-0.034903156247395,0.0283333333333333,0.00266666666666667,TRUE,0,45
"IMDS","Hausdorff",0.584066783831283,-0.0720000000000001,0.592206362664866,-0.0869187390607972,0.0543333333333333,-0.00466666666666667,TRUE,0,45
"IMDS","Ichino-Yaguchi",0.571462800234329,-0.0508365553602812,0.57869480581586,-0.0670435225411481,0.0563333333333333,-0.00733333333333333,FALSE,0,45
"IMDS","Wasserstein",0.569604569420035,-0.0535383714118337,0.57749358942179,-0.076268655845712,0.0536666666666667,-0.00366666666666667,FALSE,0,45
"IMDS","Centers-Euclidean",0.504547744581136,0.00398476859988284,0.504592836364033,0.00199197770041437,0.0376666666666667,-0.000333333333333335,FALSE,0,45
"Int-UMAP","Int-Euclidean",0.776012888107791,-0.106125366139426,0.766995018148273,-0.0809309005451928,0.163666666666667,0.016,FALSE,0,45
"Int-UMAP","Hausdorff",0.897145869947276,-0.0211341534856474,0.893438680514713,-0.0163960829267761,0.287666666666667,0.00266666666666668,FALSE,0,45
"Int-UMAP","Ichino-Yaguchi",0.867193321616872,0.012589338019918,0.86857373826787,0.0206407630641389,0.3,0.0236666666666667,FALSE,0,45
"Int-UMAP","Wasserstein",0.85167603983597,-0.00541183362624487,0.855152641842918,0.00589972156221757,0.268666666666667,0.0283333333333333,FALSE,0,45
"Int-UMAP","Centers-Euclidean",0.593927943760984,-0.0876801405975395,0.59227071714808,-0.100470012863374,0.111666666666667,-0.00933333333333333,FALSE,0,45
"C-PCA","Int-Euclidean",0.934389572349151,0.0525752782659636,0.927541684685983,0.0596141509704793,0.354,0.0696666666666667,FALSE,0,46
"C-PCA","Hausdorff",0.9472870533099,0.033435266549502,0.939386043691873,0.0419129429432057,0.366333333333333,0.067,FALSE,0,46
"C-PCA","Ichino-Yaguchi",0.927585237258348,0.0595571177504394,0.921057552354271,0.0723008798339168,0.355333333333333,0.0686666666666667,FALSE,0,46
"C-PCA","Wasserstein",0.922104862331576,0.0592208553016988,0.916827732875969,0.0729182542471472,0.331,0.0633333333333333,FALSE,0,46
"C-PCA","Centers-Euclidean",0.833842999414177,0.145122437024019,0.837794972952219,0.153469268448748,0.215,0.0466666666666667,FALSE,0,46
"V-PCA","Int-Euclidean",0.934718219097832,0.0518219097832455,0.927603801626782,0.0591895629047246,0.353,0.068,FALSE,0,46
"V-PCA","Hausdorff",0.947263620386643,0.0335289982425307,0.938998791496817,0.0426247163156987,0.366,0.0686666666666667,FALSE,0,46
"V-PCA","Ichino-Yaguchi",0.927335090802578,0.059916813122437,0.920702846230712,0.0727725675918195,0.354333333333333,0.0683333333333333,FALSE,0,46
"V-PCA","Wasserstein",0.921970123022847,0.0593895723491505,0.916960108648612,0.0727733090895805,0.329666666666667,0.065,FALSE,0,46
"V-PCA","Centers-Euclidean",0.834265377855888,0.144258933801992,0.838889737594228,0.151121439371505,0.215333333333333,0.046,FALSE,0,46
"MR-PCA","Int-Euclidean",0.735429408318688,0.232859988283538,0.743987931548243,0.251713671944503,0.131,0.0263333333333333,FALSE,0,46
"MR-PCA","Hausdorff",0.72498769771529,0.227008787346221,0.73499156719006,0.251920307259478,0.128,0.0306666666666667,FALSE,0,46
"MR-PCA","Ichino-Yaguchi",0.711437609841828,0.26635266549502,0.720476701695144,0.290343611290601,0.127666666666667,0.0286666666666667,FALSE,0,46
"MR-PCA","Wasserstein",0.739031048623316,0.2323280609256,0.746217358170899,0.251480084797868,0.138666666666667,0.025,FALSE,0,46
"MR-PCA","Centers-Euclidean",0.833842999414177,0.145122437024019,0.837794972952219,0.153469268448748,0.215,0.0466666666666667,FALSE,0,46
"SPCA","Int-Euclidean",0.934389572349151,0.0525752782659636,0.927541684685983,0.0596141509704793,0.354,0.0696666666666667,FALSE,0,46
"SPCA","Hausdorff",0.9472870533099,0.033435266549502,0.939386043691873,0.0419129429432057,0.366333333333333,0.067,FALSE,0,46
"SPCA","Ichino-Yaguchi",0.927585237258348,0.0595571177504394,0.921057552354271,0.0723008798339168,0.355333333333333,0.0686666666666667,FALSE,0,46
"SPCA","Wasserstein",0.922104862331576,0.0592208553016988,0.916827732875969,0.0729182542471472,0.331,0.0633333333333333,FALSE,0,46
"SPCA","Centers-Euclidean",0.833842999414177,0.145122437024019,0.837794972952219,0.153469268448748,0.215,0.0466666666666667,FALSE,0,46
"IMDS","Int-Euclidean",0.523782073813708,-0.0344370240187463,0.519158129079869,-0.0508265873156599,0.0363333333333333,-0.011,TRUE,0,46
"IMDS","Hausdorff",0.580380199179848,-0.0884253075571177,0.584257617200783,-0.115200869901224,0.0593333333333333,-0.001,TRUE,0,46
"IMDS","Ichino-Yaguchi",0.57327885178676,-0.0649853544229644,0.575096671043499,-0.0874045275576952,0.056,0.000333333333333335,TRUE,0,46
"IMDS","Wasserstein",0.563820152314001,-0.0722144112478031,0.570051297674813,-0.0991809243790494,0.0546666666666667,0.004,TRUE,0,46
"IMDS","Centers-Euclidean",0.512094903339191,0.00247451669595777,0.505725582424999,-0.00531648828502629,0.0323333333333333,-0.00433333333333333,TRUE,0,46
"Int-UMAP","Int-Euclidean",0.77972114821324,-0.101181019332162,0.779803707273878,-0.0740984300665521,0.164333333333333,0.00633333333333333,FALSE,0,46
"Int-UMAP","Hausdorff",0.909915055653193,-0.00940246045694204,0.911983032136329,0.00204643556806634,0.296333333333333,0.029,FALSE,0,46
"Int-UMAP","Ichino-Yaguchi",0.876560046865847,0.0110697129466901,0.887178032230743,0.0236769860741194,0.295333333333333,0.024,FALSE,0,46
"Int-UMAP","Wasserstein",0.86279906268307,-0.00134973637961333,0.875696490535618,0.0152239177394973,0.281333333333333,0.0346666666666667,FALSE,0,46
"Int-UMAP","Centers-Euclidean",0.610407732864675,-0.107332161687171,0.62270524558237,-0.119147693611897,0.119333333333333,0.00333333333333333,FALSE,0,46
"C-PCA","Int-Euclidean",0.920132396016403,0.0600374926772115,0.917108594726646,0.0661846194327987,0.317333333333333,0.0673333333333333,FALSE,0,47
"C-PCA","Hausdorff",0.941136496777973,0.0366256590509666,0.934138543867268,0.0443759405929802,0.345666666666667,0.0463333333333333,FALSE,0,47
"C-PCA","Ichino-Yaguchi",0.918635032220269,0.0650990041007616,0.913662206780237,0.0747972126439032,0.328333333333333,0.0536666666666667,FALSE,0,47
"C-PCA","Wasserstein",0.913656121851201,0.0631411833626245,0.910076168553648,0.0765107019005524,0.313333333333333,0.0603333333333333,FALSE,0,47
"C-PCA","Centers-Euclidean",0.821217926186292,0.145913298183948,0.822104228640451,0.166390487151747,0.204,0.0643333333333333,FALSE,0,47
"V-PCA","Int-Euclidean",0.919090802577622,0.0614551845342707,0.91589540997534,0.0685886611022096,0.321666666666667,0.0556666666666667,FALSE,0,47
"V-PCA","Hausdorff",0.940472173403632,0.0377082601054481,0.932887588785913,0.0464030434875388,0.347333333333333,0.054,FALSE,0,47
"V-PCA","Ichino-Yaguchi",0.917017574692443,0.0668670181605154,0.912911801067358,0.0754265508087929,0.332333333333333,0.06,FALSE,0,47
"V-PCA","Wasserstein",0.91219683655536,0.0649021675454012,0.909641904939987,0.0766440809212012,0.314666666666667,0.0586666666666667,FALSE,0,47
"V-PCA","Centers-Euclidean",0.823251903925015,0.14178676039836,0.825936221520844,0.159142744152722,0.202333333333333,0.0573333333333333,FALSE,0,47
"MR-PCA","Int-Euclidean",0.726519625073228,0.205479789103691,0.734933524648967,0.234408478988517,0.135,0.036,FALSE,0,47
"MR-PCA","Hausdorff",0.768435852372583,0.157579379027534,0.792056579349548,0.154426342483231,0.161333333333333,0.0246666666666667,FALSE,0,47
"MR-PCA","Ichino-Yaguchi",0.713515524311658,0.238384299941418,0.737963045778045,0.236527106962818,0.129666666666667,0.0213333333333333,FALSE,0,47
"MR-PCA","Wasserstein",0.739763913298184,0.213571177504394,0.754694356311627,0.222548523198978,0.143666666666667,0.024,FALSE,0,47
"MR-PCA","Centers-Euclidean",0.821217926186292,0.145913298183948,0.822104228640451,0.166390487151747,0.204,0.0643333333333333,FALSE,0,47
"SPCA","Int-Euclidean",0.920132396016403,0.0600374926772115,0.917108594726646,0.0661846194327987,0.317333333333333,0.0673333333333333,FALSE,0,47
"SPCA","Hausdorff",0.941136496777973,0.0366256590509666,0.934138543867268,0.0443759405929802,0.345666666666667,0.0463333333333333,FALSE,0,47
"SPCA","Ichino-Yaguchi",0.918635032220269,0.0650990041007616,0.913662206780237,0.0747972126439032,0.328333333333333,0.0536666666666667,FALSE,0,47
"SPCA","Wasserstein",0.913656121851201,0.0631411833626245,0.910076168553648,0.0765107019005524,0.313333333333333,0.0603333333333333,FALSE,0,47
"SPCA","Centers-Euclidean",0.821217926186292,0.145913298183948,0.822104228640451,0.166390487151747,0.204,0.0643333333333333,FALSE,0,47
"IMDS","Int-Euclidean",0.503834212067956,-0.0497867603983596,0.493242439217525,-0.0540650242875058,0.034,0.00266666666666667,TRUE,0,47
"IMDS","Hausdorff",0.587124194493263,-0.109353251318102,0.587355624014886,-0.135673426577828,0.0543333333333333,-0.00166666666666667,TRUE,0,47
"IMDS","Ichino-Yaguchi",0.575248388986526,-0.0917668424135911,0.571835718945022,-0.117104042882213,0.0506666666666667,-0.00266666666666667,TRUE,0,47
"IMDS","Wasserstein",0.568629759812537,-0.0978523725834799,0.568954317750673,-0.123029996271019,0.048,-0.00133333333333333,FALSE,0,47
"IMDS","Centers-Euclidean",0.507080843585237,-0.0052243702401874,0.5009777569094,-0.00705075176051989,0.0306666666666667,-0.002,FALSE,0,47
"Int-UMAP","Int-Euclidean",0.79899589923843,-0.0631212653778558,0.798622264153434,-0.0521796042674041,0.187666666666667,0.0176666666666667,FALSE,0,47
"Int-UMAP","Hausdorff",0.896064440538957,0.000381956649092019,0.895879460097519,0.00760168152655813,0.270666666666667,0.032,FALSE,0,47
"Int-UMAP","Ichino-Yaguchi",0.865527240773286,0.0338453427065026,0.871429458001981,0.0459899678269802,0.267666666666667,0.0276666666666667,FALSE,0,47
"Int-UMAP","Wasserstein",0.848969537199766,0.0125471587580551,0.857037793972007,0.0295946079756604,0.245,0.031,FALSE,0,47
"Int-UMAP","Centers-Euclidean",0.589066198008202,-0.0562975981253662,0.593036807918152,-0.0618798764416029,0.102333333333333,-0.00233333333333333,FALSE,0,47
"C-PCA","Int-Euclidean",0.928454012888108,0.0555418863503222,0.92226260672847,0.0653385121502007,0.339,0.056,FALSE,0,48
"C-PCA","Hausdorff",0.945652021089631,0.0338277680140597,0.936584336619719,0.0429644819502097,0.360333333333333,0.079,FALSE,0,48
"C-PCA","Ichino-Yaguchi",0.92386877562976,0.062788517867604,0.917843478880286,0.0731519227589612,0.353,0.0793333333333333,FALSE,0,48
"C-PCA","Wasserstein",0.919421206795548,0.0623362624487405,0.914571035101706,0.07402136803113,0.338,0.0816666666666667,FALSE,0,48
"C-PCA","Centers-Euclidean",0.828120679554774,0.144806092560047,0.831214933335053,0.15787587296777,0.199666666666667,0.0373333333333333,FALSE,0,48
"V-PCA","Int-Euclidean",0.928489162272994,0.0556824838898652,0.921991373602342,0.0658718409393656,0.340333333333333,0.0623333333333333,FALSE,0,48
"V-PCA","Hausdorff",0.945848857644991,0.0335254833040423,0.936712609591604,0.0429038725680063,0.359333333333333,0.0753333333333333,FALSE,0,48
"V-PCA","Ichino-Yaguchi",0.923768599882835,0.0631411833626244,0.918138779979806,0.0728518280222597,0.355333333333333,0.0806666666666667,FALSE,0,48
"V-PCA","Wasserstein",0.919369654364382,0.0625682483889866,0.914749769068736,0.0737023750802713,0.341333333333333,0.0853333333333333,FALSE,0,48
"V-PCA","Centers-Euclidean",0.82906561218512,0.142867018160516,0.831034063915879,0.158232260126626,0.199666666666667,0.0393333333333333,FALSE,0,48
"MR-PCA","Int-Euclidean",0.729473345049795,0.221301698886936,0.741004651171359,0.242367840305638,0.138,0.0233333333333333,FALSE,0,48
"MR-PCA","Hausdorff",0.749004686584651,0.193793790275337,0.773247374092375,0.186340403046251,0.146,0.014,FALSE,0,48
"MR-PCA","Ichino-Yaguchi",0.716702401874634,0.251103690685413,0.732206013408674,0.261843942201247,0.137333333333333,0.0123333333333333,FALSE,0,48
"MR-PCA","Wasserstein",0.743321031048623,0.223605155243117,0.75297689551314,0.2353871470344,0.154333333333333,0.00800000000000001,FALSE,0,48
"MR-PCA","Centers-Euclidean",0.828120679554774,0.144806092560047,0.831214933335053,0.15787587296777,0.199666666666667,0.0373333333333333,FALSE,0,48
"SPCA","Int-Euclidean",0.928454012888108,0.0555418863503222,0.92226260672847,0.0653385121502007,0.339,0.056,FALSE,0,48
"SPCA","Hausdorff",0.945652021089631,0.0338277680140597,0.936584336619719,0.0429644819502097,0.360333333333333,0.079,FALSE,0,48
"SPCA","Ichino-Yaguchi",0.92386877562976,0.062788517867604,0.917843478880286,0.0731519227589612,0.353,0.0793333333333333,FALSE,0,48
"SPCA","Wasserstein",0.919421206795548,0.0623362624487405,0.914571035101706,0.07402136803113,0.338,0.0816666666666667,FALSE,0,48
"SPCA","Centers-Euclidean",0.828120679554774,0.144806092560047,0.831214933335053,0.15787587296777,0.199666666666667,0.0373333333333333,FALSE,0,48
"IMDS","Int-Euclidean",0.581731693028705,-0.0158453427065027,0.56621099940542,-0.00046094294873239,0.041,0.003,TRUE,0,48
"IMDS","Hausdorff",0.6206719390744,-0.092249560632689,0.623566413866592,-0.10983330117106,0.069,-0.00566666666666666,TRUE,0,48
"IMDS","Ichino-Yaguchi",0.611062097246631,-0.0823280609256004,0.615333905038853,-0.0936805538604477,0.0606666666666667,-0.00266666666666667,FALSE,0,48
"IMDS","Wasserstein",0.603463971880492,-0.0851048623315759,0.606281812441596,-0.0887722654660237,0.0603333333333333,0.002,FALSE,0,48
"IMDS","Centers-Euclidean",0.522798476859988,-0.00136965436438186,0.516413820535742,0.0163592889788716,0.041,0.000666666666666666,FALSE,0,48
"Int-UMAP","Int-Euclidean",0.781514352665495,-0.0681066198008201,0.768021822908535,-0.0380466722946807,0.175333333333333,0.01,FALSE,0,48
"Int-UMAP","Hausdorff",0.904806092560047,-0.00304628002343299,0.904719944892746,0.00830182735445113,0.286,0.0206666666666667,FALSE,0,48
"Int-UMAP","Ichino-Yaguchi",0.877328646748682,0.0291107205623902,0.880139914333213,0.041097217111312,0.287,0.0396666666666667,FALSE,0,48
"Int-UMAP","Wasserstein",0.860163444639719,0.0156496777973052,0.86709903892372,0.0318643402980391,0.266,0.0356666666666667,FALSE,0,48
"Int-UMAP","Centers-Euclidean",0.601562390158172,-0.0784171060339778,0.607656400376859,-0.084042783960252,0.11,0,FALSE,0,48
"C-PCA","Int-Euclidean",0.927323374340949,0.0585225541886349,0.922101842184406,0.06494762001479,0.326333333333333,0.0476666666666667,FALSE,0,49
"C-PCA","Hausdorff",0.949773286467487,0.0295547744581137,0.941342383443998,0.036381784148006,0.364,0.0543333333333333,FALSE,0,49
"C-PCA","Ichino-Yaguchi",0.929779144698301,0.0584663151728179,0.924103967504283,0.0654271065483157,0.362666666666667,0.054,FALSE,0,49
"C-PCA","Wasserstein",0.925350908025776,0.0554094903339192,0.921000548370601,0.0646384492226785,0.34,0.068,FALSE,0,49
"C-PCA","Centers-Euclidean",0.834998828353837,0.138309314586995,0.836313412834789,0.156196927067478,0.216,0.0536666666666667,FALSE,0,49
"V-PCA","Int-Euclidean",0.926810779144698,0.0596859988283539,0.921427182847361,0.066463203058471,0.329333333333333,0.0506666666666667,FALSE,0,49
"V-PCA","Hausdorff",0.949653192735794,0.0298746338605741,0.941363364146173,0.0364485481151449,0.364666666666667,0.055,FALSE,0,49
"V-PCA","Ichino-Yaguchi",0.92965553602812,0.0586924428822496,0.924205142801262,0.0651831921647482,0.363666666666667,0.055,FALSE,0,49
"V-PCA","Wasserstein",0.925053895723492,0.0560339777387229,0.920849660484602,0.0649917460399337,0.339666666666667,0.0663333333333333,FALSE,0,49
"V-PCA","Centers-Euclidean",0.835406561218512,0.137599297012302,0.836047284989829,0.157003954501206,0.217333333333333,0.0526666666666667,FALSE,0,49
"MR-PCA","Int-Euclidean",0.740695371997657,0.207511423550088,0.746519178463466,0.235530931586776,0.129333333333333,0.0316666666666667,FALSE,0,49
"MR-PCA","Hausdorff",0.754777387229057,0.197142355008787,0.774850619672596,0.195492487307416,0.150333333333333,0.0233333333333333,FALSE,0,49
