"dataset","IDR","Metric","test","old_raw","new_raw","raw_delta","old_adj","new_adj","adj_delta","old_marker","new_marker","marker_flip"
"Scenario1","SPCA","Int-Euclidean","B_TC",NA,NA,0.022,0,0,0.081,FALSE,FALSE,FALSE
"Scenario1","SPCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Int-Euclidean","B_RE",NA,NA,0.009,0.4,0.28,0.045,FALSE,FALSE,FALSE
"Scenario1","SPCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Hausdorff","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Hausdorff","B_TC",NA,NA,0.003,1,1,0.024,TRUE,TRUE,FALSE
"Scenario1","SPCA","Hausdorff","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Hausdorff","B_RE",NA,NA,0.003,1,0.96,0.022,TRUE,TRUE,FALSE
"Scenario1","SPCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Ichino-Yaguchi","B_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Wasserstein","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Wasserstein","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Wasserstein","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Wasserstein","B_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario1","SPCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","SPCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario1","IMDS","Int-Euclidean","Q_TC",NA,NA,0.047,0.12,0.12,0.118,FALSE,FALSE,FALSE
"Scenario1","IMDS","Int-Euclidean","B_TC",NA,NA,0.051,0.28,0.24,0.12,FALSE,FALSE,FALSE
"Scenario1","IMDS","Int-Euclidean","Q_RE",NA,NA,0.047,0.12,0.08,0.076,FALSE,FALSE,FALSE
"Scenario1","IMDS","Int-Euclidean","B_RE",NA,NA,0.0419999999999999,0.12,0.12,0.12,FALSE,FALSE,FALSE
"Scenario1","IMDS","Int-Euclidean","Q_LC",NA,NA,0.044,0,0,0.082,FALSE,FALSE,FALSE
"Scenario1","IMDS","Int-Euclidean","B_LC",NA,NA,0.041,0,0,0.089,FALSE,FALSE,FALSE
"Scenario1","IMDS","Hausdorff","Q_TC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario1","IMDS","Hausdorff","B_TC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario1","IMDS","Hausdorff","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","IMDS","Hausdorff","B_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","IMDS","Hausdorff","Q_LC",NA,NA,0.004,0.92,0.92,0.03,TRUE,TRUE,FALSE
"Scenario1","IMDS","Hausdorff","B_LC",NA,NA,0.034,0.12,0.16,0.092,FALSE,FALSE,FALSE
"Scenario1","IMDS","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario1","IMDS","Ichino-Yaguchi","B_TC",NA,NA,0.002,1,1,0.006,TRUE,TRUE,FALSE
"Scenario1","IMDS","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","IMDS","Ichino-Yaguchi","B_RE",NA,NA,0.002,1,1,0.01,TRUE,TRUE,FALSE
"Scenario1","IMDS","Ichino-Yaguchi","Q_LC",NA,NA,0.018,0.96,0.96,0.052,TRUE,TRUE,FALSE
"Scenario1","IMDS","Ichino-Yaguchi","B_LC",NA,NA,0.04,0.16,0.12,0.042,FALSE,FALSE,FALSE
"Scenario1","IMDS","Wasserstein","Q_TC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario1","IMDS","Wasserstein","B_TC",NA,NA,0.009,0.96,0.96,0.06,TRUE,TRUE,FALSE
"Scenario1","IMDS","Wasserstein","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","IMDS","Wasserstein","B_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","IMDS","Wasserstein","Q_LC",NA,NA,0.003,0.92,0.92,0.029,TRUE,TRUE,FALSE
"Scenario1","IMDS","Wasserstein","B_LC",NA,NA,0.03,0.12,0.12,0.082,FALSE,FALSE,FALSE
"Scenario1","IMDS","Centers-Euclidean","Q_TC",NA,NA,0.054,0,0,0.124,FALSE,FALSE,FALSE
"Scenario1","IMDS","Centers-Euclidean","B_TC",NA,NA,0.049,0.04,0.04,0.076,FALSE,FALSE,FALSE
"Scenario1","IMDS","Centers-Euclidean","Q_RE",NA,NA,0.035,0,0,0.108,FALSE,FALSE,FALSE
"Scenario1","IMDS","Centers-Euclidean","B_RE",NA,NA,0.038,0.04,0.04,0.0459999999999999,FALSE,FALSE,FALSE
"Scenario1","IMDS","Centers-Euclidean","Q_LC",NA,NA,0.034,0,0,0.082,FALSE,FALSE,FALSE
"Scenario1","IMDS","Centers-Euclidean","B_LC",NA,NA,0.057,0,0,0.074,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Int-Euclidean","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Int-Euclidean","B_TC",NA,NA,0.024,0.52,0.44,0.052,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Int-Euclidean","B_RE",NA,NA,0.043,0.12,0.16,0.101,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Int-Euclidean","Q_LC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Int-Euclidean","B_LC",NA,NA,0.029,0.24,0.24,0.0810000000000001,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Hausdorff","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Hausdorff","B_TC",NA,NA,0.042,0,0,0.076,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Hausdorff","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Hausdorff","B_RE",NA,NA,0.036,0,0,0.0359999999999999,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Hausdorff","Q_LC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Hausdorff","B_LC",NA,NA,0.025,0.64,0.64,0.087,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Ichino-Yaguchi","B_TC",NA,NA,0.025,0.56,0.6,0.077,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Ichino-Yaguchi","B_RE",NA,NA,0.024,0.64,0.6,0.084,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Ichino-Yaguchi","B_LC",NA,NA,0.074,0.88,0.88,0.042,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Wasserstein","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Wasserstein","B_TC",NA,NA,0.039,0.08,0.04,0.0630000000000001,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Wasserstein","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Wasserstein","B_RE",NA,NA,0.035,0.04,0.08,0.082,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Wasserstein","Q_LC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Wasserstein","B_LC",NA,NA,0.024,0.8,0.8,0.036,FALSE,FALSE,FALSE
"Scenario1","Int-UMAP","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Centers-Euclidean","B_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Centers-Euclidean","B_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario1","Int-UMAP","Centers-Euclidean","B_LC",NA,NA,0.043,0.28,0.24,0.055,FALSE,FALSE,FALSE
"Scenario2","C-PCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Int-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Int-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Hausdorff","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Hausdorff","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Hausdorff","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Hausdorff","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Ichino-Yaguchi","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Wasserstein","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Wasserstein","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Wasserstein","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Wasserstein","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","C-PCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Int-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Int-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Hausdorff","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Hausdorff","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Hausdorff","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Hausdorff","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Ichino-Yaguchi","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Wasserstein","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Wasserstein","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Wasserstein","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Wasserstein","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","V-PCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Int-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Int-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Hausdorff","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Hausdorff","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Hausdorff","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Hausdorff","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Ichino-Yaguchi","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Wasserstein","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Wasserstein","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Wasserstein","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Wasserstein","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","MR-PCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Int-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Int-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Hausdorff","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Hausdorff","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Hausdorff","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Hausdorff","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Ichino-Yaguchi","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Wasserstein","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Wasserstein","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Wasserstein","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Wasserstein","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","SPCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","IMDS","Int-Euclidean","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","IMDS","Int-Euclidean","B_TC",NA,NA,0,0.92,0.92,0.003,TRUE,TRUE,FALSE
"Scenario2","IMDS","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario2","IMDS","Int-Euclidean","B_RE",NA,NA,0,0.96,0.96,0.002,TRUE,TRUE,FALSE
"Scenario2","IMDS","Int-Euclidean","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario2","IMDS","Int-Euclidean","B_LC",NA,NA,0,0.24,0.24,0.00800000000000001,FALSE,FALSE,FALSE
"Scenario2","IMDS","Hausdorff","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","IMDS","Hausdorff","B_TC",NA,NA,0,0.64,0.64,0.001,FALSE,FALSE,FALSE
"Scenario2","IMDS","Hausdorff","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario2","IMDS","Hausdorff","B_RE",NA,NA,0,0.8,0.8,0.002,FALSE,FALSE,FALSE
"Scenario2","IMDS","Hausdorff","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario2","IMDS","Hausdorff","B_LC",NA,NA,0,0.24,0.24,0.003,FALSE,FALSE,FALSE
"Scenario2","IMDS","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","IMDS","Ichino-Yaguchi","B_TC",NA,NA,0,0.56,0.56,0.001,FALSE,FALSE,FALSE
"Scenario2","IMDS","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario2","IMDS","Ichino-Yaguchi","B_RE",NA,NA,0,0.64,0.64,0,FALSE,FALSE,FALSE
"Scenario2","IMDS","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario2","IMDS","Ichino-Yaguchi","B_LC",NA,NA,0,0.12,0.12,0.00600000000000001,FALSE,FALSE,FALSE
"Scenario2","IMDS","Wasserstein","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","IMDS","Wasserstein","B_TC",NA,NA,0,0.84,0.84,0.002,FALSE,FALSE,FALSE
"Scenario2","IMDS","Wasserstein","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario2","IMDS","Wasserstein","B_RE",NA,NA,0,0.92,0.92,0.002,TRUE,TRUE,FALSE
"Scenario2","IMDS","Wasserstein","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario2","IMDS","Wasserstein","B_LC",NA,NA,0,0.12,0.12,0.004,FALSE,FALSE,FALSE
"Scenario2","IMDS","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","IMDS","Centers-Euclidean","B_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","IMDS","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario2","IMDS","Centers-Euclidean","B_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario2","IMDS","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
