"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep","dr_input","eval_geom"
"MR-PCA","Int-Euclidean",0.909008604206501,0.134643722115998,0.911357302818887,0.142325176213509,0.342125,0.113875,FALSE,0,22,"raw","std"
"MR-PCA","Hausdorff",0.908426147227533,0.133283460803059,0.909903363947749,0.142794117308374,0.336375,0.101375,FALSE,0,22,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.908515296367113,0.133938814531549,0.910678180829342,0.142068706166266,0.337125,0.10325,FALSE,0,22,"raw","std"
"MR-PCA","Wasserstein",0.908686105799873,0.133570108349267,0.910784099256693,0.141872704942406,0.33825,0.104625,FALSE,0,22,"raw","std"
"MR-PCA","Centers-Euclidean",0.908618068833652,0.133726896112173,0.910862761569393,0.141733695143166,0.338,0.1035,FALSE,0,22,"raw","std"
"SPCA","Int-Euclidean",0.910023342893563,0.132416347992352,0.91299480354179,0.138855485645062,0.339875,0.1115,FALSE,0,22,"raw","std"
"SPCA","Hausdorff",0.909169375398343,0.131815806246017,0.911862162604676,0.13888798707253,0.33575,0.09575,FALSE,0,22,"raw","std"
"SPCA","Ichino-Yaguchi",0.909634639898024,0.131883365200765,0.912486445992268,0.138633166907805,0.33775,0.102625,FALSE,0,22,"raw","std"
"SPCA","Wasserstein",0.909585564053537,0.131934990439771,0.912473977618748,0.138634987813431,0.337625,0.1025,FALSE,0,22,"raw","std"
"SPCA","Centers-Euclidean",0.909628903760357,0.131870936902486,0.912467216021888,0.138651018350907,0.337875,0.102375,FALSE,0,22,"raw","std"
"IMDS","Int-Euclidean",0.580927979604844,-0.0684365838113448,0.585448220003443,-0.0771244554342784,0.0385,-0.005,TRUE,0,22,"raw","std"
"IMDS","Hausdorff",0.619040471637986,-0.0304827915869981,0.631021902195766,-0.048935488847161,0.05025,-0.001375,TRUE,0,22,"raw","std"
"IMDS","Ichino-Yaguchi",0.631199012109624,-0.0370407903123009,0.641532729451168,-0.0474907496117647,0.05225,0.001375,TRUE,0,22,"raw","std"
"IMDS","Wasserstein",0.620353489483748,-0.0548102294455066,0.631076954256735,-0.0664820043601082,0.051125,0.00025,TRUE,0,22,"raw","std"
"IMDS","Centers-Euclidean",0.61306747928617,-0.0796763862332697,0.625294887018979,-0.095628867105407,0.053625,-0.00575,TRUE,0,22,"raw","std"
"Int-UMAP","Int-Euclidean",0.908317319949012,0.0213790630975144,0.943432568105154,0.0156402495248458,0.552375,-0.03375,FALSE,0,22,"raw","std"
"Int-UMAP","Hausdorff",0.90805632568515,0.0203959528362013,0.942440715543621,0.0153242854006317,0.54875,-0.038875,FALSE,0,22,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.908353091140854,0.0211835564053537,0.943271611371186,0.015308497323595,0.551,-0.0435,FALSE,0,22,"raw","std"
"Int-UMAP","Wasserstein",0.908176784576163,0.0213742829827915,0.942961018907905,0.0156206285683481,0.550625,-0.041375,FALSE,0,22,"raw","std"
"Int-UMAP","Centers-Euclidean",0.908028043339707,0.0216583811344805,0.942754608838167,0.0160728390398754,0.54975,-0.04175,FALSE,0,22,"raw","std"
"C-PCA","Int-Euclidean",0.913624442319949,0.124989165073295,0.915073239899273,0.135257833753939,0.358625,0.113375,FALSE,0,23,"raw","std"
"C-PCA","Hausdorff",0.912436822817081,0.125182441045252,0.914691891103574,0.134220309279722,0.354625,0.099,FALSE,0,23,"raw","std"
"C-PCA","Ichino-Yaguchi",0.913250478011472,0.124742511153601,0.91511295351191,0.134350508829996,0.35825,0.10475,FALSE,0,23,"raw","std"
"C-PCA","Wasserstein",0.913274458253665,0.124631134480561,0.915095255392516,0.134339477199848,0.358125,0.1055,FALSE,0,23,"raw","std"
"C-PCA","Centers-Euclidean",0.913226019757807,0.124709209687699,0.915172227945739,0.134186576571182,0.357875,0.105125,FALSE,0,23,"raw","std"
"V-PCA","Int-Euclidean",0.913609066284258,0.125026927979605,0.915125366548153,0.135158036013287,0.3585,0.113375,FALSE,0,23,"raw","std"
"V-PCA","Hausdorff",0.912503266411727,0.125056564690886,0.914662705861068,0.134280748248698,0.354875,0.0995,FALSE,0,23,"raw","std"
"V-PCA","Ichino-Yaguchi",0.913208253664755,0.124827278521351,0.91510320210274,0.134369720781107,0.358125,0.104625,FALSE,0,23,"raw","std"
"V-PCA","Wasserstein",0.913173836838751,0.124835882727852,0.915046161951461,0.134439600780036,0.358,0.1055,FALSE,0,23,"raw","std"
"V-PCA","Centers-Euclidean",0.913222673677502,0.124718132568515,0.915180582808365,0.134171117745614,0.358,0.10525,FALSE,0,23,"raw","std"
"MR-PCA","Int-Euclidean",0.913497928616953,0.124356915232632,0.917170949622649,0.13069248535556,0.353125,0.10525,FALSE,0,23,"raw","std"
"MR-PCA","Hausdorff",0.912375398342893,0.124208731676227,0.915355685307076,0.132175319454957,0.346625,0.092875,FALSE,0,23,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.912972912683238,0.123684831102613,0.916436950860157,0.130621398598822,0.34925,0.09475,FALSE,0,23,"raw","std"
"MR-PCA","Wasserstein",0.912910054174634,0.123805449330784,0.91630521178205,0.130957062153977,0.3495,0.094875,FALSE,0,23,"raw","std"
"MR-PCA","Centers-Euclidean",0.912987492033142,0.123651210962396,0.916363323173452,0.130856405885856,0.349875,0.096125,FALSE,0,23,"raw","std"
"SPCA","Int-Euclidean",0.91405011153601,0.123008763543658,0.918245924532152,0.128248124588756,0.354625,0.099,FALSE,0,23,"raw","std"
"SPCA","Hausdorff",0.913390216698534,0.122066602931804,0.917330720710139,0.128181747791328,0.351375,0.086875,FALSE,0,23,"raw","std"
"SPCA","Ichino-Yaguchi",0.914101736775016,0.121839547482473,0.91756261503543,0.128691374046557,0.35425,0.094,FALSE,0,23,"raw","std"
"SPCA","Wasserstein",0.914102533460803,0.121769757807521,0.91751290893928,0.128748452688697,0.354375,0.09375,FALSE,0,23,"raw","std"
"SPCA","Centers-Euclidean",0.914081819630338,0.121801306564691,0.917509558848241,0.128757006829494,0.354125,0.094,FALSE,0,23,"raw","std"
"IMDS","Int-Euclidean",0.598889021669853,-0.085656309751434,0.602506807764568,-0.0974109065572392,0.04925,-0.0025,TRUE,0,23,"raw","std"
"IMDS","Hausdorff",0.635951402166985,-0.0391826003824092,0.649395104278034,-0.0582076083190416,0.0595,-0.005,TRUE,0,23,"raw","std"
"IMDS","Ichino-Yaguchi",0.649818833652008,-0.0424372211599744,0.658940687992267,-0.0604072755362235,0.063375,-0.002875,TRUE,0,23,"raw","std"
"IMDS","Wasserstein",0.642194710006374,-0.0699015296367114,0.651029232732338,-0.0857505178460266,0.06325,-0.00525,TRUE,0,23,"raw","std"
"IMDS","Centers-Euclidean",0.635413081580625,-0.0918462396430848,0.643251762241715,-0.109447283385374,0.05925,-0.010375,TRUE,0,23,"raw","std"
"Int-UMAP","Int-Euclidean",0.881651768642447,0.0438226577437859,0.930134090539206,0.0271552624108611,0.53,-0.019625,FALSE,0,23,"raw","std"
"Int-UMAP","Hausdorff",0.879717017208413,0.0450003186743149,0.928594021595143,0.0270122122440262,0.520875,-0.031625,FALSE,0,23,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.881609623964309,0.0438435309114086,0.930143357347366,0.0265333140644456,0.531,-0.026875,FALSE,0,23,"raw","std"
"Int-UMAP","Wasserstein",0.8813465583174,0.0442393244104524,0.930059595475334,0.0265801402764791,0.528875,-0.026375,FALSE,0,23,"raw","std"
"Int-UMAP","Centers-Euclidean",0.881600940089229,0.0437123964308477,0.93008623818853,0.026516004052352,0.5295,-0.025125,FALSE,0,23,"raw","std"
"C-PCA","Int-Euclidean",0.918291586998088,0.121244104525175,0.918854598009547,0.130968624339599,0.372375,0.11,FALSE,0,24,"raw","std"
"C-PCA","Hausdorff",0.917655433397068,0.119795889101338,0.918911212202401,0.128468829908521,0.371,0.09175,FALSE,0,24,"raw","std"
"C-PCA","Ichino-Yaguchi",0.918307998725303,0.120075207138305,0.919413726284725,0.128726037572881,0.371875,0.099,FALSE,0,24,"raw","std"
"C-PCA","Wasserstein",0.91829023263225,0.120085245379222,0.919492010192807,0.128512602227889,0.371875,0.09775,FALSE,0,24,"raw","std"
"C-PCA","Centers-Euclidean",0.918308556405354,0.120076641172722,0.919462166020873,0.128593385696259,0.372,0.099375,FALSE,0,24,"raw","std"
"V-PCA","Int-Euclidean",0.918235500318674,0.121368387507967,0.918945764521056,0.130792585905205,0.372125,0.11,FALSE,0,24,"raw","std"
"V-PCA","Hausdorff",0.917600143403442,0.119914117272148,0.918898358493775,0.128497219957552,0.37075,0.091625,FALSE,0,24,"raw","std"
"V-PCA","Ichino-Yaguchi",0.918304015296367,0.120088910133843,0.919399454278486,0.128757110680184,0.372,0.0995,FALSE,0,24,"raw","std"
"V-PCA","Wasserstein",0.918246335245379,0.120181963033779,0.919527773001073,0.128449847409857,0.37175,0.09775,FALSE,0,24,"raw","std"
"V-PCA","Centers-Euclidean",0.918303776290631,0.120091618865519,0.919512179190932,0.128497176455415,0.372,0.099625,FALSE,0,24,"raw","std"
"MR-PCA","Int-Euclidean",0.914327836201402,0.125194550669216,0.917706501019059,0.130780766545185,0.362125,0.110125,FALSE,0,24,"raw","std"
"MR-PCA","Hausdorff",0.913900414276609,0.123522625876354,0.916265428651292,0.13117186291163,0.35475,0.08675,FALSE,0,24,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.914033221797323,0.12424936265137,0.916724842245045,0.131091301858599,0.359625,0.08925,FALSE,0,24,"raw","std"
"MR-PCA","Wasserstein",0.914012746972594,0.124390376035691,0.917124204870499,0.130467166463571,0.360625,0.090125,FALSE,0,24,"raw","std"
"MR-PCA","Centers-Euclidean",0.914075366475462,0.124297960484385,0.917281133498505,0.130184249036257,0.36025,0.091625,FALSE,0,24,"raw","std"
"SPCA","Int-Euclidean",0.915161249203314,0.122831739961759,0.917163415862858,0.131204749034466,0.357875,0.10475,FALSE,0,24,"raw","std"
"SPCA","Hausdorff",0.914633285532186,0.121508763543658,0.916462506126551,0.130467256666532,0.35525,0.08975,FALSE,0,24,"raw","std"
"SPCA","Ichino-Yaguchi",0.914738448056087,0.12277166985341,0.917350420034457,0.129890790444065,0.3575,0.09325,FALSE,0,24,"raw","std"
"SPCA","Wasserstein",0.914755178457616,0.122711759082218,0.917335561389107,0.129866139872848,0.35775,0.09225,FALSE,0,24,"raw","std"
"SPCA","Centers-Euclidean",0.914740439770555,0.122773741236456,0.917359721068563,0.129840413476723,0.357625,0.09275,FALSE,0,24,"raw","std"
"IMDS","Int-Euclidean",0.582374840662843,-0.0733851179094964,0.583784601898297,-0.0827190008463298,0.033,-0.00125,TRUE,0,24,"raw","std"
"IMDS","Hausdorff",0.621166666666667,-0.0216341618865519,0.629233883652426,-0.0336204269657976,0.048125,0.00325,TRUE,0,24,"raw","std"
"IMDS","Ichino-Yaguchi",0.624313814531549,-0.0139322817080942,0.630650126322529,-0.0297456973827579,0.046875,0.000750000000000001,TRUE,0,24,"raw","std"
"IMDS","Wasserstein",0.617036169534736,-0.0367944550669215,0.624022194257172,-0.0484085137691087,0.048375,0.002625,TRUE,0,24,"raw","std"
"IMDS","Centers-Euclidean",0.607819471000637,-0.0524843849585724,0.612823320356902,-0.06314744891527,0.046125,-0.0035,TRUE,0,24,"raw","std"
"Int-UMAP","Int-Euclidean",0.887553776290631,0.0351620458891013,0.92979027779697,0.0232889362038602,0.519375,-0.022875,FALSE,0,24,"raw","std"
"Int-UMAP","Hausdorff",0.886928616953474,0.0357893562778839,0.92880804923026,0.0232322691260557,0.513,-0.028125,FALSE,0,24,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.88762930210325,0.0330422243467177,0.930492327012046,0.0200171835573523,0.518375,-0.028625,FALSE,0,24,"raw","std"
"Int-UMAP","Wasserstein",0.886924314850223,0.0343690248565967,0.929598848135916,0.0216494993159929,0.515375,-0.026,FALSE,0,24,"raw","std"
"Int-UMAP","Centers-Euclidean",0.88701051625239,0.0342294455066922,0.929355084231226,0.0221546032681876,0.516125,-0.025875,FALSE,0,24,"raw","std"
"C-PCA","Int-Euclidean",0.918142367750159,0.117986456341619,0.920184470385366,0.126271349100214,0.356125,0.10325,FALSE,0,25,"raw","std"
"C-PCA","Hausdorff",0.917352692797961,0.117038400254939,0.919513659436441,0.12544196060037,0.3555,0.093125,FALSE,0,25,"raw","std"
"C-PCA","Ichino-Yaguchi",0.917712396430848,0.117628425748885,0.919739790901434,0.126017335430989,0.357375,0.096375,FALSE,0,25,"raw","std"
"C-PCA","Wasserstein",0.91769494901211,0.117651210962397,0.91968651240553,0.126118839777535,0.35725,0.096625,FALSE,0,25,"raw","std"
"C-PCA","Centers-Euclidean",0.917726099426386,0.117599745060548,0.919725985796808,0.126040666224139,0.357375,0.0965,FALSE,0,25,"raw","std"
"V-PCA","Int-Euclidean",0.918096239643085,0.118073932441045,0.920003205083916,0.126628964388127,0.355875,0.103,FALSE,0,25,"raw","std"
"V-PCA","Hausdorff",0.917283142128744,0.117176226896112,0.919529565331765,0.125411469227527,0.3555,0.09325,FALSE,0,25,"raw","std"
"V-PCA","Ichino-Yaguchi",0.917717893562779,0.117626673040153,0.919681329573725,0.126134664959336,0.35725,0.096375,FALSE,0,25,"raw","std"
"V-PCA","Wasserstein",0.917730003186743,0.117590025493945,0.91959471457992,0.126303899574208,0.35725,0.096625,FALSE,0,25,"raw","std"
"V-PCA","Centers-Euclidean",0.917716937539834,0.117626991714468,0.919630879996199,0.126230739642099,0.35725,0.096375,FALSE,0,25,"raw","std"
"MR-PCA","Int-Euclidean",0.913950446144041,0.125229445506692,0.918365248015066,0.12929181698361,0.349375,0.110875,FALSE,0,25,"raw","std"
"MR-PCA","Hausdorff",0.913694471000637,0.123552421924793,0.917447163455953,0.129218680295289,0.348375,0.095625,FALSE,0,25,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.913629222434672,0.124234862970045,0.917905203320458,0.128645082654913,0.34775,0.09975,FALSE,0,25,"raw","std"
"MR-PCA","Wasserstein",0.913780831739962,0.123977852135118,0.918004878018302,0.12855115130538,0.3475,0.100125,FALSE,0,25,"raw","std"
"MR-PCA","Centers-Euclidean",0.913815726577438,0.123907425111536,0.918223718610436,0.128102086635444,0.348125,0.09925,FALSE,0,25,"raw","std"
"SPCA","Int-Euclidean",0.914053696622052,0.124676545570427,0.917385347559044,0.130877079423472,0.3475,0.1055,FALSE,0,25,"raw","std"
"SPCA","Hausdorff",0.913325047801147,0.123911727214786,0.916509693683541,0.130687817832157,0.346125,0.09275,FALSE,0,25,"raw","std"
"SPCA","Ichino-Yaguchi",0.913614244741874,0.124394518801785,0.916887689509383,0.130802321854058,0.34725,0.097375,FALSE,0,25,"raw","std"
"SPCA","Wasserstein",0.913581182281708,0.124458731676227,0.916886618162637,0.130815222370129,0.347,0.097625,FALSE,0,25,"raw","std"
"SPCA","Centers-Euclidean",0.913602055449331,0.124417941363926,0.916955421910167,0.13066467341581,0.347125,0.09725,FALSE,0,25,"raw","std"
"IMDS","Int-Euclidean",0.582113687061823,-0.0776916826003824,0.590484185181944,-0.087317337512268,0.04075,-0.000499999999999997,TRUE,0,25,"raw","std"
"IMDS","Hausdorff",0.631617192479286,-0.0253032186105799,0.644168077500678,-0.0349035280403686,0.05975,-0.0025,TRUE,0,25,"raw","std"
"IMDS","Ichino-Yaguchi",0.638574410452518,-0.022270235818993,0.651142839949155,-0.0298331518185344,0.0565,-0.003125,TRUE,0,25,"raw","std"
"IMDS","Wasserstein",0.629781070745698,-0.0442380497131931,0.641409575008005,-0.0522012059986547,0.05875,0.001,TRUE,0,25,"raw","std"
"IMDS","Centers-Euclidean",0.622363926067559,-0.0766523263224983,0.635286609244699,-0.0893481906352352,0.055125,-0.004375,TRUE,0,25,"raw","std"
"Int-UMAP","Int-Euclidean",0.92556556724028,0.00119136392606756,0.956164875274255,0.00101394098483038,0.5915,-0.0395,FALSE,0,25,"raw","std"
"Int-UMAP","Hausdorff",0.924652884002549,0.00241985340981521,0.95507234053524,0.0015829917989089,0.583875,-0.04525,FALSE,0,25,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.92548573932441,0.00173151688973872,0.95621252685404,0.000559013762199585,0.589,-0.049125,FALSE,0,25,"raw","std"
"Int-UMAP","Wasserstein",0.925440328234544,0.00182520713830459,0.95604707713833,0.000960491572441893,0.58875,-0.04675,FALSE,0,25,"raw","std"
"Int-UMAP","Centers-Euclidean",0.925435468451243,0.00183301465901853,0.956040971058967,0.000942630533279906,0.58925,-0.04725,FALSE,0,25,"raw","std"
"C-PCA","Int-Euclidean",0.968363527724665,0.0474765774378585,0.966129926211846,0.0528056899430395,0.454125,0.216375,FALSE,0,1,"raw","raw"
"C-PCA","Hausdorff",0.968659894837476,0.0469921924792861,0.966219869225752,0.0527264964351278,0.4575,0.220875,FALSE,0,1,"raw","raw"
"C-PCA","Ichino-Yaguchi",0.968514021669853,0.0472998725302741,0.966323308137919,0.0525711925266399,0.455875,0.22,FALSE,0,1,"raw","raw"
"C-PCA","Wasserstein",0.96849195347355,0.0473220203951562,0.966339381857664,0.0525342671024387,0.455625,0.219875,FALSE,0,1,"raw","raw"
"C-PCA","Centers-Euclidean",0.968509958572339,0.0473079987253028,0.966294205314903,0.0526267539251296,0.45575,0.219875,FALSE,0,1,"raw","raw"
"V-PCA","Int-Euclidean",0.96837436265137,0.0474552262587635,0.966104653709342,0.0528565228298362,0.45425,0.216625,FALSE,0,1,"raw","raw"
"V-PCA","Hausdorff",0.968654318036966,0.0470049394518801,0.966231393986742,0.0527062873467978,0.4575,0.220625,FALSE,0,1,"raw","raw"
"V-PCA","Ichino-Yaguchi",0.968496175908222,0.0473346080305928,0.966291435465603,0.0526325746816539,0.45575,0.22,FALSE,0,1,"raw","raw"
"V-PCA","Wasserstein",0.968474984066284,0.0473559592096877,0.96632336731362,0.0525648994307362,0.4555,0.219875,FALSE,0,1,"raw","raw"
"V-PCA","Centers-Euclidean",0.968492192479286,0.0473428935627789,0.966243825042252,0.0527260469130457,0.455625,0.22,FALSE,0,1,"raw","raw"
"MR-PCA","Int-Euclidean",0.969876593371574,0.0448424155513065,0.967806000855371,0.0499167727351124,0.470125,0.21575,FALSE,0,1,"raw","raw"
"MR-PCA","Hausdorff",0.969897466539197,0.0447828234544296,0.967849468446535,0.0497974301667019,0.4705,0.21025,FALSE,0,1,"raw","raw"
"MR-PCA","Ichino-Yaguchi",0.969924713193117,0.0447159018483111,0.967831519123625,0.049852167796784,0.470125,0.212375,FALSE,0,1,"raw","raw"
"MR-PCA","Wasserstein",0.969971080305927,0.0446155194391332,0.967890940270542,0.0497460609667949,0.47075,0.212875,FALSE,0,1,"raw","raw"
"MR-PCA","Centers-Euclidean",0.969938017845762,0.0446940726577438,0.967838751247274,0.049847829738095,0.470375,0.21275,FALSE,0,1,"raw","raw"
"SPCA","Int-Euclidean",0.970165312300829,0.0441878585086042,0.968364842954727,0.04870864929959,0.46525,0.208125,FALSE,0,1,"raw","raw"
"SPCA","Hausdorff",0.970276290630975,0.0440608667941363,0.968387723052942,0.048773902291812,0.468375,0.208375,FALSE,0,1,"raw","raw"
"SPCA","Ichino-Yaguchi",0.970146510516252,0.0443019439133207,0.96836262359938,0.0488215836193812,0.466625,0.20875,FALSE,0,1,"raw","raw"
"SPCA","Wasserstein",0.970164276609305,0.0442543021032504,0.968363122807727,0.0488126562984868,0.466625,0.208875,FALSE,0,1,"raw","raw"
"SPCA","Centers-Euclidean",0.970148581899299,0.0442987571701722,0.968385582278662,0.0487776042383706,0.46675,0.209375,FALSE,0,1,"raw","raw"
"IMDS","Int-Euclidean",0.5472784416826,-0.0126770235818993,0.550313578223922,-0.00999317251019782,0.037,-0.000875000000000001,TRUE,0,1,"raw","raw"
"IMDS","Hausdorff",0.568476975780752,0.0476735181644361,0.575672112067988,0.0539889395390241,0.04525,-0.004125,TRUE,0,1,"raw","raw"
"IMDS","Ichino-Yaguchi",0.577176704907584,0.0564550669216062,0.580687423114238,0.0628506993011169,0.0465,-0.007,TRUE,0,1,"raw","raw"
"IMDS","Wasserstein",0.567156947100064,0.0358180369662205,0.571324710228854,0.0392965614887352,0.047,-0.005,TRUE,0,1,"raw","raw"
"IMDS","Centers-Euclidean",0.55934217654557,0.0164144359464626,0.560377577544265,0.0201852839179765,0.04725,-0.004625,TRUE,0,1,"raw","raw"
"Int-UMAP","Int-Euclidean",0.786074330783939,-0.00157249840662843,0.85972377337195,-0.00518874766901048,0.428,-0.014125,FALSE,0,1,"raw","raw"
"Int-UMAP","Hausdorff",0.78414730720204,-0.0024004142766092,0.858960596084194,-0.00777439207469541,0.427,-0.015375,FALSE,0,1,"raw","raw"
"Int-UMAP","Ichino-Yaguchi",0.787267367750159,-0.00237826641172723,0.862242717273129,-0.00750036123833353,0.431,-0.01925,FALSE,0,1,"raw","raw"
"Int-UMAP","Wasserstein",0.786225063734863,-0.0028494263862332,0.861156839107432,-0.00798337570100285,0.429375,-0.019625,FALSE,0,1,"raw","raw"
"Int-UMAP","Centers-Euclidean",0.784937061822817,9.305289993633e-05,0.860184632345528,-0.00565418236368775,0.42725,-0.015875,FALSE,0,1,"raw","raw"
"C-PCA","Int-Euclidean",0.962746016571064,0.0486714467813895,0.961748256523913,0.056475372203431,0.490875,0.208125,FALSE,0,1,"std","raw"
"C-PCA","Hausdorff",0.962321701720841,0.0486003824091779,0.961013436232094,0.0571589867482255,0.49,0.18825,FALSE,0,1,"std","raw"
"C-PCA","Ichino-Yaguchi",0.962362970044614,0.0487820267686424,0.96112144052294,0.0571710355606939,0.4905,0.19525,FALSE,0,1,"std","raw"
"C-PCA","Wasserstein",0.962361137667304,0.0488089547482473,0.961146049297986,0.0571342839317948,0.49075,0.1945,FALSE,0,1,"std","raw"
"C-PCA","Centers-Euclidean",0.962375956022945,0.0487579668578713,0.96114075994992,0.0571399520043482,0.4905,0.1945,FALSE,0,1,"std","raw"
"V-PCA","Int-Euclidean",0.96274506054812,0.0486724028043339,0.961754671063283,0.0564618500759411,0.490625,0.20775,FALSE,0,1,"std","raw"
"V-PCA","Hausdorff",0.962297960484385,0.048644678138942,0.960980672832199,0.0572180372739957,0.48975,0.18825,FALSE,0,1,"std","raw"
"V-PCA","Ichino-Yaguchi",0.962364643084767,0.0487774059910772,0.961147626890189,0.0571182627771321,0.490375,0.1955,FALSE,0,1,"std","raw"
"V-PCA","Wasserstein",0.962377788400255,0.0487759719566603,0.961167497557483,0.0570900806427262,0.49075,0.194625,FALSE,0,1,"std","raw"
"V-PCA","Centers-Euclidean",0.962383444869344,0.0487417144678138,0.961168179090962,0.0570843703475104,0.490375,0.194625,FALSE,0,1,"std","raw"
"MR-PCA","Int-Euclidean",0.962382887189293,0.0486207775653282,0.961278356462822,0.05676437651799,0.489625,0.19275,FALSE,0,1,"std","raw"
"MR-PCA","Hausdorff",0.962365280433397,0.0488717335882728,0.961134757401377,0.0571887245105199,0.48975,0.19575,FALSE,0,1,"std","raw"
"MR-PCA","Ichino-Yaguchi",0.962394837476099,0.0487202039515615,0.961170715222899,0.0570737639294269,0.4905,0.194375,FALSE,0,1,"std","raw"
"MR-PCA","Wasserstein",0.962374203314213,0.0487853728489483,0.961175635335916,0.0570822329851627,0.490875,0.19525,FALSE,0,1,"std","raw"
"MR-PCA","Centers-Euclidean",0.962375956022945,0.0487579668578713,0.96114075994992,0.0571399520043482,0.4905,0.1945,FALSE,0,1,"std","raw"
"SPCA","Int-Euclidean",0.962746016571064,0.0486714467813895,0.961748256523913,0.056475372203431,0.490875,0.208125,FALSE,0,1,"std","raw"
"SPCA","Hausdorff",0.962321701720841,0.0486003824091779,0.961013436232094,0.0571589867482255,0.49,0.18825,FALSE,0,1,"std","raw"
"SPCA","Ichino-Yaguchi",0.962362970044614,0.0487820267686424,0.96112144052294,0.0571710355606939,0.4905,0.19525,FALSE,0,1,"std","raw"
"SPCA","Wasserstein",0.962361137667304,0.0488089547482473,0.961146049297986,0.0571342839317948,0.49075,0.1945,FALSE,0,1,"std","raw"
"SPCA","Centers-Euclidean",0.962375956022945,0.0487579668578713,0.96114075994992,0.0571399520043482,0.4905,0.1945,FALSE,0,1,"std","raw"
"IMDS","Int-Euclidean",0.547652644996813,-0.0180038240917783,0.551578780834699,-0.0137889248165362,0.0385,0.000125,TRUE,0,1,"std","raw"
"IMDS","Hausdorff",0.568637507966858,0.0476771829190568,0.576923985112204,0.0519064805133457,0.04425,-0.003375,TRUE,0,1,"std","raw"
"IMDS","Ichino-Yaguchi",0.579040073295092,0.0574666985340982,0.58411927300764,0.0628862247668413,0.047125,-0.005625,TRUE,0,1,"std","raw"
"IMDS","Wasserstein",0.566657903123008,0.0378779477374124,0.572775815703453,0.0410894133540642,0.046125,-0.005125,TRUE,0,1,"std","raw"
"IMDS","Centers-Euclidean",0.561028680688336,0.0110146590184831,0.563232725045511,0.0173378206214118,0.048875,-0.00425,TRUE,0,1,"std","raw"
"Int-UMAP","Int-Euclidean",0.789611057998725,0.00569821542383686,0.862001270603593,0.00174016438007493,0.421125,-0.013875,FALSE,0,1,"std","raw"
"Int-UMAP","Hausdorff",0.788772546207776,0.00610149776927982,0.862950187408912,-0.0010312765864163,0.42025,-0.017625,FALSE,0,1,"std","raw"
"Int-UMAP","Ichino-Yaguchi",0.789978250478012,0.00601418100701079,0.864314443212737,-0.00118818410309085,0.423375,-0.017,FALSE,0,1,"std","raw"
"Int-UMAP","Wasserstein",0.789724904397705,0.00565599107711912,0.863849809149301,-0.000986600957968264,0.421875,-0.016125,FALSE,0,1,"std","raw"
"Int-UMAP","Centers-Euclidean",0.789169216061185,0.00694168260038242,0.863864664169473,-0.000927767942882879,0.420125,-0.01575,FALSE,0,1,"std","raw"
"C-PCA","Int-Euclidean",0.928912922243467,0.123666188655194,0.92676235366862,0.130440576422081,0.43525,0.220625,FALSE,0,1,"std","std"
"C-PCA","Hausdorff",0.928615360101976,0.124564690885915,0.92560183553855,0.13296541592905,0.4405,0.228625,FALSE,0,1,"std","std"
"C-PCA","Ichino-Yaguchi",0.928622211599745,0.124513065646909,0.925803625318824,0.132575241424065,0.439875,0.22825,FALSE,0,1,"std","std"
"C-PCA","Wasserstein",0.928612253027406,0.124539674952199,0.925843742179211,0.13249384380788,0.43975,0.228,FALSE,0,1,"std","std"
"C-PCA","Centers-Euclidean",0.928655513065647,0.124450605481198,0.925836496194587,0.132521016650059,0.43975,0.228125,FALSE,0,1,"std","std"
"V-PCA","Int-Euclidean",0.928928059273423,0.123637189292543,0.926791585718573,0.130384925460368,0.435,0.220125,FALSE,0,1,"std","std"
"V-PCA","Hausdorff",0.928599745060548,0.124594964945825,0.92556713778628,0.133032152685336,0.440375,0.2285,FALSE,0,1,"std","std"
"V-PCA","Ichino-Yaguchi",0.928664515615041,0.124428138942001,0.925883404719487,0.132414572891754,0.43975,0.228,FALSE,0,1,"std","std"
"V-PCA","Wasserstein",0.928668977055449,0.124423358827279,0.925911691024451,0.132354395575338,0.43975,0.22775,FALSE,0,1,"std","std"
"V-PCA","Centers-Euclidean",0.928699649458254,0.124363607393244,0.925917331588301,0.132358417390551,0.439625,0.2275,FALSE,0,1,"std","std"
"MR-PCA","Int-Euclidean",0.928824490121096,0.124306405353728,0.926298598604247,0.131874345655356,0.442625,0.23625,FALSE,0,1,"std","std"
"MR-PCA","Hausdorff",0.928446701720841,0.124695188017846,0.925642709741288,0.13269217836695,0.43825,0.22525,FALSE,0,1,"std","std"
"MR-PCA","Ichino-Yaguchi",0.928697498406629,0.124365360101976,0.925905121242162,0.132384158500633,0.43975,0.228,FALSE,0,1,"std","std"
"MR-PCA","Wasserstein",0.928637507966858,0.12449012109624,0.925896356841035,0.132398871179254,0.440125,0.228125,FALSE,0,1,"std","std"
