"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep","dr_input","eval_geom"
"SPCA","Ichino-Yaguchi",0.934344486934353,0.102644040790312,0.933438967290829,0.110874861454224,0.468875,0.126125,FALSE,0,21,"std","raw"
"SPCA","Wasserstein",0.934249203314213,0.102846717654557,0.933560956985599,0.110656259164237,0.468375,0.125,FALSE,0,21,"std","raw"
"SPCA","Centers-Euclidean",0.934328871892925,0.102706819630338,0.933568634366415,0.110638822697402,0.468875,0.125,FALSE,0,21,"std","raw"
"IMDS","Int-Euclidean",0.524048518164436,0.0212072976418101,0.525219146706436,0.0231692492435319,0.03075,-0.001375,TRUE,0,21,"std","raw"
"IMDS","Hausdorff",0.550853011472275,0.0397557361376673,0.55274856619942,0.0453392631437442,0.0335,0.000750000000000001,TRUE,0,21,"std","raw"
"IMDS","Ichino-Yaguchi",0.551506054811982,0.0476370299553857,0.555762079391912,0.0548531461683744,0.0345,0.005875,TRUE,0,21,"std","raw"
"IMDS","Wasserstein",0.547517606755895,0.0310323454429573,0.548372003747666,0.0389483592955793,0.035875,0.002375,TRUE,0,21,"std","raw"
"IMDS","Centers-Euclidean",0.539367829827916,0.0169998406628427,0.540696184529924,0.0178249775963994,0.032125,0.000374999999999999,TRUE,0,21,"std","raw"
"Int-UMAP","Int-Euclidean",0.808577915869981,0.0169827915869981,0.873685110591815,0.00907242013988581,0.45375,-0.019875,FALSE,0,21,"std","raw"
"Int-UMAP","Hausdorff",0.807206421287444,0.0154915551306565,0.873058968020982,0.00766290164200949,0.453875,-0.0165,FALSE,0,21,"std","raw"
"Int-UMAP","Ichino-Yaguchi",0.809730242192479,0.0174397705544934,0.875616559412574,0.00871210814597134,0.45475,-0.023375,FALSE,0,21,"std","raw"
"Int-UMAP","Wasserstein",0.808328792224347,0.0173057680050988,0.874351262120676,0.0086859337204853,0.454625,-0.02175,FALSE,0,21,"std","raw"
"Int-UMAP","Centers-Euclidean",0.808322339069471,0.0175391969407265,0.874636396664256,0.00849421468492255,0.454625,-0.0225,FALSE,0,21,"std","raw"
"C-PCA","Int-Euclidean",0.929981118546845,0.124220681963034,0.928624921440259,0.128509699739721,0.487375,0.20675,FALSE,0,21,"std","std"
"C-PCA","Hausdorff",0.930077836201402,0.124195188017846,0.928119919099673,0.129635712251959,0.492625,0.213,FALSE,0,21,"std","std"
"C-PCA","Ichino-Yaguchi",0.930147546207776,0.124068196303378,0.928313047476526,0.129275100860984,0.490875,0.218625,FALSE,0,21,"std","std"
"C-PCA","Wasserstein",0.930025653282345,0.12430943275972,0.928420598833358,0.12907942142499,0.4905,0.218125,FALSE,0,21,"std","std"
"C-PCA","Centers-Euclidean",0.930118945188018,0.124129859783301,0.928447613020684,0.129025902281235,0.49075,0.217875,FALSE,0,21,"std","std"
"V-PCA","Int-Euclidean",0.930075446144041,0.124036169534735,0.928801421125252,0.128160941828089,0.488,0.207375,FALSE,0,21,"std","std"
"V-PCA","Hausdorff",0.930018722115997,0.124310866794136,0.928097686522236,0.129677111359159,0.49275,0.21325,FALSE,0,21,"std","std"
"V-PCA","Ichino-Yaguchi",0.9300198374761,0.12432361376673,0.92832522658216,0.129254004030516,0.490375,0.218125,FALSE,0,21,"std","std"
"V-PCA","Wasserstein",0.930001991714468,0.124361217335883,0.928371221562184,0.129183814611975,0.490375,0.21775,FALSE,0,21,"std","std"
"V-PCA","Centers-Euclidean",0.930007329509242,0.124352772466539,0.928472150678266,0.128976764271814,0.4905,0.217625,FALSE,0,21,"std","std"
"MR-PCA","Int-Euclidean",0.930193036966221,0.124142606755895,0.928448370043166,0.129122435229156,0.492875,0.2145,FALSE,0,21,"std","std"
"MR-PCA","Hausdorff",0.92928776290631,0.125507329509242,0.928982811068854,0.127562460965362,0.487625,0.199375,FALSE,0,21,"std","std"
"MR-PCA","Ichino-Yaguchi",0.929939053537285,0.12446223709369,0.928486400933436,0.128844288536197,0.488875,0.2135,FALSE,0,21,"std","std"
"MR-PCA","Wasserstein",0.930311185468451,0.123739324410453,0.928580630720424,0.128753312986275,0.49075,0.21775,FALSE,0,21,"std","std"
"MR-PCA","Centers-Euclidean",0.930118945188018,0.124129859783301,0.928447613020684,0.129025902281235,0.49075,0.217875,FALSE,0,21,"std","std"
"SPCA","Int-Euclidean",0.929981118546845,0.124220681963034,0.928624921440259,0.128509699739721,0.487375,0.20675,FALSE,0,21,"std","std"
"SPCA","Hausdorff",0.930077836201402,0.124195188017846,0.928119919099673,0.129635712251959,0.492625,0.213,FALSE,0,21,"std","std"
"SPCA","Ichino-Yaguchi",0.930147546207776,0.124068196303378,0.928313047476526,0.129275100860984,0.490875,0.218625,FALSE,0,21,"std","std"
"SPCA","Wasserstein",0.930025653282345,0.12430943275972,0.928420598833358,0.12907942142499,0.4905,0.218125,FALSE,0,21,"std","std"
"SPCA","Centers-Euclidean",0.930118945188018,0.124129859783301,0.928447613020684,0.129025902281235,0.49075,0.217875,FALSE,0,21,"std","std"
"IMDS","Int-Euclidean",0.557195825366475,-0.0364289356277885,0.563616147656318,-0.0475336009226547,0.036875,-0.004375,TRUE,0,21,"std","std"
"IMDS","Hausdorff",0.588153680688337,-0.0182104843849586,0.592855797687597,-0.027339645791953,0.043375,-0.0055,TRUE,0,21,"std","std"
"IMDS","Ichino-Yaguchi",0.589427023581899,-0.00778425748884637,0.597637381241299,-0.0132965343638733,0.045875,-0.00275,TRUE,0,21,"std","std"
"IMDS","Wasserstein",0.585140216698534,-0.0246093052899936,0.590209244639129,-0.0309796493591283,0.046,-0.00125,TRUE,0,21,"std","std"
"IMDS","Centers-Euclidean",0.579697976418101,-0.0479109305289994,0.586005805125609,-0.0585240725045852,0.041,-0.00375,TRUE,0,21,"std","std"
"Int-UMAP","Int-Euclidean",0.815484464627151,0.0297108030592734,0.880684047327084,0.0275028491767263,0.48675,-0.025875,FALSE,0,21,"std","std"
"Int-UMAP","Hausdorff",0.812868467176546,0.0259259082217973,0.879159421215156,0.0236083546962945,0.481375,-0.024875,FALSE,0,21,"std","std"
"Int-UMAP","Ichino-Yaguchi",0.816275175270873,0.0290854047163799,0.882341870051952,0.0253257139340415,0.486,-0.033125,FALSE,0,21,"std","std"
"Int-UMAP","Wasserstein",0.815056485022307,0.0288162842574888,0.881043492476945,0.0255794640314949,0.486,-0.031875,FALSE,0,21,"std","std"
"Int-UMAP","Centers-Euclidean",0.814483030592734,0.0300689929891651,0.881049052967008,0.0257583676360478,0.48575,-0.032625,FALSE,0,21,"std","std"
"C-PCA","Int-Euclidean",0.963960006373486,0.0557240280433396,0.961355978562659,0.0625306534396287,0.455625,0.230875,FALSE,0,22,"raw","raw"
"C-PCA","Hausdorff",0.963549314850223,0.0566046845124283,0.961324676642645,0.0626279766763719,0.457375,0.2305,FALSE,0,22,"raw","raw"
"C-PCA","Ichino-Yaguchi",0.963791188655194,0.0560932122370937,0.961470594645211,0.0623337548775705,0.455875,0.2315,FALSE,0,22,"raw","raw"
"C-PCA","Wasserstein",0.963808397068196,0.0560556086679413,0.961494691523788,0.0622911247025435,0.456125,0.231375,FALSE,0,22,"raw","raw"
"C-PCA","Centers-Euclidean",0.963789834289356,0.0560975143403442,0.961483106734114,0.0623130860313615,0.456,0.23175,FALSE,0,22,"raw","raw"
"V-PCA","Int-Euclidean",0.963942080943276,0.0557589228808159,0.961338393143654,0.0625626294295198,0.4555,0.230875,FALSE,0,22,"raw","raw"
"V-PCA","Hausdorff",0.963494662205226,0.0567092096876992,0.961273924149503,0.0627218406402423,0.457625,0.231,FALSE,0,22,"raw","raw"
"V-PCA","Ichino-Yaguchi",0.963790471637986,0.0560965583173997,0.961473964674729,0.0623295289861563,0.456,0.231,FALSE,0,22,"raw","raw"
"V-PCA","Wasserstein",0.96377166985341,0.0561293817718292,0.961513153276282,0.0622582302631231,0.456125,0.230875,FALSE,0,22,"raw","raw"
"V-PCA","Centers-Euclidean",0.963791985340982,0.0560954429572976,0.961491447522519,0.0622993067294735,0.456125,0.23125,FALSE,0,22,"raw","raw"
"MR-PCA","Int-Euclidean",0.96755568833652,0.0492933397068196,0.96612814411695,0.0532886933169288,0.45175,0.2325,FALSE,0,22,"raw","raw"
"MR-PCA","Hausdorff",0.967783859145953,0.0486735181644359,0.965963750927406,0.0534091360202641,0.452875,0.23525,FALSE,0,22,"raw","raw"
"MR-PCA","Ichino-Yaguchi",0.967577198852772,0.0491588591459529,0.966088651107061,0.0532881433560892,0.450875,0.23275,FALSE,0,22,"raw","raw"
"MR-PCA","Wasserstein",0.967641332058636,0.0490388782664117,0.966116760737905,0.0532504338271935,0.452375,0.233625,FALSE,0,22,"raw","raw"
"MR-PCA","Centers-Euclidean",0.967618068833652,0.0490854047163799,0.966151666404801,0.0532051790232354,0.4515,0.23175,FALSE,0,22,"raw","raw"
"SPCA","Int-Euclidean",0.967860818992989,0.0486231676226896,0.966643631325531,0.0522051171393131,0.44875,0.229875,FALSE,0,22,"raw","raw"
"SPCA","Hausdorff",0.967971398980242,0.0483242511153601,0.966643481200509,0.0522045447876678,0.4495,0.22975,FALSE,0,22,"raw","raw"
"SPCA","Ichino-Yaguchi",0.967896191841938,0.0485380815806247,0.966628363035057,0.0522836143997874,0.44925,0.230875,FALSE,0,22,"raw","raw"
"SPCA","Wasserstein",0.967879302103251,0.0485728170809433,0.966630721639891,0.0522861078825702,0.449,0.231,FALSE,0,22,"raw","raw"
"SPCA","Centers-Euclidean",0.967896430847674,0.048538559592097,0.966624977225352,0.052288932536033,0.44925,0.231,FALSE,0,22,"raw","raw"
"IMDS","Int-Euclidean",0.53574753027406,-0.00458970681963033,0.539972338078649,-0.00207457874151212,0.030875,-5e-04,TRUE,0,22,"raw","raw"
"IMDS","Hausdorff",0.561357154238368,0.0380556086679413,0.56885163570594,0.0404796792988343,0.0405,0.002875,TRUE,0,22,"raw","raw"
"IMDS","Ichino-Yaguchi",0.569862731038878,0.0426955066921606,0.575949996148781,0.0498995610293186,0.04225,0.00275,TRUE,0,22,"raw","raw"
"IMDS","Wasserstein",0.560211440407903,0.0272887189292542,0.566193188768055,0.0338061333236435,0.041,0.004375,TRUE,0,22,"raw","raw"
"IMDS","Centers-Euclidean",0.552793817718292,0.0100031867431485,0.558472409238762,0.0141713678829011,0.043875,-0.0015,TRUE,0,22,"raw","raw"
"Int-UMAP","Int-Euclidean",0.895241156787763,0.0114641491395794,0.93371858068819,0.0088422624881414,0.519,-0.0265,FALSE,0,22,"raw","raw"
"Int-UMAP","Hausdorff",0.895780672402804,0.0104826322498406,0.933569782481638,0.00917394922294094,0.520125,-0.024125,FALSE,0,22,"raw","raw"
"Int-UMAP","Ichino-Yaguchi",0.895374681325685,0.0111808476736776,0.933776705300829,0.00876884410215939,0.521,-0.026625,FALSE,0,22,"raw","raw"
"Int-UMAP","Wasserstein",0.895235978330147,0.0114423199490121,0.933576514010844,0.00904148436285832,0.520625,-0.025625,FALSE,0,22,"raw","raw"
"Int-UMAP","Centers-Euclidean",0.894963750796686,0.0119195347355003,0.933204534914389,0.00977358481151037,0.520125,-0.025375,FALSE,0,22,"raw","raw"
"C-PCA","Int-Euclidean",0.940214547482473,0.0888717335882727,0.940342448502426,0.0958869652841005,0.460125,0.164,FALSE,0,22,"std","raw"
"C-PCA","Hausdorff",0.939460165710644,0.0897377310388783,0.939423170833233,0.0970714672724894,0.458375,0.15725,FALSE,0,22,"std","raw"
"C-PCA","Ichino-Yaguchi",0.939848948374761,0.0892176545570427,0.939997090154852,0.0961866587561016,0.45925,0.157125,FALSE,0,22,"std","raw"
"C-PCA","Wasserstein",0.939830146590185,0.0892571701720841,0.939972966727177,0.0962378620507999,0.459375,0.157,FALSE,0,22,"std","raw"
"C-PCA","Centers-Euclidean",0.939836440407903,0.0892404397705545,0.940079922808443,0.0960261113473874,0.459625,0.157625,FALSE,0,22,"std","raw"
"V-PCA","Int-Euclidean",0.940246016571064,0.0888075207138305,0.9403846302216,0.0958048515886213,0.4605,0.164125,FALSE,0,22,"std","raw"
"V-PCA","Hausdorff",0.93940097195666,0.0898510197578075,0.939300877049996,0.0973123170671166,0.45825,0.15725,FALSE,0,22,"std","raw"
"V-PCA","Ichino-Yaguchi",0.939874601657106,0.0891586998087954,0.939900144896235,0.0963738874754959,0.45925,0.15675,FALSE,0,22,"std","raw"
"V-PCA","Wasserstein",0.939843690248566,0.0892240280433396,0.939950167235862,0.0962774590180015,0.45975,0.15725,FALSE,0,22,"std","raw"
"V-PCA","Centers-Euclidean",0.939871972594009,0.0891633205863608,0.9400367427792,0.0961095559097141,0.45975,0.157125,FALSE,0,22,"std","raw"
"MR-PCA","Int-Euclidean",0.939905592734226,0.0888962715105163,0.939624801425539,0.0967663217458994,0.458875,0.15375,FALSE,0,22,"std","raw"
"MR-PCA","Hausdorff",0.940065328234544,0.089100063734863,0.939468976344391,0.0972960148545297,0.455,0.15,FALSE,0,22,"std","raw"
"MR-PCA","Ichino-Yaguchi",0.939807042702358,0.0892880815806246,0.939573473062197,0.0970056638929363,0.45925,0.155625,FALSE,0,22,"std","raw"
"MR-PCA","Wasserstein",0.939823852772466,0.0892786806883366,0.93975913570466,0.096655659773028,0.459625,0.157,FALSE,0,22,"std","raw"
"MR-PCA","Centers-Euclidean",0.939836440407903,0.0892404397705545,0.940079922808443,0.0960261113473874,0.459625,0.157625,FALSE,0,22,"std","raw"
"SPCA","Int-Euclidean",0.940214547482473,0.0888717335882727,0.940342448502426,0.0958869652841005,0.460125,0.164,FALSE,0,22,"std","raw"
"SPCA","Hausdorff",0.939460165710644,0.0897377310388783,0.939423170833233,0.0970714672724894,0.458375,0.15725,FALSE,0,22,"std","raw"
"SPCA","Ichino-Yaguchi",0.939848948374761,0.0892176545570427,0.939997090154852,0.0961866587561016,0.45925,0.157125,FALSE,0,22,"std","raw"
"SPCA","Wasserstein",0.939830146590185,0.0892571701720841,0.939972966727177,0.0962378620507999,0.459375,0.157,FALSE,0,22,"std","raw"
"SPCA","Centers-Euclidean",0.939836440407903,0.0892404397705545,0.940079922808443,0.0960261113473874,0.459625,0.157625,FALSE,0,22,"std","raw"
"IMDS","Int-Euclidean",0.533943514977693,-0.00401481835564044,0.5367328226481,-0.000776148281554701,0.02925,-0.000374999999999999,TRUE,0,22,"std","raw"
"IMDS","Hausdorff",0.560339069471001,0.0402409177820267,0.56718510125165,0.041233869876749,0.03975,0.00125,TRUE,0,22,"std","raw"
"IMDS","Ichino-Yaguchi",0.568612412364563,0.0427793180369662,0.574811834385317,0.0479157770053163,0.040625,0.001,TRUE,0,22,"std","raw"
"IMDS","Wasserstein",0.558919295729764,0.0274361057998727,0.564002662010914,0.0311919191027437,0.041,0.005,TRUE,0,22,"std","raw"
"IMDS","Centers-Euclidean",0.550216140854047,0.00998072020395158,0.554774358467162,0.00912222070391228,0.04225,-0.001375,TRUE,0,22,"std","raw"
"Int-UMAP","Int-Euclidean",0.892136950286807,0.0174555449330783,0.934442951404189,0.00615145145306521,0.499875,-0.017875,FALSE,0,22,"std","raw"
"Int-UMAP","Hausdorff",0.891933237731039,0.0185774378585085,0.934208636419546,0.00713486438677937,0.498,-0.020875,FALSE,0,22,"std","raw"
"Int-UMAP","Ichino-Yaguchi",0.892161328871893,0.0175419056724029,0.934642293869389,0.00595078227931067,0.499875,-0.023875,FALSE,0,22,"std","raw"
"Int-UMAP","Wasserstein",0.892143722115997,0.0176539196940726,0.934423188426009,0.00640092981126385,0.499625,-0.0225,FALSE,0,22,"std","raw"
"Int-UMAP","Centers-Euclidean",0.892072657743786,0.0177141491395794,0.934290038300646,0.00660906813134097,0.4995,-0.02125,FALSE,0,22,"std","raw"
"C-PCA","Int-Euclidean",0.922878983428936,0.136701561504143,0.921781608482132,0.140811469244586,0.44875,0.20975,FALSE,0,22,"std","std"
"C-PCA","Hausdorff",0.921912523900574,0.138823135755258,0.920526356878566,0.143442531373997,0.449375,0.215375,FALSE,0,22,"std","std"
"C-PCA","Ichino-Yaguchi",0.922477294455067,0.137731835564053,0.921324985422519,0.141871273636801,0.450375,0.211125,FALSE,0,22,"std","std"
"C-PCA","Wasserstein",0.922444789674952,0.137793977055449,0.92133464737509,0.141875638351211,0.449875,0.211875,FALSE,0,22,"std","std"
"C-PCA","Centers-Euclidean",0.922472912683238,0.137742829827916,0.921445971476075,0.141643198756487,0.450625,0.21175,FALSE,0,22,"std","std"
"V-PCA","Int-Euclidean",0.922950764818356,0.13656373486297,0.921866904017738,0.140646404650737,0.449375,0.210125,FALSE,0,22,"std","std"
"V-PCA","Hausdorff",0.921869263862333,0.138916347992352,0.920406219649796,0.143684217945024,0.4495,0.21575,FALSE,0,22,"std","std"
"V-PCA","Ichino-Yaguchi",0.92255138623327,0.137581739961759,0.921247260964714,0.142026793776499,0.4505,0.211125,FALSE,0,22,"std","std"
"V-PCA","Wasserstein",0.922509560229446,0.137667941363926,0.921338536124942,0.141868165792956,0.45025,0.21225,FALSE,0,22,"std","std"
"V-PCA","Centers-Euclidean",0.922563336520076,0.137562300828553,0.921443056086538,0.141651987680877,0.450875,0.2115,FALSE,0,22,"std","std"
"MR-PCA","Int-Euclidean",0.922754700446144,0.137319152326322,0.921053524304303,0.142534504018489,0.4525,0.217375,FALSE,0,22,"std","std"
"MR-PCA","Hausdorff",0.922553776290631,0.137297163798598,0.920591643137128,0.143000668653435,0.448,0.208375,FALSE,0,22,"std","std"
"MR-PCA","Ichino-Yaguchi",0.922421685787126,0.137834448693435,0.920774319485835,0.142955450740995,0.450125,0.210875,FALSE,0,22,"std","std"
"MR-PCA","Wasserstein",0.922447339069471,0.137783460803059,0.921023588756557,0.142488192368497,0.45025,0.214125,FALSE,0,22,"std","std"
"MR-PCA","Centers-Euclidean",0.922472912683238,0.137742829827916,0.921445971476075,0.141643198756487,0.450625,0.21175,FALSE,0,22,"std","std"
"SPCA","Int-Euclidean",0.922878983428936,0.136701561504143,0.921781608482132,0.140811469244586,0.44875,0.20975,FALSE,0,22,"std","std"
"SPCA","Hausdorff",0.921912523900574,0.138823135755258,0.920526356878566,0.143442531373997,0.449375,0.215375,FALSE,0,22,"std","std"
"SPCA","Ichino-Yaguchi",0.922477294455067,0.137731835564053,0.921324985422519,0.141871273636801,0.450375,0.211125,FALSE,0,22,"std","std"
"SPCA","Wasserstein",0.922444789674952,0.137793977055449,0.92133464737509,0.141875638351211,0.449875,0.211875,FALSE,0,22,"std","std"
"SPCA","Centers-Euclidean",0.922472912683238,0.137742829827916,0.921445971476075,0.141643198756487,0.450625,0.21175,FALSE,0,22,"std","std"
"IMDS","Int-Euclidean",0.578928537284895,-0.0648280752071383,0.58106424950028,-0.0725522597142404,0.036375,-0.004625,TRUE,0,22,"std","std"
"IMDS","Hausdorff",0.618377868068834,-0.0280186424474187,0.628855864262926,-0.0468803016096985,0.0495,0.000875000000000001,TRUE,0,22,"std","std"
"IMDS","Ichino-Yaguchi",0.630348550031867,-0.0341620458891014,0.640232423388045,-0.0457824191998984,0.05125,0.000750000000000001,TRUE,0,22,"std","std"
"IMDS","Wasserstein",0.619354445506692,-0.0522681644359464,0.62804745648123,-0.0656239195903088,0.049625,0.000750000000000001,TRUE,0,22,"std","std"
"IMDS","Centers-Euclidean",0.610369502868069,-0.077970363288719,0.620830883246065,-0.097716593514838,0.049875,-0.003625,TRUE,0,22,"std","std"
"Int-UMAP","Int-Euclidean",0.906859862970045,0.0245820586360739,0.94501774343412,0.0138888229959461,0.52875,-0.03525,FALSE,0,22,"std","std"
"Int-UMAP","Hausdorff",0.90616523263225,0.0248499043977056,0.944054750915293,0.0132295464040707,0.524,-0.048,FALSE,0,22,"std","std"
"Int-UMAP","Ichino-Yaguchi",0.90673573932441,0.024684034416826,0.94486555302049,0.0134581827604955,0.5275,-0.045,FALSE,0,22,"std","std"
"Int-UMAP","Wasserstein",0.906742033142129,0.0246351179094965,0.944673452914737,0.0136661272401681,0.527625,-0.043875,FALSE,0,22,"std","std"
"Int-UMAP","Centers-Euclidean",0.906682839388145,0.0247187699171447,0.944576346975433,0.0138742094766079,0.527125,-0.0425,FALSE,0,22,"std","std"
"C-PCA","Int-Euclidean",0.965336599745061,0.0540409496494583,0.963257357490838,0.0592089788922513,0.469125,0.232125,FALSE,0,23,"raw","raw"
"C-PCA","Hausdorff",0.965213671128107,0.0543862332695986,0.963452557976833,0.0589229711072454,0.46875,0.234375,FALSE,0,23,"raw","raw"
"C-PCA","Ichino-Yaguchi",0.96536073932441,0.0541153601019757,0.963438340454889,0.0590025505899999,0.4705,0.235625,FALSE,0,23,"raw","raw"
"C-PCA","Wasserstein",0.965383763543658,0.0540689929891651,0.963440844386715,0.0589912694623016,0.4705,0.23575,FALSE,0,23,"raw","raw"
"C-PCA","Centers-Euclidean",0.965359464627151,0.0541172721478649,0.963471421377735,0.0589276320200294,0.4705,0.235,FALSE,0,23,"raw","raw"
"V-PCA","Int-Euclidean",0.965325446144041,0.0540654875717017,0.963270242973083,0.05918166402839,0.469,0.231625,FALSE,0,23,"raw","raw"
"V-PCA","Hausdorff",0.965245379222435,0.0543272785213512,0.96344037481953,0.058947831299054,0.469,0.234875,FALSE,0,23,"raw","raw"
"V-PCA","Ichino-Yaguchi",0.96533787444232,0.0541575844486933,0.963430372420089,0.0590159298428242,0.4705,0.235625,FALSE,0,23,"raw","raw"
"V-PCA","Wasserstein",0.965329907584449,0.0541741555130657,0.963408335175777,0.059053355328355,0.470375,0.235625,FALSE,0,23,"raw","raw"
"V-PCA","Centers-Euclidean",0.965353170809433,0.0541263543658381,0.963471281595133,0.0589255727056333,0.470625,0.235125,FALSE,0,23,"raw","raw"
"MR-PCA","Int-Euclidean",0.968172163798598,0.0479173040152964,0.967224463541883,0.0511850295584226,0.463875,0.226875,FALSE,0,23,"raw","raw"
"MR-PCA","Hausdorff",0.968060946462715,0.0478672721478649,0.966812580404317,0.0516516629075702,0.46175,0.2215,FALSE,0,23,"raw","raw"
"MR-PCA","Ichino-Yaguchi",0.96819925111536,0.0478385914595283,0.967171556520109,0.0512374528321682,0.46425,0.22275,FALSE,0,23,"raw","raw"
"MR-PCA","Wasserstein",0.968167941363926,0.0479130019120458,0.967095084028216,0.0514366811042583,0.4645,0.224,FALSE,0,23,"raw","raw"
"MR-PCA","Centers-Euclidean",0.968208014659018,0.0478449649458254,0.967117337183869,0.0514152791190937,0.465,0.225375,FALSE,0,23,"raw","raw"
"SPCA","Int-Euclidean",0.968236536010198,0.0479555449330784,0.967460970906283,0.0508031863524072,0.465375,0.223375,FALSE,0,23,"raw","raw"
"SPCA","Hausdorff",0.968441363926068,0.047655194391332,0.96756019149726,0.0506923772399549,0.4685,0.22675,FALSE,0,23,"raw","raw"
"SPCA","Ichino-Yaguchi",0.96844367431485,0.0476505736137667,0.967373417844338,0.0510816155960108,0.46925,0.228,FALSE,0,23,"raw","raw"
"SPCA","Wasserstein",0.96845235818993,0.0476347992351817,0.967358093150358,0.0511134399681598,0.4695,0.22925,FALSE,0,23,"raw","raw"
"SPCA","Centers-Euclidean",0.968444471000637,0.0476518483110262,0.967354327763183,0.0511162157883415,0.46925,0.22825,FALSE,0,23,"raw","raw"
"IMDS","Int-Euclidean",0.543861695347355,-0.00492383683875086,0.549791573798134,-0.00362597817966925,0.043625,0.002375,TRUE,0,23,"raw","raw"
"IMDS","Hausdorff",0.571831182281708,0.0402318355640535,0.580226647626378,0.0468031571803859,0.048125,-0.002,TRUE,0,23,"raw","raw"
"IMDS","Ichino-Yaguchi",0.580504700446144,0.0504995219885277,0.586474949976807,0.0536106709718429,0.0515,0.002125,TRUE,0,23,"raw","raw"
"IMDS","Wasserstein",0.571510675589547,0.0248731676226897,0.578267235461372,0.0274611223107789,0.05125,-0.001,TRUE,0,23,"raw","raw"
"IMDS","Centers-Euclidean",0.5643267208413,0.0116767049075845,0.570983345441428,0.0113049798772762,0.048625,-0.004875,TRUE,0,23,"raw","raw"
"Int-UMAP","Int-Euclidean",0.877679971319312,0.0345983110261313,0.926223731746375,0.0185113504752225,0.49475,-0.018,FALSE,0,23,"raw","raw"
"Int-UMAP","Hausdorff",0.876354445506692,0.0368758763543658,0.925365424134747,0.0203771114956359,0.491375,-0.024875,FALSE,0,23,"raw","raw"
"Int-UMAP","Ichino-Yaguchi",0.877642208413002,0.0344568196303378,0.926484759388827,0.0182559304501482,0.4965,-0.022125,FALSE,0,23,"raw","raw"
"Int-UMAP","Wasserstein",0.877303138942001,0.0348675908221797,0.926342616049627,0.0184249927624386,0.4945,-0.02325,FALSE,0,23,"raw","raw"
"Int-UMAP","Centers-Euclidean",0.87764292543021,0.0344388145315487,0.926460881193787,0.0182757640126781,0.4955,-0.019875,FALSE,0,23,"raw","raw"
"C-PCA","Int-Euclidean",0.950654477374124,0.0716410133843213,0.951479565574865,0.0762611740783219,0.481375,0.17175,FALSE,0,23,"std","raw"
"C-PCA","Hausdorff",0.950082138304653,0.071658540471638,0.95092200231039,0.07654887844667,0.478,0.154,FALSE,0,23,"std","raw"
"C-PCA","Ichino-Yaguchi",0.9501893722116,0.071790471637986,0.951372639348007,0.0759144874228498,0.479,0.158625,FALSE,0,23,"std","raw"
"C-PCA","Wasserstein",0.950236297004461,0.0717221159974506,0.95131012496458,0.076046987894976,0.47925,0.1575,FALSE,0,23,"std","raw"
"C-PCA","Centers-Euclidean",0.950188655194391,0.0717915869980879,0.951271123059698,0.076122574777188,0.479125,0.15725,FALSE,0,23,"std","raw"
"V-PCA","Int-Euclidean",0.95061384639898,0.071718132568515,0.951421922151305,0.0763747255313701,0.48125,0.171375,FALSE,0,23,"std","raw"
"V-PCA","Hausdorff",0.950093371574251,0.0716395793499045,0.950979869748631,0.0764365017645661,0.47825,0.154125,FALSE,0,23,"std","raw"
"V-PCA","Ichino-Yaguchi",0.950250956022945,0.0716673040152964,0.951395956493428,0.0758701135371656,0.479125,0.1585,FALSE,0,23,"std","raw"
"V-PCA","Wasserstein",0.950264340344168,0.0716669853409815,0.951283200127231,0.0760980414911441,0.47925,0.15775,FALSE,0,23,"std","raw"
"V-PCA","Centers-Euclidean",0.950249681325685,0.0716673040152963,0.951307408959837,0.0760491214188998,0.47925,0.157375,FALSE,0,23,"std","raw"
"MR-PCA","Int-Euclidean",0.95016340025494,0.0718854365838114,0.951293541587446,0.076005145876313,0.47925,0.156,FALSE,0,23,"std","raw"
"MR-PCA","Hausdorff",0.950431246016571,0.0714029636711281,0.951576776004597,0.0755637810846226,0.48075,0.160625,FALSE,0,23,"std","raw"
"MR-PCA","Ichino-Yaguchi",0.950196861057999,0.0717751752708731,0.95131426715703,0.0760194081798689,0.479375,0.156375,FALSE,0,23,"std","raw"
"MR-PCA","Wasserstein",0.950389738687062,0.0714158699808796,0.951438155272263,0.0757978057351511,0.479375,0.15775,FALSE,0,23,"std","raw"
"MR-PCA","Centers-Euclidean",0.950188655194391,0.0717915869980879,0.951271123059698,0.076122574777188,0.479125,0.15725,FALSE,0,23,"std","raw"
"SPCA","Int-Euclidean",0.950654477374124,0.0716410133843213,0.951479565574865,0.0762611740783219,0.481375,0.17175,FALSE,0,23,"std","raw"
"SPCA","Hausdorff",0.950082138304653,0.071658540471638,0.95092200231039,0.07654887844667,0.478,0.154,FALSE,0,23,"std","raw"
"SPCA","Ichino-Yaguchi",0.9501893722116,0.071790471637986,0.951372639348007,0.0759144874228498,0.479,0.158625,FALSE,0,23,"std","raw"
"SPCA","Wasserstein",0.950236297004461,0.0717221159974506,0.95131012496458,0.076046987894976,0.47925,0.1575,FALSE,0,23,"std","raw"
"SPCA","Centers-Euclidean",0.950188655194391,0.0717915869980879,0.951271123059698,0.076122574777188,0.479125,0.15725,FALSE,0,23,"std","raw"
